agreement	disagreement	number	subject_index	verb_index	completed
De dichter bewondert	De dichter bewonderen	singular	1	2	De dichter bewondert de persoon publiekelijk en zeker.
De dichter onthoudt	De dichter onthouden	singular	1	2	De dichter onthoudt de persoon voorzichtig en openlijk.
De dichter onthoudt	De dichter onthouden	singular	1	2	De dichter onthoudt de persoon voorzichtig en waarschijnlijk.
De dichter onthoudt	De dichter onthouden	singular	1	2	De dichter onthoudt de persoon voorzichtig en zeker.
De dichter onthoudt	De dichter onthouden	singular	1	2	De dichter onthoudt de persoon bewust en openlijk.
De dichter onthoudt	De dichter onthouden	singular	1	2	De dichter onthoudt de persoon bewust en waarschijnlijk.
De dichter onthoudt	De dichter onthouden	singular	1	2	De dichter onthoudt de persoon bewust en zeker.
De dichter onthoudt	De dichter onthouden	singular	1	2	De dichter onthoudt de persoon publiekelijk en openlijk.
De dichter onthoudt	De dichter onthouden	singular	1	2	De dichter onthoudt de persoon publiekelijk en waarschijnlijk.
De dichter onthoudt	De dichter onthouden	singular	1	2	De dichter onthoudt de persoon publiekelijk en zeker.
De dichter begrijpt	De dichter begrijpen	singular	1	2	De dichter begrijpt de persoon voorzichtig en openlijk.
De dichter begrijpt	De dichter begrijpen	singular	1	2	De dichter begrijpt de persoon voorzichtig en waarschijnlijk.
De dichter begrijpt	De dichter begrijpen	singular	1	2	De dichter begrijpt de persoon voorzichtig en zeker.
De dichter begrijpt	De dichter begrijpen	singular	1	2	De dichter begrijpt de persoon bewust en openlijk.
De dichter begrijpt	De dichter begrijpen	singular	1	2	De dichter begrijpt de persoon bewust en waarschijnlijk.
De dichter begrijpt	De dichter begrijpen	singular	1	2	De dichter begrijpt de persoon bewust en zeker.
De dichter begrijpt	De dichter begrijpen	singular	1	2	De dichter begrijpt de persoon publiekelijk en openlijk.
De dichter begrijpt	De dichter begrijpen	singular	1	2	De dichter begrijpt de persoon publiekelijk en waarschijnlijk.
De dichter begrijpt	De dichter begrijpen	singular	1	2	De dichter begrijpt de persoon publiekelijk en zeker.
De dichter inspireert	De dichter inspireren	singular	1	2	De dichter inspireert de persoon voorzichtig en openlijk.
De dichter inspireert	De dichter inspireren	singular	1	2	De dichter inspireert de persoon voorzichtig en waarschijnlijk.
De dichter inspireert	De dichter inspireren	singular	1	2	De dichter inspireert de persoon voorzichtig en zeker.
De dichter inspireert	De dichter inspireren	singular	1	2	De dichter inspireert de persoon bewust en openlijk.
De dichter inspireert	De dichter inspireren	singular	1	2	De dichter inspireert de persoon bewust en waarschijnlijk.
De dichter inspireert	De dichter inspireren	singular	1	2	De dichter inspireert de persoon bewust en zeker.
De dichter inspireert	De dichter inspireren	singular	1	2	De dichter inspireert de persoon publiekelijk en openlijk.
De dichter inspireert	De dichter inspireren	singular	1	2	De dichter inspireert de persoon publiekelijk en waarschijnlijk.
De dichter inspireert	De dichter inspireren	singular	1	2	De dichter inspireert de persoon publiekelijk en zeker.
De leraar stimuleert	De leraar stimuleren	singular	1	2	De leraar stimuleert de persoon voorzichtig en openlijk.
De leraar stimuleert	De leraar stimuleren	singular	1	2	De leraar stimuleert de persoon voorzichtig en waarschijnlijk.
De leraar stimuleert	De leraar stimuleren	singular	1	2	De leraar stimuleert de persoon voorzichtig en zeker.
De leraar stimuleert	De leraar stimuleren	singular	1	2	De leraar stimuleert de persoon bewust en openlijk.
De leraar stimuleert	De leraar stimuleren	singular	1	2	De leraar stimuleert de persoon bewust en waarschijnlijk.
De leraar stimuleert	De leraar stimuleren	singular	1	2	De leraar stimuleert de persoon bewust en zeker.
De leraar stimuleert	De leraar stimuleren	singular	1	2	De leraar stimuleert de persoon publiekelijk en openlijk.
De leraar stimuleert	De leraar stimuleren	singular	1	2	De leraar stimuleert de persoon publiekelijk en waarschijnlijk.
De leraar stimuleert	De leraar stimuleren	singular	1	2	De leraar stimuleert de persoon publiekelijk en zeker.
De leraar bekritiseert	De leraar bekritiseren	singular	1	2	De leraar bekritiseert de persoon voorzichtig en openlijk.
De leraar bekritiseert	De leraar bekritiseren	singular	1	2	De leraar bekritiseert de persoon voorzichtig en waarschijnlijk.
De leraar bekritiseert	De leraar bekritiseren	singular	1	2	De leraar bekritiseert de persoon voorzichtig en zeker.
De leraar bekritiseert	De leraar bekritiseren	singular	1	2	De leraar bekritiseert de persoon bewust en openlijk.
De leraar bekritiseert	De leraar bekritiseren	singular	1	2	De leraar bekritiseert de persoon bewust en waarschijnlijk.
De leraar bekritiseert	De leraar bekritiseren	singular	1	2	De leraar bekritiseert de persoon bewust en zeker.
De leraar bekritiseert	De leraar bekritiseren	singular	1	2	De leraar bekritiseert de persoon publiekelijk en openlijk.
De leraar bekritiseert	De leraar bekritiseren	singular	1	2	De leraar bekritiseert de persoon publiekelijk en waarschijnlijk.
De leraar bekritiseert	De leraar bekritiseren	singular	1	2	De leraar bekritiseert de persoon publiekelijk en zeker.
De leraar ontmoedigt	De leraar ontmoedigen	singular	1	2	De leraar ontmoedigt de persoon voorzichtig en openlijk.
De leraar ontmoedigt	De leraar ontmoedigen	singular	1	2	De leraar ontmoedigt de persoon voorzichtig en waarschijnlijk.
De leraar ontmoedigt	De leraar ontmoedigen	singular	1	2	De leraar ontmoedigt de persoon voorzichtig en zeker.
De leraar ontmoedigt	De leraar ontmoedigen	singular	1	2	De leraar ontmoedigt de persoon bewust en openlijk.
De leraar ontmoedigt	De leraar ontmoedigen	singular	1	2	De leraar ontmoedigt de persoon bewust en waarschijnlijk.
De leraar ontmoedigt	De leraar ontmoedigen	singular	1	2	De leraar ontmoedigt de persoon bewust en zeker.
De leraar ontmoedigt	De leraar ontmoedigen	singular	1	2	De leraar ontmoedigt de persoon publiekelijk en openlijk.
De leraar ontmoedigt	De leraar ontmoedigen	singular	1	2	De leraar ontmoedigt de persoon publiekelijk en waarschijnlijk.
De leraar ontmoedigt	De leraar ontmoedigen	singular	1	2	De leraar ontmoedigt de persoon publiekelijk en zeker.
De leraar groet	De leraar groeten	singular	1	2	De leraar groet de persoon voorzichtig en openlijk.
De leraar groet	De leraar groeten	singular	1	2	De leraar groet de persoon voorzichtig en waarschijnlijk.
De leraar groet	De leraar groeten	singular	1	2	De leraar groet de persoon voorzichtig en zeker.
De leraar groet	De leraar groeten	singular	1	2	De leraar groet de persoon bewust en openlijk.
De leraar groet	De leraar groeten	singular	1	2	De leraar groet de persoon bewust en waarschijnlijk.
De leraar groet	De leraar groeten	singular	1	2	De leraar groet de persoon bewust en zeker.
De leraar groet	De leraar groeten	singular	1	2	De leraar groet de persoon publiekelijk en openlijk.
De leraar groet	De leraar groeten	singular	1	2	De leraar groet de persoon publiekelijk en waarschijnlijk.
De leraar groet	De leraar groeten	singular	1	2	De leraar groet de persoon publiekelijk en zeker.
De leraar bemoedigt	De leraar bemoedigen	singular	1	2	De leraar bemoedigt de persoon voorzichtig en openlijk.
De leraar bemoedigt	De leraar bemoedigen	singular	1	2	De leraar bemoedigt de persoon voorzichtig en waarschijnlijk.
De leraar bemoedigt	De leraar bemoedigen	singular	1	2	De leraar bemoedigt de persoon voorzichtig en zeker.
De leraar bemoedigt	De leraar bemoedigen	singular	1	2	De leraar bemoedigt de persoon bewust en openlijk.
De leraar bemoedigt	De leraar bemoedigen	singular	1	2	De leraar bemoedigt de persoon bewust en waarschijnlijk.
De leraar bemoedigt	De leraar bemoedigen	singular	1	2	De leraar bemoedigt de persoon bewust en zeker.
De leraar bemoedigt	De leraar bemoedigen	singular	1	2	De leraar bemoedigt de persoon publiekelijk en openlijk.
De leraar bemoedigt	De leraar bemoedigen	singular	1	2	De leraar bemoedigt de persoon publiekelijk en waarschijnlijk.
De leraar bemoedigt	De leraar bemoedigen	singular	1	2	De leraar bemoedigt de persoon publiekelijk en zeker.
De leraar observeert	De leraar observeren	singular	1	2	De leraar observeert de persoon voorzichtig en openlijk.
De leraar observeert	De leraar observeren	singular	1	2	De leraar observeert de persoon voorzichtig en waarschijnlijk.
De leraar observeert	De leraar observeren	singular	1	2	De leraar observeert de persoon voorzichtig en zeker.
De leraar observeert	De leraar observeren	singular	1	2	De leraar observeert de persoon bewust en openlijk.
De leraar observeert	De leraar observeren	singular	1	2	De leraar observeert de persoon bewust en waarschijnlijk.
De leraar observeert	De leraar observeren	singular	1	2	De leraar observeert de persoon bewust en zeker.
De leraar observeert	De leraar observeren	singular	1	2	De leraar observeert de persoon publiekelijk en openlijk.
De leraar observeert	De leraar observeren	singular	1	2	De leraar observeert de persoon publiekelijk en waarschijnlijk.
De leraar observeert	De leraar observeren	singular	1	2	De leraar observeert de persoon publiekelijk en zeker.
De leraar vermijdt	De leraar vermijden	singular	1	2	De leraar vermijdt de persoon voorzichtig en openlijk.
De leraar vermijdt	De leraar vermijden	singular	1	2	De leraar vermijdt de persoon voorzichtig en waarschijnlijk.
De leraar vermijdt	De leraar vermijden	singular	1	2	De leraar vermijdt de persoon voorzichtig en zeker.
De leraar vermijdt	De leraar vermijden	singular	1	2	De leraar vermijdt de persoon bewust en openlijk.
De leraar vermijdt	De leraar vermijden	singular	1	2	De leraar vermijdt de persoon bewust en waarschijnlijk.
De leraar vermijdt	De leraar vermijden	singular	1	2	De leraar vermijdt de persoon bewust en zeker.
De leraar vermijdt	De leraar vermijden	singular	1	2	De leraar vermijdt de persoon publiekelijk en openlijk.
De leraar vermijdt	De leraar vermijden	singular	1	2	De leraar vermijdt de persoon publiekelijk en waarschijnlijk.
De leraar vermijdt	De leraar vermijden	singular	1	2	De leraar vermijdt de persoon publiekelijk en zeker.
De leraar verwart	De leraar verwarren	singular	1	2	De leraar verwart de persoon voorzichtig en openlijk.
De leraar verwart	De leraar verwarren	singular	1	2	De leraar verwart de persoon voorzichtig en waarschijnlijk.
De leraar verwart	De leraar verwarren	singular	1	2	De leraar verwart de persoon voorzichtig en zeker.
De leraar verwart	De leraar verwarren	singular	1	2	De leraar verwart de persoon bewust en openlijk.
De leraar verwart	De leraar verwarren	singular	1	2	De leraar verwart de persoon bewust en waarschijnlijk.
De leraar verwart	De leraar verwarren	singular	1	2	De leraar verwart de persoon bewust en zeker.
De leraar verwart	De leraar verwarren	singular	1	2	De leraar verwart de persoon publiekelijk en openlijk.
De leraar verwart	De leraar verwarren	singular	1	2	De leraar verwart de persoon publiekelijk en waarschijnlijk.
De leraar verwart	De leraar verwarren	singular	1	2	De leraar verwart de persoon publiekelijk en zeker.
De leraar kent	De leraar kennen	singular	1	2	De leraar kent de persoon voorzichtig en openlijk.
De leraar kent	De leraar kennen	singular	1	2	De leraar kent de persoon voorzichtig en waarschijnlijk.
De leraar kent	De leraar kennen	singular	1	2	De leraar kent de persoon voorzichtig en zeker.
De leraar kent	De leraar kennen	singular	1	2	De leraar kent de persoon bewust en openlijk.
De leraar kent	De leraar kennen	singular	1	2	De leraar kent de persoon bewust en waarschijnlijk.
De leraar kent	De leraar kennen	singular	1	2	De leraar kent de persoon bewust en zeker.
De leraar kent	De leraar kennen	singular	1	2	De leraar kent de persoon publiekelijk en openlijk.
De leraar kent	De leraar kennen	singular	1	2	De leraar kent de persoon publiekelijk en waarschijnlijk.
De leraar kent	De leraar kennen	singular	1	2	De leraar kent de persoon publiekelijk en zeker.
De leraar bewondert	De leraar bewonderen	singular	1	2	De leraar bewondert de persoon voorzichtig en openlijk.
De leraar bewondert	De leraar bewonderen	singular	1	2	De leraar bewondert de persoon voorzichtig en waarschijnlijk.
De leraar bewondert	De leraar bewonderen	singular	1	2	De leraar bewondert de persoon voorzichtig en zeker.
De leraar bewondert	De leraar bewonderen	singular	1	2	De leraar bewondert de persoon bewust en openlijk.
De leraar bewondert	De leraar bewonderen	singular	1	2	De leraar bewondert de persoon bewust en waarschijnlijk.
De leraar bewondert	De leraar bewonderen	singular	1	2	De leraar bewondert de persoon bewust en zeker.
De leraar bewondert	De leraar bewonderen	singular	1	2	De leraar bewondert de persoon publiekelijk en openlijk.
De leraar bewondert	De leraar bewonderen	singular	1	2	De leraar bewondert de persoon publiekelijk en waarschijnlijk.
De leraar bewondert	De leraar bewonderen	singular	1	2	De leraar bewondert de persoon publiekelijk en zeker.
De leraar onthoudt	De leraar onthouden	singular	1	2	De leraar onthoudt de persoon voorzichtig en openlijk.
De leraar onthoudt	De leraar onthouden	singular	1	2	De leraar onthoudt de persoon voorzichtig en waarschijnlijk.
De leraar onthoudt	De leraar onthouden	singular	1	2	De leraar onthoudt de persoon voorzichtig en zeker.
De leraar onthoudt	De leraar onthouden	singular	1	2	De leraar onthoudt de persoon bewust en openlijk.
De leraar onthoudt	De leraar onthouden	singular	1	2	De leraar onthoudt de persoon bewust en waarschijnlijk.
De leraar onthoudt	De leraar onthouden	singular	1	2	De leraar onthoudt de persoon bewust en zeker.
De leraar onthoudt	De leraar onthouden	singular	1	2	De leraar onthoudt de persoon publiekelijk en openlijk.
De leraar onthoudt	De leraar onthouden	singular	1	2	De leraar onthoudt de persoon publiekelijk en waarschijnlijk.
De leraar onthoudt	De leraar onthouden	singular	1	2	De leraar onthoudt de persoon publiekelijk en zeker.
De leraar begrijpt	De leraar begrijpen	singular	1	2	De leraar begrijpt de persoon voorzichtig en openlijk.
De leraar begrijpt	De leraar begrijpen	singular	1	2	De leraar begrijpt de persoon voorzichtig en waarschijnlijk.
De leraar begrijpt	De leraar begrijpen	singular	1	2	De leraar begrijpt de persoon voorzichtig en zeker.
De leraar begrijpt	De leraar begrijpen	singular	1	2	De leraar begrijpt de persoon bewust en openlijk.
De leraar begrijpt	De leraar begrijpen	singular	1	2	De leraar begrijpt de persoon bewust en waarschijnlijk.
De leraar begrijpt	De leraar begrijpen	singular	1	2	De leraar begrijpt de persoon bewust en zeker.
De leraar begrijpt	De leraar begrijpen	singular	1	2	De leraar begrijpt de persoon publiekelijk en openlijk.
De leraar begrijpt	De leraar begrijpen	singular	1	2	De leraar begrijpt de persoon publiekelijk en waarschijnlijk.
De leraar begrijpt	De leraar begrijpen	singular	1	2	De leraar begrijpt de persoon publiekelijk en zeker.
De leraar inspireert	De leraar inspireren	singular	1	2	De leraar inspireert de persoon voorzichtig en openlijk.
De leraar inspireert	De leraar inspireren	singular	1	2	De leraar inspireert de persoon voorzichtig en waarschijnlijk.
De leraar inspireert	De leraar inspireren	singular	1	2	De leraar inspireert de persoon voorzichtig en zeker.
De leraar inspireert	De leraar inspireren	singular	1	2	De leraar inspireert de persoon bewust en openlijk.
De leraar inspireert	De leraar inspireren	singular	1	2	De leraar inspireert de persoon bewust en waarschijnlijk.
De leraar inspireert	De leraar inspireren	singular	1	2	De leraar inspireert de persoon bewust en zeker.
De leraar inspireert	De leraar inspireren	singular	1	2	De leraar inspireert de persoon publiekelijk en openlijk.
De leraar inspireert	De leraar inspireren	singular	1	2	De leraar inspireert de persoon publiekelijk en waarschijnlijk.
De leraar inspireert	De leraar inspireren	singular	1	2	De leraar inspireert de persoon publiekelijk en zeker.
De zanger stimuleert	De zanger stimuleren	singular	1	2	De zanger stimuleert de persoon voorzichtig en openlijk.
De zanger stimuleert	De zanger stimuleren	singular	1	2	De zanger stimuleert de persoon voorzichtig en waarschijnlijk.
De zanger stimuleert	De zanger stimuleren	singular	1	2	De zanger stimuleert de persoon voorzichtig en zeker.
De zanger stimuleert	De zanger stimuleren	singular	1	2	De zanger stimuleert de persoon bewust en openlijk.
De zanger stimuleert	De zanger stimuleren	singular	1	2	De zanger stimuleert de persoon bewust en waarschijnlijk.
De zanger stimuleert	De zanger stimuleren	singular	1	2	De zanger stimuleert de persoon bewust en zeker.
De zanger stimuleert	De zanger stimuleren	singular	1	2	De zanger stimuleert de persoon publiekelijk en openlijk.
De zanger stimuleert	De zanger stimuleren	singular	1	2	De zanger stimuleert de persoon publiekelijk en waarschijnlijk.
De zanger stimuleert	De zanger stimuleren	singular	1	2	De zanger stimuleert de persoon publiekelijk en zeker.
De zanger bekritiseert	De zanger bekritiseren	singular	1	2	De zanger bekritiseert de persoon voorzichtig en openlijk.
De zanger bekritiseert	De zanger bekritiseren	singular	1	2	De zanger bekritiseert de persoon voorzichtig en waarschijnlijk.
De zanger bekritiseert	De zanger bekritiseren	singular	1	2	De zanger bekritiseert de persoon voorzichtig en zeker.
De zanger bekritiseert	De zanger bekritiseren	singular	1	2	De zanger bekritiseert de persoon bewust en openlijk.
De zanger bekritiseert	De zanger bekritiseren	singular	1	2	De zanger bekritiseert de persoon bewust en waarschijnlijk.
De zanger bekritiseert	De zanger bekritiseren	singular	1	2	De zanger bekritiseert de persoon bewust en zeker.
De zanger bekritiseert	De zanger bekritiseren	singular	1	2	De zanger bekritiseert de persoon publiekelijk en openlijk.
De zanger bekritiseert	De zanger bekritiseren	singular	1	2	De zanger bekritiseert de persoon publiekelijk en waarschijnlijk.
De zanger bekritiseert	De zanger bekritiseren	singular	1	2	De zanger bekritiseert de persoon publiekelijk en zeker.
De zanger ontmoedigt	De zanger ontmoedigen	singular	1	2	De zanger ontmoedigt de persoon voorzichtig en openlijk.
De zanger ontmoedigt	De zanger ontmoedigen	singular	1	2	De zanger ontmoedigt de persoon voorzichtig en waarschijnlijk.
De zanger ontmoedigt	De zanger ontmoedigen	singular	1	2	De zanger ontmoedigt de persoon voorzichtig en zeker.
De zanger ontmoedigt	De zanger ontmoedigen	singular	1	2	De zanger ontmoedigt de persoon bewust en openlijk.
De zanger ontmoedigt	De zanger ontmoedigen	singular	1	2	De zanger ontmoedigt de persoon bewust en waarschijnlijk.
De zanger ontmoedigt	De zanger ontmoedigen	singular	1	2	De zanger ontmoedigt de persoon bewust en zeker.
De zanger ontmoedigt	De zanger ontmoedigen	singular	1	2	De zanger ontmoedigt de persoon publiekelijk en openlijk.
De zanger ontmoedigt	De zanger ontmoedigen	singular	1	2	De zanger ontmoedigt de persoon publiekelijk en waarschijnlijk.
De zanger ontmoedigt	De zanger ontmoedigen	singular	1	2	De zanger ontmoedigt de persoon publiekelijk en zeker.
De zanger groet	De zanger groeten	singular	1	2	De zanger groet de persoon voorzichtig en openlijk.
De zanger groet	De zanger groeten	singular	1	2	De zanger groet de persoon voorzichtig en waarschijnlijk.
De zanger groet	De zanger groeten	singular	1	2	De zanger groet de persoon voorzichtig en zeker.
De zanger groet	De zanger groeten	singular	1	2	De zanger groet de persoon bewust en openlijk.
De zanger groet	De zanger groeten	singular	1	2	De zanger groet de persoon bewust en waarschijnlijk.
De zanger groet	De zanger groeten	singular	1	2	De zanger groet de persoon bewust en zeker.
De zanger groet	De zanger groeten	singular	1	2	De zanger groet de persoon publiekelijk en openlijk.
De zanger groet	De zanger groeten	singular	1	2	De zanger groet de persoon publiekelijk en waarschijnlijk.
De zanger groet	De zanger groeten	singular	1	2	De zanger groet de persoon publiekelijk en zeker.
