agreement	disagreement	number	subject_index	verb_index	completed
The child carefully and probably understands	The child carefully and probably understand	singular	1	5	The child carefully and probably understands the person.
The child carefully and probably stimulates	The child carefully and probably stimulate	singular	1	5	The child carefully and probably stimulates the person.
The child carefully and probably discourages	The child carefully and probably discourage	singular	1	5	The child carefully and probably discourages the person.
The child carefully and probably remembers	The child carefully and probably remember	singular	1	5	The child carefully and probably remembers the person.
The child carefully and openly confuses	The child carefully and openly confuse	singular	1	5	The child carefully and openly confuses the person.
The child carefully and openly criticizes	The child carefully and openly criticize	singular	1	5	The child carefully and openly criticizes the person.
The child carefully and openly admires	The child carefully and openly admire	singular	1	5	The child carefully and openly admires the person.
The child carefully and openly inspires	The child carefully and openly inspire	singular	1	5	The child carefully and openly inspires the person.
The child carefully and openly greets	The child carefully and openly greet	singular	1	5	The child carefully and openly greets the person.
The child carefully and openly knows	The child carefully and openly know	singular	1	5	The child carefully and openly knows the person.
The child carefully and openly encourages	The child carefully and openly encourage	singular	1	5	The child carefully and openly encourages the person.
The child carefully and openly avoids	The child carefully and openly avoid	singular	1	5	The child carefully and openly avoids the person.
The child carefully and openly observes	The child carefully and openly observe	singular	1	5	The child carefully and openly observes the person.
The child carefully and openly understands	The child carefully and openly understand	singular	1	5	The child carefully and openly understands the person.
The child carefully and openly stimulates	The child carefully and openly stimulate	singular	1	5	The child carefully and openly stimulates the person.
The child carefully and openly discourages	The child carefully and openly discourage	singular	1	5	The child carefully and openly discourages the person.
The child carefully and openly remembers	The child carefully and openly remember	singular	1	5	The child carefully and openly remembers the person.
The doctor overtly and knowingly confuses	The doctor overtly and knowingly confuse	singular	1	5	The doctor overtly and knowingly confuses the person.
The doctor overtly and knowingly criticizes	The doctor overtly and knowingly criticize	singular	1	5	The doctor overtly and knowingly criticizes the person.
The doctor overtly and knowingly admires	The doctor overtly and knowingly admire	singular	1	5	The doctor overtly and knowingly admires the person.
The doctor overtly and knowingly inspires	The doctor overtly and knowingly inspire	singular	1	5	The doctor overtly and knowingly inspires the person.
The doctor overtly and knowingly greets	The doctor overtly and knowingly greet	singular	1	5	The doctor overtly and knowingly greets the person.
The doctor overtly and knowingly knows	The doctor overtly and knowingly know	singular	1	5	The doctor overtly and knowingly knows the person.
The doctor overtly and knowingly encourages	The doctor overtly and knowingly encourage	singular	1	5	The doctor overtly and knowingly encourages the person.
The doctor overtly and knowingly avoids	The doctor overtly and knowingly avoid	singular	1	5	The doctor overtly and knowingly avoids the person.
The doctor overtly and knowingly observes	The doctor overtly and knowingly observe	singular	1	5	The doctor overtly and knowingly observes the person.
The doctor overtly and knowingly understands	The doctor overtly and knowingly understand	singular	1	5	The doctor overtly and knowingly understands the person.
The doctor overtly and knowingly stimulates	The doctor overtly and knowingly stimulate	singular	1	5	The doctor overtly and knowingly stimulates the person.
The doctor overtly and knowingly discourages	The doctor overtly and knowingly discourage	singular	1	5	The doctor overtly and knowingly discourages the person.
The doctor overtly and knowingly remembers	The doctor overtly and knowingly remember	singular	1	5	The doctor overtly and knowingly remembers the person.
The doctor overtly and probably confuses	The doctor overtly and probably confuse	singular	1	5	The doctor overtly and probably confuses the person.
The doctor overtly and probably criticizes	The doctor overtly and probably criticize	singular	1	5	The doctor overtly and probably criticizes the person.
The doctor overtly and probably admires	The doctor overtly and probably admire	singular	1	5	The doctor overtly and probably admires the person.
The doctor overtly and probably inspires	The doctor overtly and probably inspire	singular	1	5	The doctor overtly and probably inspires the person.
The doctor overtly and probably greets	The doctor overtly and probably greet	singular	1	5	The doctor overtly and probably greets the person.
The doctor overtly and probably knows	The doctor overtly and probably know	singular	1	5	The doctor overtly and probably knows the person.
The doctor overtly and probably encourages	The doctor overtly and probably encourage	singular	1	5	The doctor overtly and probably encourages the person.
The doctor overtly and probably avoids	The doctor overtly and probably avoid	singular	1	5	The doctor overtly and probably avoids the person.
The doctor overtly and probably observes	The doctor overtly and probably observe	singular	1	5	The doctor overtly and probably observes the person.
The doctor overtly and probably understands	The doctor overtly and probably understand	singular	1	5	The doctor overtly and probably understands the person.
The doctor overtly and probably stimulates	The doctor overtly and probably stimulate	singular	1	5	The doctor overtly and probably stimulates the person.
The doctor overtly and probably discourages	The doctor overtly and probably discourage	singular	1	5	The doctor overtly and probably discourages the person.
The doctor overtly and probably remembers	The doctor overtly and probably remember	singular	1	5	The doctor overtly and probably remembers the person.
The doctor overtly and openly confuses	The doctor overtly and openly confuse	singular	1	5	The doctor overtly and openly confuses the person.
The doctor overtly and openly criticizes	The doctor overtly and openly criticize	singular	1	5	The doctor overtly and openly criticizes the person.
The doctor overtly and openly admires	The doctor overtly and openly admire	singular	1	5	The doctor overtly and openly admires the person.
The doctor overtly and openly inspires	The doctor overtly and openly inspire	singular	1	5	The doctor overtly and openly inspires the person.
The doctor overtly and openly greets	The doctor overtly and openly greet	singular	1	5	The doctor overtly and openly greets the person.
The doctor overtly and openly knows	The doctor overtly and openly know	singular	1	5	The doctor overtly and openly knows the person.
The doctor overtly and openly encourages	The doctor overtly and openly encourage	singular	1	5	The doctor overtly and openly encourages the person.
The doctor overtly and openly avoids	The doctor overtly and openly avoid	singular	1	5	The doctor overtly and openly avoids the person.
The doctor overtly and openly observes	The doctor overtly and openly observe	singular	1	5	The doctor overtly and openly observes the person.
The doctor overtly and openly understands	The doctor overtly and openly understand	singular	1	5	The doctor overtly and openly understands the person.
The doctor overtly and openly stimulates	The doctor overtly and openly stimulate	singular	1	5	The doctor overtly and openly stimulates the person.
The doctor overtly and openly discourages	The doctor overtly and openly discourage	singular	1	5	The doctor overtly and openly discourages the person.
The doctor overtly and openly remembers	The doctor overtly and openly remember	singular	1	5	The doctor overtly and openly remembers the person.
The doctor certainly and knowingly confuses	The doctor certainly and knowingly confuse	singular	1	5	The doctor certainly and knowingly confuses the person.
The doctor certainly and knowingly criticizes	The doctor certainly and knowingly criticize	singular	1	5	The doctor certainly and knowingly criticizes the person.
The doctor certainly and knowingly admires	The doctor certainly and knowingly admire	singular	1	5	The doctor certainly and knowingly admires the person.
The doctor certainly and knowingly inspires	The doctor certainly and knowingly inspire	singular	1	5	The doctor certainly and knowingly inspires the person.
The doctor certainly and knowingly greets	The doctor certainly and knowingly greet	singular	1	5	The doctor certainly and knowingly greets the person.
The doctor certainly and knowingly knows	The doctor certainly and knowingly know	singular	1	5	The doctor certainly and knowingly knows the person.
The doctor certainly and knowingly encourages	The doctor certainly and knowingly encourage	singular	1	5	The doctor certainly and knowingly encourages the person.
The doctor certainly and knowingly avoids	The doctor certainly and knowingly avoid	singular	1	5	The doctor certainly and knowingly avoids the person.
The doctor certainly and knowingly observes	The doctor certainly and knowingly observe	singular	1	5	The doctor certainly and knowingly observes the person.
The doctor certainly and knowingly understands	The doctor certainly and knowingly understand	singular	1	5	The doctor certainly and knowingly understands the person.
The doctor certainly and knowingly stimulates	The doctor certainly and knowingly stimulate	singular	1	5	The doctor certainly and knowingly stimulates the person.
The doctor certainly and knowingly discourages	The doctor certainly and knowingly discourage	singular	1	5	The doctor certainly and knowingly discourages the person.
The doctor certainly and knowingly remembers	The doctor certainly and knowingly remember	singular	1	5	The doctor certainly and knowingly remembers the person.
The doctor certainly and probably confuses	The doctor certainly and probably confuse	singular	1	5	The doctor certainly and probably confuses the person.
The doctor certainly and probably criticizes	The doctor certainly and probably criticize	singular	1	5	The doctor certainly and probably criticizes the person.
The doctor certainly and probably admires	The doctor certainly and probably admire	singular	1	5	The doctor certainly and probably admires the person.
The doctor certainly and probably inspires	The doctor certainly and probably inspire	singular	1	5	The doctor certainly and probably inspires the person.
The doctor certainly and probably greets	The doctor certainly and probably greet	singular	1	5	The doctor certainly and probably greets the person.
The doctor certainly and probably knows	The doctor certainly and probably know	singular	1	5	The doctor certainly and probably knows the person.
The doctor certainly and probably encourages	The doctor certainly and probably encourage	singular	1	5	The doctor certainly and probably encourages the person.
The doctor certainly and probably avoids	The doctor certainly and probably avoid	singular	1	5	The doctor certainly and probably avoids the person.
The doctor certainly and probably observes	The doctor certainly and probably observe	singular	1	5	The doctor certainly and probably observes the person.
The doctor certainly and probably understands	The doctor certainly and probably understand	singular	1	5	The doctor certainly and probably understands the person.
The doctor certainly and probably stimulates	The doctor certainly and probably stimulate	singular	1	5	The doctor certainly and probably stimulates the person.
The doctor certainly and probably discourages	The doctor certainly and probably discourage	singular	1	5	The doctor certainly and probably discourages the person.
The doctor certainly and probably remembers	The doctor certainly and probably remember	singular	1	5	The doctor certainly and probably remembers the person.
The doctor certainly and openly confuses	The doctor certainly and openly confuse	singular	1	5	The doctor certainly and openly confuses the person.
The doctor certainly and openly criticizes	The doctor certainly and openly criticize	singular	1	5	The doctor certainly and openly criticizes the person.
The doctor certainly and openly admires	The doctor certainly and openly admire	singular	1	5	The doctor certainly and openly admires the person.
The doctor certainly and openly inspires	The doctor certainly and openly inspire	singular	1	5	The doctor certainly and openly inspires the person.
The doctor certainly and openly greets	The doctor certainly and openly greet	singular	1	5	The doctor certainly and openly greets the person.
The doctor certainly and openly knows	The doctor certainly and openly know	singular	1	5	The doctor certainly and openly knows the person.
The doctor certainly and openly encourages	The doctor certainly and openly encourage	singular	1	5	The doctor certainly and openly encourages the person.
The doctor certainly and openly avoids	The doctor certainly and openly avoid	singular	1	5	The doctor certainly and openly avoids the person.
The doctor certainly and openly observes	The doctor certainly and openly observe	singular	1	5	The doctor certainly and openly observes the person.
The doctor certainly and openly understands	The doctor certainly and openly understand	singular	1	5	The doctor certainly and openly understands the person.
The doctor certainly and openly stimulates	The doctor certainly and openly stimulate	singular	1	5	The doctor certainly and openly stimulates the person.
The doctor certainly and openly discourages	The doctor certainly and openly discourage	singular	1	5	The doctor certainly and openly discourages the person.
The doctor certainly and openly remembers	The doctor certainly and openly remember	singular	1	5	The doctor certainly and openly remembers the person.
The doctor carefully and knowingly confuses	The doctor carefully and knowingly confuse	singular	1	5	The doctor carefully and knowingly confuses the person.
The doctor carefully and knowingly criticizes	The doctor carefully and knowingly criticize	singular	1	5	The doctor carefully and knowingly criticizes the person.
The doctor carefully and knowingly admires	The doctor carefully and knowingly admire	singular	1	5	The doctor carefully and knowingly admires the person.
The doctor carefully and knowingly inspires	The doctor carefully and knowingly inspire	singular	1	5	The doctor carefully and knowingly inspires the person.
The doctor carefully and knowingly greets	The doctor carefully and knowingly greet	singular	1	5	The doctor carefully and knowingly greets the person.
The doctor carefully and knowingly knows	The doctor carefully and knowingly know	singular	1	5	The doctor carefully and knowingly knows the person.
The doctor carefully and knowingly encourages	The doctor carefully and knowingly encourage	singular	1	5	The doctor carefully and knowingly encourages the person.
The doctor carefully and knowingly avoids	The doctor carefully and knowingly avoid	singular	1	5	The doctor carefully and knowingly avoids the person.
The doctor carefully and knowingly observes	The doctor carefully and knowingly observe	singular	1	5	The doctor carefully and knowingly observes the person.
The doctor carefully and knowingly understands	The doctor carefully and knowingly understand	singular	1	5	The doctor carefully and knowingly understands the person.
The doctor carefully and knowingly stimulates	The doctor carefully and knowingly stimulate	singular	1	5	The doctor carefully and knowingly stimulates the person.
The doctor carefully and knowingly discourages	The doctor carefully and knowingly discourage	singular	1	5	The doctor carefully and knowingly discourages the person.
The doctor carefully and knowingly remembers	The doctor carefully and knowingly remember	singular	1	5	The doctor carefully and knowingly remembers the person.
The doctor carefully and probably confuses	The doctor carefully and probably confuse	singular	1	5	The doctor carefully and probably confuses the person.
The doctor carefully and probably criticizes	The doctor carefully and probably criticize	singular	1	5	The doctor carefully and probably criticizes the person.
The doctor carefully and probably admires	The doctor carefully and probably admire	singular	1	5	The doctor carefully and probably admires the person.
The doctor carefully and probably inspires	The doctor carefully and probably inspire	singular	1	5	The doctor carefully and probably inspires the person.
The doctor carefully and probably greets	The doctor carefully and probably greet	singular	1	5	The doctor carefully and probably greets the person.
The doctor carefully and probably knows	The doctor carefully and probably know	singular	1	5	The doctor carefully and probably knows the person.
The doctor carefully and probably encourages	The doctor carefully and probably encourage	singular	1	5	The doctor carefully and probably encourages the person.
The doctor carefully and probably avoids	The doctor carefully and probably avoid	singular	1	5	The doctor carefully and probably avoids the person.
The doctor carefully and probably observes	The doctor carefully and probably observe	singular	1	5	The doctor carefully and probably observes the person.
The doctor carefully and probably understands	The doctor carefully and probably understand	singular	1	5	The doctor carefully and probably understands the person.
The doctor carefully and probably stimulates	The doctor carefully and probably stimulate	singular	1	5	The doctor carefully and probably stimulates the person.
The doctor carefully and probably discourages	The doctor carefully and probably discourage	singular	1	5	The doctor carefully and probably discourages the person.
The doctor carefully and probably remembers	The doctor carefully and probably remember	singular	1	5	The doctor carefully and probably remembers the person.
The doctor carefully and openly confuses	The doctor carefully and openly confuse	singular	1	5	The doctor carefully and openly confuses the person.
The doctor carefully and openly criticizes	The doctor carefully and openly criticize	singular	1	5	The doctor carefully and openly criticizes the person.
The doctor carefully and openly admires	The doctor carefully and openly admire	singular	1	5	The doctor carefully and openly admires the person.
The doctor carefully and openly inspires	The doctor carefully and openly inspire	singular	1	5	The doctor carefully and openly inspires the person.
The doctor carefully and openly greets	The doctor carefully and openly greet	singular	1	5	The doctor carefully and openly greets the person.
The doctor carefully and openly knows	The doctor carefully and openly know	singular	1	5	The doctor carefully and openly knows the person.
The doctor carefully and openly encourages	The doctor carefully and openly encourage	singular	1	5	The doctor carefully and openly encourages the person.
The doctor carefully and openly avoids	The doctor carefully and openly avoid	singular	1	5	The doctor carefully and openly avoids the person.
The doctor carefully and openly observes	The doctor carefully and openly observe	singular	1	5	The doctor carefully and openly observes the person.
The doctor carefully and openly understands	The doctor carefully and openly understand	singular	1	5	The doctor carefully and openly understands the person.
The doctor carefully and openly stimulates	The doctor carefully and openly stimulate	singular	1	5	The doctor carefully and openly stimulates the person.
The doctor carefully and openly discourages	The doctor carefully and openly discourage	singular	1	5	The doctor carefully and openly discourages the person.
The doctor carefully and openly remembers	The doctor carefully and openly remember	singular	1	5	The doctor carefully and openly remembers the person.
The girl overtly and knowingly confuses	The girl overtly and knowingly confuse	singular	1	5	The girl overtly and knowingly confuses the person.
The girl overtly and knowingly criticizes	The girl overtly and knowingly criticize	singular	1	5	The girl overtly and knowingly criticizes the person.
The girl overtly and knowingly admires	The girl overtly and knowingly admire	singular	1	5	The girl overtly and knowingly admires the person.
The girl overtly and knowingly inspires	The girl overtly and knowingly inspire	singular	1	5	The girl overtly and knowingly inspires the person.
The girl overtly and knowingly greets	The girl overtly and knowingly greet	singular	1	5	The girl overtly and knowingly greets the person.
The girl overtly and knowingly knows	The girl overtly and knowingly know	singular	1	5	The girl overtly and knowingly knows the person.
The girl overtly and knowingly encourages	The girl overtly and knowingly encourage	singular	1	5	The girl overtly and knowingly encourages the person.
The girl overtly and knowingly avoids	The girl overtly and knowingly avoid	singular	1	5	The girl overtly and knowingly avoids the person.
The girl overtly and knowingly observes	The girl overtly and knowingly observe	singular	1	5	The girl overtly and knowingly observes the person.
The girl overtly and knowingly understands	The girl overtly and knowingly understand	singular	1	5	The girl overtly and knowingly understands the person.
The girl overtly and knowingly stimulates	The girl overtly and knowingly stimulate	singular	1	5	The girl overtly and knowingly stimulates the person.
The girl overtly and knowingly discourages	The girl overtly and knowingly discourage	singular	1	5	The girl overtly and knowingly discourages the person.
The girl overtly and knowingly remembers	The girl overtly and knowingly remember	singular	1	5	The girl overtly and knowingly remembers the person.
The girl overtly and probably confuses	The girl overtly and probably confuse	singular	1	5	The girl overtly and probably confuses the person.
The girl overtly and probably criticizes	The girl overtly and probably criticize	singular	1	5	The girl overtly and probably criticizes the person.
The girl overtly and probably admires	The girl overtly and probably admire	singular	1	5	The girl overtly and probably admires the person.
The girl overtly and probably inspires	The girl overtly and probably inspire	singular	1	5	The girl overtly and probably inspires the person.
The girl overtly and probably greets	The girl overtly and probably greet	singular	1	5	The girl overtly and probably greets the person.
The girl overtly and probably knows	The girl overtly and probably know	singular	1	5	The girl overtly and probably knows the person.
The girl overtly and probably encourages	The girl overtly and probably encourage	singular	1	5	The girl overtly and probably encourages the person.
The girl overtly and probably avoids	The girl overtly and probably avoid	singular	1	5	The girl overtly and probably avoids the person.
The girl overtly and probably observes	The girl overtly and probably observe	singular	1	5	The girl overtly and probably observes the person.
The girl overtly and probably understands	The girl overtly and probably understand	singular	1	5	The girl overtly and probably understands the person.
The girl overtly and probably stimulates	The girl overtly and probably stimulate	singular	1	5	The girl overtly and probably stimulates the person.
The girl overtly and probably discourages	The girl overtly and probably discourage	singular	1	5	The girl overtly and probably discourages the person.
The girl overtly and probably remembers	The girl overtly and probably remember	singular	1	5	The girl overtly and probably remembers the person.
The girl overtly and openly confuses	The girl overtly and openly confuse	singular	1	5	The girl overtly and openly confuses the person.
The girl overtly and openly criticizes	The girl overtly and openly criticize	singular	1	5	The girl overtly and openly criticizes the person.
The girl overtly and openly admires	The girl overtly and openly admire	singular	1	5	The girl overtly and openly admires the person.
The girl overtly and openly inspires	The girl overtly and openly inspire	singular	1	5	The girl overtly and openly inspires the person.
The girl overtly and openly greets	The girl overtly and openly greet	singular	1	5	The girl overtly and openly greets the person.
The girl overtly and openly knows	The girl overtly and openly know	singular	1	5	The girl overtly and openly knows the person.
The girl overtly and openly encourages	The girl overtly and openly encourage	singular	1	5	The girl overtly and openly encourages the person.
The girl overtly and openly avoids	The girl overtly and openly avoid	singular	1	5	The girl overtly and openly avoids the person.
The girl overtly and openly observes	The girl overtly and openly observe	singular	1	5	The girl overtly and openly observes the person.
The girl overtly and openly understands	The girl overtly and openly understand	singular	1	5	The girl overtly and openly understands the person.
The girl overtly and openly stimulates	The girl overtly and openly stimulate	singular	1	5	The girl overtly and openly stimulates the person.
The girl overtly and openly discourages	The girl overtly and openly discourage	singular	1	5	The girl overtly and openly discourages the person.
The girl overtly and openly remembers	The girl overtly and openly remember	singular	1	5	The girl overtly and openly remembers the person.
The girl certainly and knowingly confuses	The girl certainly and knowingly confuse	singular	1	5	The girl certainly and knowingly confuses the person.
The girl certainly and knowingly criticizes	The girl certainly and knowingly criticize	singular	1	5	The girl certainly and knowingly criticizes the person.
The girl certainly and knowingly admires	The girl certainly and knowingly admire	singular	1	5	The girl certainly and knowingly admires the person.
The girl certainly and knowingly inspires	The girl certainly and knowingly inspire	singular	1	5	The girl certainly and knowingly inspires the person.
The girl certainly and knowingly greets	The girl certainly and knowingly greet	singular	1	5	The girl certainly and knowingly greets the person.
