agreement	disagreement	number	subject_index	verb_index	completed
De vader die de slachtoffers bemoedigen , groet	De vader die de slachtoffers bemoedigen , groeten	singular	1	7	De vader die de slachtoffers bemoedigen , groet de persoon .
De vader die de slachtoffers bemoedigen , observeert	De vader die de slachtoffers bemoedigen , observeren	singular	1	7	De vader die de slachtoffers bemoedigen , observeert de persoon .
De vader die de slachtoffers bemoedigen , ontmoedigt	De vader die de slachtoffers bemoedigen , ontmoedigen	singular	1	7	De vader die de slachtoffers bemoedigen , ontmoedigt de persoon .
De vader die de slachtoffers bemoedigen , verwart	De vader die de slachtoffers bemoedigen , verwarren	singular	1	7	De vader die de slachtoffers bemoedigen , verwart de persoon .
De vader die de slachtoffers observeren , begrijpt	De vader die de slachtoffers observeren , begrijpen	singular	1	7	De vader die de slachtoffers observeren , begrijpt de persoon .
De vader die de slachtoffers observeren , groet	De vader die de slachtoffers observeren , groeten	singular	1	7	De vader die de slachtoffers observeren , groet de persoon .
De vader die de slachtoffers observeren , bemoedigt	De vader die de slachtoffers observeren , bemoedigen	singular	1	7	De vader die de slachtoffers observeren , bemoedigt de persoon .
De vader die de slachtoffers observeren , ontmoedigt	De vader die de slachtoffers observeren , ontmoedigen	singular	1	7	De vader die de slachtoffers observeren , ontmoedigt de persoon .
De vader die de slachtoffers observeren , verwart	De vader die de slachtoffers observeren , verwarren	singular	1	7	De vader die de slachtoffers observeren , verwart de persoon .
De vader die de slachtoffers ontmoedigen , begrijpt	De vader die de slachtoffers ontmoedigen , begrijpen	singular	1	7	De vader die de slachtoffers ontmoedigen , begrijpt de persoon .
De vader die de slachtoffers ontmoedigen , groet	De vader die de slachtoffers ontmoedigen , groeten	singular	1	7	De vader die de slachtoffers ontmoedigen , groet de persoon .
De vader die de slachtoffers ontmoedigen , bemoedigt	De vader die de slachtoffers ontmoedigen , bemoedigen	singular	1	7	De vader die de slachtoffers ontmoedigen , bemoedigt de persoon .
De vader die de slachtoffers ontmoedigen , observeert	De vader die de slachtoffers ontmoedigen , observeren	singular	1	7	De vader die de slachtoffers ontmoedigen , observeert de persoon .
De vader die de slachtoffers ontmoedigen , verwart	De vader die de slachtoffers ontmoedigen , verwarren	singular	1	7	De vader die de slachtoffers ontmoedigen , verwart de persoon .
De vader die de slachtoffers verwarren , begrijpt	De vader die de slachtoffers verwarren , begrijpen	singular	1	7	De vader die de slachtoffers verwarren , begrijpt de persoon .
De vader die de slachtoffers verwarren , groet	De vader die de slachtoffers verwarren , groeten	singular	1	7	De vader die de slachtoffers verwarren , groet de persoon .
De vader die de slachtoffers verwarren , bemoedigt	De vader die de slachtoffers verwarren , bemoedigen	singular	1	7	De vader die de slachtoffers verwarren , bemoedigt de persoon .
De vader die de slachtoffers verwarren , observeert	De vader die de slachtoffers verwarren , observeren	singular	1	7	De vader die de slachtoffers verwarren , observeert de persoon .
De vader die de slachtoffers verwarren , ontmoedigt	De vader die de slachtoffers verwarren , ontmoedigen	singular	1	7	De vader die de slachtoffers verwarren , ontmoedigt de persoon .
De vader die de atleten begrijpen , groet	De vader die de atleten begrijpen , groeten	singular	1	7	De vader die de atleten begrijpen , groet de persoon .
De vader die de atleten begrijpen , bemoedigt	De vader die de atleten begrijpen , bemoedigen	singular	1	7	De vader die de atleten begrijpen , bemoedigt de persoon .
De vader die de atleten begrijpen , observeert	De vader die de atleten begrijpen , observeren	singular	1	7	De vader die de atleten begrijpen , observeert de persoon .
De vader die de atleten begrijpen , ontmoedigt	De vader die de atleten begrijpen , ontmoedigen	singular	1	7	De vader die de atleten begrijpen , ontmoedigt de persoon .
De vader die de atleten begrijpen , verwart	De vader die de atleten begrijpen , verwarren	singular	1	7	De vader die de atleten begrijpen , verwart de persoon .
De vader die de atleten groeten , begrijpt	De vader die de atleten groeten , begrijpen	singular	1	7	De vader die de atleten groeten , begrijpt de persoon .
De vader die de atleten groeten , bemoedigt	De vader die de atleten groeten , bemoedigen	singular	1	7	De vader die de atleten groeten , bemoedigt de persoon .
De vader die de atleten groeten , observeert	De vader die de atleten groeten , observeren	singular	1	7	De vader die de atleten groeten , observeert de persoon .
De vader die de atleten groeten , ontmoedigt	De vader die de atleten groeten , ontmoedigen	singular	1	7	De vader die de atleten groeten , ontmoedigt de persoon .
De vader die de atleten groeten , verwart	De vader die de atleten groeten , verwarren	singular	1	7	De vader die de atleten groeten , verwart de persoon .
De vader die de atleten bemoedigen , begrijpt	De vader die de atleten bemoedigen , begrijpen	singular	1	7	De vader die de atleten bemoedigen , begrijpt de persoon .
De vader die de atleten bemoedigen , groet	De vader die de atleten bemoedigen , groeten	singular	1	7	De vader die de atleten bemoedigen , groet de persoon .
De vader die de atleten bemoedigen , observeert	De vader die de atleten bemoedigen , observeren	singular	1	7	De vader die de atleten bemoedigen , observeert de persoon .
De vader die de atleten bemoedigen , ontmoedigt	De vader die de atleten bemoedigen , ontmoedigen	singular	1	7	De vader die de atleten bemoedigen , ontmoedigt de persoon .
De vader die de atleten bemoedigen , verwart	De vader die de atleten bemoedigen , verwarren	singular	1	7	De vader die de atleten bemoedigen , verwart de persoon .
De vader die de atleten observeren , begrijpt	De vader die de atleten observeren , begrijpen	singular	1	7	De vader die de atleten observeren , begrijpt de persoon .
De vader die de atleten observeren , groet	De vader die de atleten observeren , groeten	singular	1	7	De vader die de atleten observeren , groet de persoon .
De vader die de atleten observeren , bemoedigt	De vader die de atleten observeren , bemoedigen	singular	1	7	De vader die de atleten observeren , bemoedigt de persoon .
De vader die de atleten observeren , ontmoedigt	De vader die de atleten observeren , ontmoedigen	singular	1	7	De vader die de atleten observeren , ontmoedigt de persoon .
De vader die de atleten observeren , verwart	De vader die de atleten observeren , verwarren	singular	1	7	De vader die de atleten observeren , verwart de persoon .
De vader die de atleten ontmoedigen , begrijpt	De vader die de atleten ontmoedigen , begrijpen	singular	1	7	De vader die de atleten ontmoedigen , begrijpt de persoon .
De vader die de atleten ontmoedigen , groet	De vader die de atleten ontmoedigen , groeten	singular	1	7	De vader die de atleten ontmoedigen , groet de persoon .
De vader die de atleten ontmoedigen , bemoedigt	De vader die de atleten ontmoedigen , bemoedigen	singular	1	7	De vader die de atleten ontmoedigen , bemoedigt de persoon .
De vader die de atleten ontmoedigen , observeert	De vader die de atleten ontmoedigen , observeren	singular	1	7	De vader die de atleten ontmoedigen , observeert de persoon .
De vader die de atleten ontmoedigen , verwart	De vader die de atleten ontmoedigen , verwarren	singular	1	7	De vader die de atleten ontmoedigen , verwart de persoon .
De vader die de atleten verwarren , begrijpt	De vader die de atleten verwarren , begrijpen	singular	1	7	De vader die de atleten verwarren , begrijpt de persoon .
De vader die de atleten verwarren , groet	De vader die de atleten verwarren , groeten	singular	1	7	De vader die de atleten verwarren , groet de persoon .
De vader die de atleten verwarren , bemoedigt	De vader die de atleten verwarren , bemoedigen	singular	1	7	De vader die de atleten verwarren , bemoedigt de persoon .
De vader die de atleten verwarren , observeert	De vader die de atleten verwarren , observeren	singular	1	7	De vader die de atleten verwarren , observeert de persoon .
De vader die de atleten verwarren , ontmoedigt	De vader die de atleten verwarren , ontmoedigen	singular	1	7	De vader die de atleten verwarren , ontmoedigt de persoon .
De vader die de leraren begrijpen , groet	De vader die de leraren begrijpen , groeten	singular	1	7	De vader die de leraren begrijpen , groet de persoon .
De vader die de leraren begrijpen , bemoedigt	De vader die de leraren begrijpen , bemoedigen	singular	1	7	De vader die de leraren begrijpen , bemoedigt de persoon .
De vader die de leraren begrijpen , observeert	De vader die de leraren begrijpen , observeren	singular	1	7	De vader die de leraren begrijpen , observeert de persoon .
De vader die de leraren begrijpen , ontmoedigt	De vader die de leraren begrijpen , ontmoedigen	singular	1	7	De vader die de leraren begrijpen , ontmoedigt de persoon .
De vader die de leraren begrijpen , verwart	De vader die de leraren begrijpen , verwarren	singular	1	7	De vader die de leraren begrijpen , verwart de persoon .
De vader die de leraren groeten , begrijpt	De vader die de leraren groeten , begrijpen	singular	1	7	De vader die de leraren groeten , begrijpt de persoon .
De vader die de leraren groeten , bemoedigt	De vader die de leraren groeten , bemoedigen	singular	1	7	De vader die de leraren groeten , bemoedigt de persoon .
De vader die de leraren groeten , observeert	De vader die de leraren groeten , observeren	singular	1	7	De vader die de leraren groeten , observeert de persoon .
De vader die de leraren groeten , ontmoedigt	De vader die de leraren groeten , ontmoedigen	singular	1	7	De vader die de leraren groeten , ontmoedigt de persoon .
De vader die de leraren groeten , verwart	De vader die de leraren groeten , verwarren	singular	1	7	De vader die de leraren groeten , verwart de persoon .
De vader die de leraren bemoedigen , begrijpt	De vader die de leraren bemoedigen , begrijpen	singular	1	7	De vader die de leraren bemoedigen , begrijpt de persoon .
De vader die de leraren bemoedigen , groet	De vader die de leraren bemoedigen , groeten	singular	1	7	De vader die de leraren bemoedigen , groet de persoon .
De vader die de leraren bemoedigen , observeert	De vader die de leraren bemoedigen , observeren	singular	1	7	De vader die de leraren bemoedigen , observeert de persoon .
De vader die de leraren bemoedigen , ontmoedigt	De vader die de leraren bemoedigen , ontmoedigen	singular	1	7	De vader die de leraren bemoedigen , ontmoedigt de persoon .
De vader die de leraren bemoedigen , verwart	De vader die de leraren bemoedigen , verwarren	singular	1	7	De vader die de leraren bemoedigen , verwart de persoon .
De vader die de leraren observeren , begrijpt	De vader die de leraren observeren , begrijpen	singular	1	7	De vader die de leraren observeren , begrijpt de persoon .
De vader die de leraren observeren , groet	De vader die de leraren observeren , groeten	singular	1	7	De vader die de leraren observeren , groet de persoon .
De vader die de leraren observeren , bemoedigt	De vader die de leraren observeren , bemoedigen	singular	1	7	De vader die de leraren observeren , bemoedigt de persoon .
De vader die de leraren observeren , ontmoedigt	De vader die de leraren observeren , ontmoedigen	singular	1	7	De vader die de leraren observeren , ontmoedigt de persoon .
De vader die de leraren observeren , verwart	De vader die de leraren observeren , verwarren	singular	1	7	De vader die de leraren observeren , verwart de persoon .
De vader die de leraren ontmoedigen , begrijpt	De vader die de leraren ontmoedigen , begrijpen	singular	1	7	De vader die de leraren ontmoedigen , begrijpt de persoon .
De vader die de leraren ontmoedigen , groet	De vader die de leraren ontmoedigen , groeten	singular	1	7	De vader die de leraren ontmoedigen , groet de persoon .
De vader die de leraren ontmoedigen , bemoedigt	De vader die de leraren ontmoedigen , bemoedigen	singular	1	7	De vader die de leraren ontmoedigen , bemoedigt de persoon .
De vader die de leraren ontmoedigen , observeert	De vader die de leraren ontmoedigen , observeren	singular	1	7	De vader die de leraren ontmoedigen , observeert de persoon .
De vader die de leraren ontmoedigen , verwart	De vader die de leraren ontmoedigen , verwarren	singular	1	7	De vader die de leraren ontmoedigen , verwart de persoon .
De vader die de leraren verwarren , begrijpt	De vader die de leraren verwarren , begrijpen	singular	1	7	De vader die de leraren verwarren , begrijpt de persoon .
De vader die de leraren verwarren , groet	De vader die de leraren verwarren , groeten	singular	1	7	De vader die de leraren verwarren , groet de persoon .
De vader die de leraren verwarren , bemoedigt	De vader die de leraren verwarren , bemoedigen	singular	1	7	De vader die de leraren verwarren , bemoedigt de persoon .
De vader die de leraren verwarren , observeert	De vader die de leraren verwarren , observeren	singular	1	7	De vader die de leraren verwarren , observeert de persoon .
De vader die de leraren verwarren , ontmoedigt	De vader die de leraren verwarren , ontmoedigen	singular	1	7	De vader die de leraren verwarren , ontmoedigt de persoon .
De vader die de dichters begrijpen , groet	De vader die de dichters begrijpen , groeten	singular	1	7	De vader die de dichters begrijpen , groet de persoon .
De vader die de dichters begrijpen , bemoedigt	De vader die de dichters begrijpen , bemoedigen	singular	1	7	De vader die de dichters begrijpen , bemoedigt de persoon .
De vader die de dichters begrijpen , observeert	De vader die de dichters begrijpen , observeren	singular	1	7	De vader die de dichters begrijpen , observeert de persoon .
De vader die de dichters begrijpen , ontmoedigt	De vader die de dichters begrijpen , ontmoedigen	singular	1	7	De vader die de dichters begrijpen , ontmoedigt de persoon .
De vader die de dichters begrijpen , verwart	De vader die de dichters begrijpen , verwarren	singular	1	7	De vader die de dichters begrijpen , verwart de persoon .
De vader die de dichters groeten , begrijpt	De vader die de dichters groeten , begrijpen	singular	1	7	De vader die de dichters groeten , begrijpt de persoon .
De vader die de dichters groeten , bemoedigt	De vader die de dichters groeten , bemoedigen	singular	1	7	De vader die de dichters groeten , bemoedigt de persoon .
De vader die de dichters groeten , observeert	De vader die de dichters groeten , observeren	singular	1	7	De vader die de dichters groeten , observeert de persoon .
De vader die de dichters groeten , ontmoedigt	De vader die de dichters groeten , ontmoedigen	singular	1	7	De vader die de dichters groeten , ontmoedigt de persoon .
De vader die de dichters groeten , verwart	De vader die de dichters groeten , verwarren	singular	1	7	De vader die de dichters groeten , verwart de persoon .
De vader die de dichters bemoedigen , begrijpt	De vader die de dichters bemoedigen , begrijpen	singular	1	7	De vader die de dichters bemoedigen , begrijpt de persoon .
De vader die de dichters bemoedigen , groet	De vader die de dichters bemoedigen , groeten	singular	1	7	De vader die de dichters bemoedigen , groet de persoon .
De vader die de dichters bemoedigen , observeert	De vader die de dichters bemoedigen , observeren	singular	1	7	De vader die de dichters bemoedigen , observeert de persoon .
De vader die de dichters bemoedigen , ontmoedigt	De vader die de dichters bemoedigen , ontmoedigen	singular	1	7	De vader die de dichters bemoedigen , ontmoedigt de persoon .
De vader die de dichters bemoedigen , verwart	De vader die de dichters bemoedigen , verwarren	singular	1	7	De vader die de dichters bemoedigen , verwart de persoon .
De vader die de dichters observeren , begrijpt	De vader die de dichters observeren , begrijpen	singular	1	7	De vader die de dichters observeren , begrijpt de persoon .
De vader die de dichters observeren , groet	De vader die de dichters observeren , groeten	singular	1	7	De vader die de dichters observeren , groet de persoon .
De vader die de dichters observeren , bemoedigt	De vader die de dichters observeren , bemoedigen	singular	1	7	De vader die de dichters observeren , bemoedigt de persoon .
De vader die de dichters observeren , ontmoedigt	De vader die de dichters observeren , ontmoedigen	singular	1	7	De vader die de dichters observeren , ontmoedigt de persoon .
De vader die de dichters observeren , verwart	De vader die de dichters observeren , verwarren	singular	1	7	De vader die de dichters observeren , verwart de persoon .
De vader die de dichters ontmoedigen , begrijpt	De vader die de dichters ontmoedigen , begrijpen	singular	1	7	De vader die de dichters ontmoedigen , begrijpt de persoon .
De vader die de dichters ontmoedigen , groet	De vader die de dichters ontmoedigen , groeten	singular	1	7	De vader die de dichters ontmoedigen , groet de persoon .
De vader die de dichters ontmoedigen , bemoedigt	De vader die de dichters ontmoedigen , bemoedigen	singular	1	7	De vader die de dichters ontmoedigen , bemoedigt de persoon .
De vader die de dichters ontmoedigen , observeert	De vader die de dichters ontmoedigen , observeren	singular	1	7	De vader die de dichters ontmoedigen , observeert de persoon .
De vader die de dichters ontmoedigen , verwart	De vader die de dichters ontmoedigen , verwarren	singular	1	7	De vader die de dichters ontmoedigen , verwart de persoon .
De vader die de dichters verwarren , begrijpt	De vader die de dichters verwarren , begrijpen	singular	1	7	De vader die de dichters verwarren , begrijpt de persoon .
De vader die de dichters verwarren , groet	De vader die de dichters verwarren , groeten	singular	1	7	De vader die de dichters verwarren , groet de persoon .
De vader die de dichters verwarren , bemoedigt	De vader die de dichters verwarren , bemoedigen	singular	1	7	De vader die de dichters verwarren , bemoedigt de persoon .
De vader die de dichters verwarren , observeert	De vader die de dichters verwarren , observeren	singular	1	7	De vader die de dichters verwarren , observeert de persoon .
De vader die de dichters verwarren , ontmoedigt	De vader die de dichters verwarren , ontmoedigen	singular	1	7	De vader die de dichters verwarren , ontmoedigt de persoon .
De vader die de jongens begrijpen , groet	De vader die de jongens begrijpen , groeten	singular	1	7	De vader die de jongens begrijpen , groet de persoon .
De vader die de jongens begrijpen , bemoedigt	De vader die de jongens begrijpen , bemoedigen	singular	1	7	De vader die de jongens begrijpen , bemoedigt de persoon .
De vader die de jongens begrijpen , observeert	De vader die de jongens begrijpen , observeren	singular	1	7	De vader die de jongens begrijpen , observeert de persoon .
De vader die de jongens begrijpen , ontmoedigt	De vader die de jongens begrijpen , ontmoedigen	singular	1	7	De vader die de jongens begrijpen , ontmoedigt de persoon .
De vader die de jongens begrijpen , verwart	De vader die de jongens begrijpen , verwarren	singular	1	7	De vader die de jongens begrijpen , verwart de persoon .
De vader die de jongens groeten , begrijpt	De vader die de jongens groeten , begrijpen	singular	1	7	De vader die de jongens groeten , begrijpt de persoon .
De vader die de jongens groeten , bemoedigt	De vader die de jongens groeten , bemoedigen	singular	1	7	De vader die de jongens groeten , bemoedigt de persoon .
De vader die de jongens groeten , observeert	De vader die de jongens groeten , observeren	singular	1	7	De vader die de jongens groeten , observeert de persoon .
De vader die de jongens groeten , ontmoedigt	De vader die de jongens groeten , ontmoedigen	singular	1	7	De vader die de jongens groeten , ontmoedigt de persoon .
De vader die de jongens groeten , verwart	De vader die de jongens groeten , verwarren	singular	1	7	De vader die de jongens groeten , verwart de persoon .
De vader die de jongens bemoedigen , begrijpt	De vader die de jongens bemoedigen , begrijpen	singular	1	7	De vader die de jongens bemoedigen , begrijpt de persoon .
De vader die de jongens bemoedigen , groet	De vader die de jongens bemoedigen , groeten	singular	1	7	De vader die de jongens bemoedigen , groet de persoon .
De vader die de jongens bemoedigen , observeert	De vader die de jongens bemoedigen , observeren	singular	1	7	De vader die de jongens bemoedigen , observeert de persoon .
De vader die de jongens bemoedigen , ontmoedigt	De vader die de jongens bemoedigen , ontmoedigen	singular	1	7	De vader die de jongens bemoedigen , ontmoedigt de persoon .
De vader die de jongens bemoedigen , verwart	De vader die de jongens bemoedigen , verwarren	singular	1	7	De vader die de jongens bemoedigen , verwart de persoon .
De vader die de jongens observeren , begrijpt	De vader die de jongens observeren , begrijpen	singular	1	7	De vader die de jongens observeren , begrijpt de persoon .
De vader die de jongens observeren , groet	De vader die de jongens observeren , groeten	singular	1	7	De vader die de jongens observeren , groet de persoon .
De vader die de jongens observeren , bemoedigt	De vader die de jongens observeren , bemoedigen	singular	1	7	De vader die de jongens observeren , bemoedigt de persoon .
De vader die de jongens observeren , ontmoedigt	De vader die de jongens observeren , ontmoedigen	singular	1	7	De vader die de jongens observeren , ontmoedigt de persoon .
De vader die de jongens observeren , verwart	De vader die de jongens observeren , verwarren	singular	1	7	De vader die de jongens observeren , verwart de persoon .
De vader die de jongens ontmoedigen , begrijpt	De vader die de jongens ontmoedigen , begrijpen	singular	1	7	De vader die de jongens ontmoedigen , begrijpt de persoon .
De vader die de jongens ontmoedigen , groet	De vader die de jongens ontmoedigen , groeten	singular	1	7	De vader die de jongens ontmoedigen , groet de persoon .
De vader die de jongens ontmoedigen , bemoedigt	De vader die de jongens ontmoedigen , bemoedigen	singular	1	7	De vader die de jongens ontmoedigen , bemoedigt de persoon .
De vader die de jongens ontmoedigen , observeert	De vader die de jongens ontmoedigen , observeren	singular	1	7	De vader die de jongens ontmoedigen , observeert de persoon .
De vader die de jongens ontmoedigen , verwart	De vader die de jongens ontmoedigen , verwarren	singular	1	7	De vader die de jongens ontmoedigen , verwart de persoon .
De vader die de jongens verwarren , begrijpt	De vader die de jongens verwarren , begrijpen	singular	1	7	De vader die de jongens verwarren , begrijpt de persoon .
De vader die de jongens verwarren , groet	De vader die de jongens verwarren , groeten	singular	1	7	De vader die de jongens verwarren , groet de persoon .
De vader die de jongens verwarren , bemoedigt	De vader die de jongens verwarren , bemoedigen	singular	1	7	De vader die de jongens verwarren , bemoedigt de persoon .
De vader die de jongens verwarren , observeert	De vader die de jongens verwarren , observeren	singular	1	7	De vader die de jongens verwarren , observeert de persoon .
De vader die de jongens verwarren , ontmoedigt	De vader die de jongens verwarren , ontmoedigen	singular	1	7	De vader die de jongens verwarren , ontmoedigt de persoon .
De vader die de meisjes begrijpen , groet	De vader die de meisjes begrijpen , groeten	singular	1	7	De vader die de meisjes begrijpen , groet de persoon .
De vader die de meisjes begrijpen , bemoedigt	De vader die de meisjes begrijpen , bemoedigen	singular	1	7	De vader die de meisjes begrijpen , bemoedigt de persoon .
De vader die de meisjes begrijpen , observeert	De vader die de meisjes begrijpen , observeren	singular	1	7	De vader die de meisjes begrijpen , observeert de persoon .
De vader die de meisjes begrijpen , ontmoedigt	De vader die de meisjes begrijpen , ontmoedigen	singular	1	7	De vader die de meisjes begrijpen , ontmoedigt de persoon .
De vader die de meisjes begrijpen , verwart	De vader die de meisjes begrijpen , verwarren	singular	1	7	De vader die de meisjes begrijpen , verwart de persoon .
De vader die de meisjes groeten , begrijpt	De vader die de meisjes groeten , begrijpen	singular	1	7	De vader die de meisjes groeten , begrijpt de persoon .
De vader die de meisjes groeten , bemoedigt	De vader die de meisjes groeten , bemoedigen	singular	1	7	De vader die de meisjes groeten , bemoedigt de persoon .
De vader die de meisjes groeten , observeert	De vader die de meisjes groeten , observeren	singular	1	7	De vader die de meisjes groeten , observeert de persoon .
De vader die de meisjes groeten , ontmoedigt	De vader die de meisjes groeten , ontmoedigen	singular	1	7	De vader die de meisjes groeten , ontmoedigt de persoon .
De vader die de meisjes groeten , verwart	De vader die de meisjes groeten , verwarren	singular	1	7	De vader die de meisjes groeten , verwart de persoon .
De vader die de meisjes bemoedigen , begrijpt	De vader die de meisjes bemoedigen , begrijpen	singular	1	7	De vader die de meisjes bemoedigen , begrijpt de persoon .
De vader die de meisjes bemoedigen , groet	De vader die de meisjes bemoedigen , groeten	singular	1	7	De vader die de meisjes bemoedigen , groet de persoon .
De vader die de meisjes bemoedigen , observeert	De vader die de meisjes bemoedigen , observeren	singular	1	7	De vader die de meisjes bemoedigen , observeert de persoon .
De vader die de meisjes bemoedigen , ontmoedigt	De vader die de meisjes bemoedigen , ontmoedigen	singular	1	7	De vader die de meisjes bemoedigen , ontmoedigt de persoon .
De vader die de meisjes bemoedigen , verwart	De vader die de meisjes bemoedigen , verwarren	singular	1	7	De vader die de meisjes bemoedigen , verwart de persoon .
De vader die de meisjes observeren , begrijpt	De vader die de meisjes observeren , begrijpen	singular	1	7	De vader die de meisjes observeren , begrijpt de persoon .
