agreement	disagreement	number	subject_index	verb_index	completed
De dichter en het meisje groeten	De dichter en het meisje groet	singular	1	5	De dichter en het meisje groeten de persoon.
De dichter en het meisje vermijden	De dichter en het meisje vermijdt	singular	1	5	De dichter en het meisje vermijden de persoon.
De dichter en het meisje ontmoedigen	De dichter en het meisje ontmoedigt	singular	1	5	De dichter en het meisje ontmoedigen de persoon.
De dichter en het meisje kennen	De dichter en het meisje kent	singular	1	5	De dichter en het meisje kennen de persoon.
De dichter en het meisje stimuleren	De dichter en het meisje stimuleert	singular	1	5	De dichter en het meisje stimuleren de persoon.
De dichter en het meisje begrijpen	De dichter en het meisje begrijpt	singular	1	5	De dichter en het meisje begrijpen de persoon.
De dichter en de atleet observeren	De dichter en de atleet observeert	singular	1	5	De dichter en de atleet observeren de persoon.
De dichter en de atleet bemoedigen	De dichter en de atleet bemoedigt	singular	1	5	De dichter en de atleet bemoedigen de persoon.
De dichter en de atleet groeten	De dichter en de atleet groet	singular	1	5	De dichter en de atleet groeten de persoon.
De dichter en de atleet vermijden	De dichter en de atleet vermijdt	singular	1	5	De dichter en de atleet vermijden de persoon.
De dichter en de atleet ontmoedigen	De dichter en de atleet ontmoedigt	singular	1	5	De dichter en de atleet ontmoedigen de persoon.
De dichter en de atleet kennen	De dichter en de atleet kent	singular	1	5	De dichter en de atleet kennen de persoon.
De dichter en de atleet stimuleren	De dichter en de atleet stimuleert	singular	1	5	De dichter en de atleet stimuleren de persoon.
De dichter en de atleet begrijpen	De dichter en de atleet begrijpt	singular	1	5	De dichter en de atleet begrijpen de persoon.
De dichter en de vriend observeren	De dichter en de vriend observeert	singular	1	5	De dichter en de vriend observeren de persoon.
De dichter en de vriend bemoedigen	De dichter en de vriend bemoedigt	singular	1	5	De dichter en de vriend bemoedigen de persoon.
De dichter en de vriend groeten	De dichter en de vriend groet	singular	1	5	De dichter en de vriend groeten de persoon.
De dichter en de vriend vermijden	De dichter en de vriend vermijdt	singular	1	5	De dichter en de vriend vermijden de persoon.
De dichter en de vriend ontmoedigen	De dichter en de vriend ontmoedigt	singular	1	5	De dichter en de vriend ontmoedigen de persoon.
De dichter en de vriend kennen	De dichter en de vriend kent	singular	1	5	De dichter en de vriend kennen de persoon.
De dichter en de vriend stimuleren	De dichter en de vriend stimuleert	singular	1	5	De dichter en de vriend stimuleren de persoon.
De dichter en de vriend begrijpen	De dichter en de vriend begrijpt	singular	1	5	De dichter en de vriend begrijpen de persoon.
De dichter en het kind observeren	De dichter en het kind observeert	singular	1	5	De dichter en het kind observeren de persoon.
De dichter en het kind bemoedigen	De dichter en het kind bemoedigt	singular	1	5	De dichter en het kind bemoedigen de persoon.
De dichter en het kind groeten	De dichter en het kind groet	singular	1	5	De dichter en het kind groeten de persoon.
De dichter en het kind vermijden	De dichter en het kind vermijdt	singular	1	5	De dichter en het kind vermijden de persoon.
De dichter en het kind ontmoedigen	De dichter en het kind ontmoedigt	singular	1	5	De dichter en het kind ontmoedigen de persoon.
De dichter en het kind kennen	De dichter en het kind kent	singular	1	5	De dichter en het kind kennen de persoon.
De dichter en het kind stimuleren	De dichter en het kind stimuleert	singular	1	5	De dichter en het kind stimuleren de persoon.
De dichter en het kind begrijpen	De dichter en het kind begrijpt	singular	1	5	De dichter en het kind begrijpen de persoon.
De dichter en de vader observeren	De dichter en de vader observeert	singular	1	5	De dichter en de vader observeren de persoon.
De dichter en de vader bemoedigen	De dichter en de vader bemoedigt	singular	1	5	De dichter en de vader bemoedigen de persoon.
De dichter en de vader groeten	De dichter en de vader groet	singular	1	5	De dichter en de vader groeten de persoon.
De dichter en de vader vermijden	De dichter en de vader vermijdt	singular	1	5	De dichter en de vader vermijden de persoon.
De dichter en de vader ontmoedigen	De dichter en de vader ontmoedigt	singular	1	5	De dichter en de vader ontmoedigen de persoon.
De dichter en de vader kennen	De dichter en de vader kent	singular	1	5	De dichter en de vader kennen de persoon.
De dichter en de vader stimuleren	De dichter en de vader stimuleert	singular	1	5	De dichter en de vader stimuleren de persoon.
De dichter en de vader begrijpen	De dichter en de vader begrijpt	singular	1	5	De dichter en de vader begrijpen de persoon.
De dichter en de dokter observeren	De dichter en de dokter observeert	singular	1	5	De dichter en de dokter observeren de persoon.
De dichter en de dokter bemoedigen	De dichter en de dokter bemoedigt	singular	1	5	De dichter en de dokter bemoedigen de persoon.
De dichter en de dokter groeten	De dichter en de dokter groet	singular	1	5	De dichter en de dokter groeten de persoon.
De dichter en de dokter vermijden	De dichter en de dokter vermijdt	singular	1	5	De dichter en de dokter vermijden de persoon.
De dichter en de dokter ontmoedigen	De dichter en de dokter ontmoedigt	singular	1	5	De dichter en de dokter ontmoedigen de persoon.
De dichter en de dokter kennen	De dichter en de dokter kent	singular	1	5	De dichter en de dokter kennen de persoon.
De dichter en de dokter stimuleren	De dichter en de dokter stimuleert	singular	1	5	De dichter en de dokter stimuleren de persoon.
De dichter en de dokter begrijpen	De dichter en de dokter begrijpt	singular	1	5	De dichter en de dokter begrijpen de persoon.
De dichter en de vrouw observeren	De dichter en de vrouw observeert	singular	1	5	De dichter en de vrouw observeren de persoon.
De dichter en de vrouw bemoedigen	De dichter en de vrouw bemoedigt	singular	1	5	De dichter en de vrouw bemoedigen de persoon.
De dichter en de vrouw groeten	De dichter en de vrouw groet	singular	1	5	De dichter en de vrouw groeten de persoon.
De dichter en de vrouw vermijden	De dichter en de vrouw vermijdt	singular	1	5	De dichter en de vrouw vermijden de persoon.
De dichter en de vrouw ontmoedigen	De dichter en de vrouw ontmoedigt	singular	1	5	De dichter en de vrouw ontmoedigen de persoon.
De dichter en de vrouw kennen	De dichter en de vrouw kent	singular	1	5	De dichter en de vrouw kennen de persoon.
De dichter en de vrouw stimuleren	De dichter en de vrouw stimuleert	singular	1	5	De dichter en de vrouw stimuleren de persoon.
De dichter en de vrouw begrijpen	De dichter en de vrouw begrijpt	singular	1	5	De dichter en de vrouw begrijpen de persoon.
De dichter en het slachtoffer observeren	De dichter en het slachtoffer observeert	singular	1	5	De dichter en het slachtoffer observeren de persoon.
De dichter en het slachtoffer bemoedigen	De dichter en het slachtoffer bemoedigt	singular	1	5	De dichter en het slachtoffer bemoedigen de persoon.
De dichter en het slachtoffer groeten	De dichter en het slachtoffer groet	singular	1	5	De dichter en het slachtoffer groeten de persoon.
De dichter en het slachtoffer vermijden	De dichter en het slachtoffer vermijdt	singular	1	5	De dichter en het slachtoffer vermijden de persoon.
De dichter en het slachtoffer ontmoedigen	De dichter en het slachtoffer ontmoedigt	singular	1	5	De dichter en het slachtoffer ontmoedigen de persoon.
De dichter en het slachtoffer kennen	De dichter en het slachtoffer kent	singular	1	5	De dichter en het slachtoffer kennen de persoon.
De dichter en het slachtoffer stimuleren	De dichter en het slachtoffer stimuleert	singular	1	5	De dichter en het slachtoffer stimuleren de persoon.
De dichter en het slachtoffer begrijpen	De dichter en het slachtoffer begrijpt	singular	1	5	De dichter en het slachtoffer begrijpen de persoon.
De dichter en de man observeren	De dichter en de man observeert	singular	1	5	De dichter en de man observeren de persoon.
De dichter en de man bemoedigen	De dichter en de man bemoedigt	singular	1	5	De dichter en de man bemoedigen de persoon.
De dichter en de man groeten	De dichter en de man groet	singular	1	5	De dichter en de man groeten de persoon.
De dichter en de man vermijden	De dichter en de man vermijdt	singular	1	5	De dichter en de man vermijden de persoon.
De dichter en de man ontmoedigen	De dichter en de man ontmoedigt	singular	1	5	De dichter en de man ontmoedigen de persoon.
De dichter en de man kennen	De dichter en de man kent	singular	1	5	De dichter en de man kennen de persoon.
De dichter en de man stimuleren	De dichter en de man stimuleert	singular	1	5	De dichter en de man stimuleren de persoon.
De dichter en de man begrijpen	De dichter en de man begrijpt	singular	1	5	De dichter en de man begrijpen de persoon.
De dichter en de boer observeren	De dichter en de boer observeert	singular	1	5	De dichter en de boer observeren de persoon.
De dichter en de boer bemoedigen	De dichter en de boer bemoedigt	singular	1	5	De dichter en de boer bemoedigen de persoon.
De dichter en de boer groeten	De dichter en de boer groet	singular	1	5	De dichter en de boer groeten de persoon.
De dichter en de boer vermijden	De dichter en de boer vermijdt	singular	1	5	De dichter en de boer vermijden de persoon.
De dichter en de boer ontmoedigen	De dichter en de boer ontmoedigt	singular	1	5	De dichter en de boer ontmoedigen de persoon.
De dichter en de boer kennen	De dichter en de boer kent	singular	1	5	De dichter en de boer kennen de persoon.
De dichter en de boer stimuleren	De dichter en de boer stimuleert	singular	1	5	De dichter en de boer stimuleren de persoon.
De dichter en de boer begrijpen	De dichter en de boer begrijpt	singular	1	5	De dichter en de boer begrijpen de persoon.
De dichter en de leraar observeren	De dichter en de leraar observeert	singular	1	5	De dichter en de leraar observeren de persoon.
De dichter en de leraar bemoedigen	De dichter en de leraar bemoedigt	singular	1	5	De dichter en de leraar bemoedigen de persoon.
De dichter en de leraar groeten	De dichter en de leraar groet	singular	1	5	De dichter en de leraar groeten de persoon.
De dichter en de leraar vermijden	De dichter en de leraar vermijdt	singular	1	5	De dichter en de leraar vermijden de persoon.
De dichter en de leraar ontmoedigen	De dichter en de leraar ontmoedigt	singular	1	5	De dichter en de leraar ontmoedigen de persoon.
De dichter en de leraar kennen	De dichter en de leraar kent	singular	1	5	De dichter en de leraar kennen de persoon.
De dichter en de leraar stimuleren	De dichter en de leraar stimuleert	singular	1	5	De dichter en de leraar stimuleren de persoon.
De dichter en de leraar begrijpen	De dichter en de leraar begrijpt	singular	1	5	De dichter en de leraar begrijpen de persoon.
De dichter en de jongen observeren	De dichter en de jongen observeert	singular	1	5	De dichter en de jongen observeren de persoon.
De dichter en de jongen bemoedigen	De dichter en de jongen bemoedigt	singular	1	5	De dichter en de jongen bemoedigen de persoon.
De dichter en de jongen groeten	De dichter en de jongen groet	singular	1	5	De dichter en de jongen groeten de persoon.
De dichter en de jongen vermijden	De dichter en de jongen vermijdt	singular	1	5	De dichter en de jongen vermijden de persoon.
De dichter en de jongen ontmoedigen	De dichter en de jongen ontmoedigt	singular	1	5	De dichter en de jongen ontmoedigen de persoon.
De dichter en de jongen kennen	De dichter en de jongen kent	singular	1	5	De dichter en de jongen kennen de persoon.
De dichter en de jongen stimuleren	De dichter en de jongen stimuleert	singular	1	5	De dichter en de jongen stimuleren de persoon.
De dichter en de jongen begrijpen	De dichter en de jongen begrijpt	singular	1	5	De dichter en de jongen begrijpen de persoon.
De moeder en de dichter observeren	De moeder en de dichter observeert	singular	1	5	De moeder en de dichter observeren de persoon.
De moeder en de dichter bemoedigen	De moeder en de dichter bemoedigt	singular	1	5	De moeder en de dichter bemoedigen de persoon.
De moeder en de dichter groeten	De moeder en de dichter groet	singular	1	5	De moeder en de dichter groeten de persoon.
De moeder en de dichter vermijden	De moeder en de dichter vermijdt	singular	1	5	De moeder en de dichter vermijden de persoon.
De moeder en de dichter ontmoedigen	De moeder en de dichter ontmoedigt	singular	1	5	De moeder en de dichter ontmoedigen de persoon.
De moeder en de dichter kennen	De moeder en de dichter kent	singular	1	5	De moeder en de dichter kennen de persoon.
De moeder en de dichter stimuleren	De moeder en de dichter stimuleert	singular	1	5	De moeder en de dichter stimuleren de persoon.
De moeder en de dichter begrijpen	De moeder en de dichter begrijpt	singular	1	5	De moeder en de dichter begrijpen de persoon.
De moeder en de advocaat observeren	De moeder en de advocaat observeert	singular	1	5	De moeder en de advocaat observeren de persoon.
De moeder en de advocaat bemoedigen	De moeder en de advocaat bemoedigt	singular	1	5	De moeder en de advocaat bemoedigen de persoon.
De moeder en de advocaat groeten	De moeder en de advocaat groet	singular	1	5	De moeder en de advocaat groeten de persoon.
De moeder en de advocaat vermijden	De moeder en de advocaat vermijdt	singular	1	5	De moeder en de advocaat vermijden de persoon.
De moeder en de advocaat ontmoedigen	De moeder en de advocaat ontmoedigt	singular	1	5	De moeder en de advocaat ontmoedigen de persoon.
De moeder en de advocaat kennen	De moeder en de advocaat kent	singular	1	5	De moeder en de advocaat kennen de persoon.
De moeder en de advocaat stimuleren	De moeder en de advocaat stimuleert	singular	1	5	De moeder en de advocaat stimuleren de persoon.
De moeder en de advocaat begrijpen	De moeder en de advocaat begrijpt	singular	1	5	De moeder en de advocaat begrijpen de persoon.
De moeder en het meisje observeren	De moeder en het meisje observeert	singular	1	5	De moeder en het meisje observeren de persoon.
De moeder en het meisje bemoedigen	De moeder en het meisje bemoedigt	singular	1	5	De moeder en het meisje bemoedigen de persoon.
De moeder en het meisje groeten	De moeder en het meisje groet	singular	1	5	De moeder en het meisje groeten de persoon.
De moeder en het meisje vermijden	De moeder en het meisje vermijdt	singular	1	5	De moeder en het meisje vermijden de persoon.
De moeder en het meisje ontmoedigen	De moeder en het meisje ontmoedigt	singular	1	5	De moeder en het meisje ontmoedigen de persoon.
De moeder en het meisje kennen	De moeder en het meisje kent	singular	1	5	De moeder en het meisje kennen de persoon.
De moeder en het meisje stimuleren	De moeder en het meisje stimuleert	singular	1	5	De moeder en het meisje stimuleren de persoon.
De moeder en het meisje begrijpen	De moeder en het meisje begrijpt	singular	1	5	De moeder en het meisje begrijpen de persoon.
De moeder en de atleet observeren	De moeder en de atleet observeert	singular	1	5	De moeder en de atleet observeren de persoon.
De moeder en de atleet bemoedigen	De moeder en de atleet bemoedigt	singular	1	5	De moeder en de atleet bemoedigen de persoon.
De moeder en de atleet groeten	De moeder en de atleet groet	singular	1	5	De moeder en de atleet groeten de persoon.
De moeder en de atleet vermijden	De moeder en de atleet vermijdt	singular	1	5	De moeder en de atleet vermijden de persoon.
De moeder en de atleet ontmoedigen	De moeder en de atleet ontmoedigt	singular	1	5	De moeder en de atleet ontmoedigen de persoon.
De moeder en de atleet kennen	De moeder en de atleet kent	singular	1	5	De moeder en de atleet kennen de persoon.
De moeder en de atleet stimuleren	De moeder en de atleet stimuleert	singular	1	5	De moeder en de atleet stimuleren de persoon.
De moeder en de atleet begrijpen	De moeder en de atleet begrijpt	singular	1	5	De moeder en de atleet begrijpen de persoon.
De moeder en de vriend observeren	De moeder en de vriend observeert	singular	1	5	De moeder en de vriend observeren de persoon.
De moeder en de vriend bemoedigen	De moeder en de vriend bemoedigt	singular	1	5	De moeder en de vriend bemoedigen de persoon.
De moeder en de vriend groeten	De moeder en de vriend groet	singular	1	5	De moeder en de vriend groeten de persoon.
De moeder en de vriend vermijden	De moeder en de vriend vermijdt	singular	1	5	De moeder en de vriend vermijden de persoon.
De moeder en de vriend ontmoedigen	De moeder en de vriend ontmoedigt	singular	1	5	De moeder en de vriend ontmoedigen de persoon.
De moeder en de vriend kennen	De moeder en de vriend kent	singular	1	5	De moeder en de vriend kennen de persoon.
De moeder en de vriend stimuleren	De moeder en de vriend stimuleert	singular	1	5	De moeder en de vriend stimuleren de persoon.
De moeder en de vriend begrijpen	De moeder en de vriend begrijpt	singular	1	5	De moeder en de vriend begrijpen de persoon.
De moeder en het kind observeren	De moeder en het kind observeert	singular	1	5	De moeder en het kind observeren de persoon.
De moeder en het kind bemoedigen	De moeder en het kind bemoedigt	singular	1	5	De moeder en het kind bemoedigen de persoon.
De moeder en het kind groeten	De moeder en het kind groet	singular	1	5	De moeder en het kind groeten de persoon.
De moeder en het kind vermijden	De moeder en het kind vermijdt	singular	1	5	De moeder en het kind vermijden de persoon.
De moeder en het kind ontmoedigen	De moeder en het kind ontmoedigt	singular	1	5	De moeder en het kind ontmoedigen de persoon.
De moeder en het kind kennen	De moeder en het kind kent	singular	1	5	De moeder en het kind kennen de persoon.
De moeder en het kind stimuleren	De moeder en het kind stimuleert	singular	1	5	De moeder en het kind stimuleren de persoon.
De moeder en het kind begrijpen	De moeder en het kind begrijpt	singular	1	5	De moeder en het kind begrijpen de persoon.
De moeder en de vader observeren	De moeder en de vader observeert	singular	1	5	De moeder en de vader observeren de persoon.
De moeder en de vader bemoedigen	De moeder en de vader bemoedigt	singular	1	5	De moeder en de vader bemoedigen de persoon.
De moeder en de vader groeten	De moeder en de vader groet	singular	1	5	De moeder en de vader groeten de persoon.
De moeder en de vader vermijden	De moeder en de vader vermijdt	singular	1	5	De moeder en de vader vermijden de persoon.
De moeder en de vader ontmoedigen	De moeder en de vader ontmoedigt	singular	1	5	De moeder en de vader ontmoedigen de persoon.
De moeder en de vader kennen	De moeder en de vader kent	singular	1	5	De moeder en de vader kennen de persoon.
De moeder en de vader stimuleren	De moeder en de vader stimuleert	singular	1	5	De moeder en de vader stimuleren de persoon.
De moeder en de vader begrijpen	De moeder en de vader begrijpt	singular	1	5	De moeder en de vader begrijpen de persoon.
De moeder en de dokter observeren	De moeder en de dokter observeert	singular	1	5	De moeder en de dokter observeren de persoon.
De moeder en de dokter bemoedigen	De moeder en de dokter bemoedigt	singular	1	5	De moeder en de dokter bemoedigen de persoon.
De moeder en de dokter groeten	De moeder en de dokter groet	singular	1	5	De moeder en de dokter groeten de persoon.
De moeder en de dokter vermijden	De moeder en de dokter vermijdt	singular	1	5	De moeder en de dokter vermijden de persoon.
De moeder en de dokter ontmoedigen	De moeder en de dokter ontmoedigt	singular	1	5	De moeder en de dokter ontmoedigen de persoon.
De moeder en de dokter kennen	De moeder en de dokter kent	singular	1	5	De moeder en de dokter kennen de persoon.
De moeder en de dokter stimuleren	De moeder en de dokter stimuleert	singular	1	5	De moeder en de dokter stimuleren de persoon.
De moeder en de dokter begrijpen	De moeder en de dokter begrijpt	singular	1	5	De moeder en de dokter begrijpen de persoon.
De moeder en de vrouw observeren	De moeder en de vrouw observeert	singular	1	5	De moeder en de vrouw observeren de persoon.
De moeder en de vrouw bemoedigen	De moeder en de vrouw bemoedigt	singular	1	5	De moeder en de vrouw bemoedigen de persoon.
De moeder en de vrouw groeten	De moeder en de vrouw groet	singular	1	5	De moeder en de vrouw groeten de persoon.
De moeder en de vrouw vermijden	De moeder en de vrouw vermijdt	singular	1	5	De moeder en de vrouw vermijden de persoon.
De moeder en de vrouw ontmoedigen	De moeder en de vrouw ontmoedigt	singular	1	5	De moeder en de vrouw ontmoedigen de persoon.
De moeder en de vrouw kennen	De moeder en de vrouw kent	singular	1	5	De moeder en de vrouw kennen de persoon.
De moeder en de vrouw stimuleren	De moeder en de vrouw stimuleert	singular	1	5	De moeder en de vrouw stimuleren de persoon.
De moeder en de vrouw begrijpen	De moeder en de vrouw begrijpt	singular	1	5	De moeder en de vrouw begrijpen de persoon.
De moeder en het slachtoffer observeren	De moeder en het slachtoffer observeert	singular	1	5	De moeder en het slachtoffer observeren de persoon.
De moeder en het slachtoffer bemoedigen	De moeder en het slachtoffer bemoedigt	singular	1	5	De moeder en het slachtoffer bemoedigen de persoon.
De moeder en het slachtoffer groeten	De moeder en het slachtoffer groet	singular	1	5	De moeder en het slachtoffer groeten de persoon.
De moeder en het slachtoffer vermijden	De moeder en het slachtoffer vermijdt	singular	1	5	De moeder en het slachtoffer vermijden de persoon.
De moeder en het slachtoffer ontmoedigen	De moeder en het slachtoffer ontmoedigt	singular	1	5	De moeder en het slachtoffer ontmoedigen de persoon.
De moeder en het slachtoffer kennen	De moeder en het slachtoffer kent	singular	1	5	De moeder en het slachtoffer kennen de persoon.
De moeder en het slachtoffer stimuleren	De moeder en het slachtoffer stimuleert	singular	1	5	De moeder en het slachtoffer stimuleren de persoon.
De moeder en het slachtoffer begrijpen	De moeder en het slachtoffer begrijpt	singular	1	5	De moeder en het slachtoffer begrijpen de persoon.
De moeder en de man observeren	De moeder en de man observeert	singular	1	5	De moeder en de man observeren de persoon.
De moeder en de man bemoedigen	De moeder en de man bemoedigt	singular	1	5	De moeder en de man bemoedigen de persoon.
De moeder en de man groeten	De moeder en de man groet	singular	1	5	De moeder en de man groeten de persoon.
De moeder en de man vermijden	De moeder en de man vermijdt	singular	1	5	De moeder en de man vermijden de persoon.
De moeder en de man ontmoedigen	De moeder en de man ontmoedigt	singular	1	5	De moeder en de man ontmoedigen de persoon.
De moeder en de man kennen	De moeder en de man kent	singular	1	5	De moeder en de man kennen de persoon.
De moeder en de man stimuleren	De moeder en de man stimuleert	singular	1	5	De moeder en de man stimuleren de persoon.
De moeder en de man begrijpen	De moeder en de man begrijpt	singular	1	5	De moeder en de man begrijpen de persoon.
De moeder en de boer observeren	De moeder en de boer observeert	singular	1	5	De moeder en de boer observeren de persoon.
De moeder en de boer bemoedigen	De moeder en de boer bemoedigt	singular	1	5	De moeder en de boer bemoedigen de persoon.
De moeder en de boer groeten	De moeder en de boer groet	singular	1	5	De moeder en de boer groeten de persoon.
De moeder en de boer vermijden	De moeder en de boer vermijdt	singular	1	5	De moeder en de boer vermijden de persoon.
De moeder en de boer ontmoedigen	De moeder en de boer ontmoedigt	singular	1	5	De moeder en de boer ontmoedigen de persoon.
De moeder en de boer kennen	De moeder en de boer kent	singular	1	5	De moeder en de boer kennen de persoon.
De moeder en de boer stimuleren	De moeder en de boer stimuleert	singular	1	5	De moeder en de boer stimuleren de persoon.
De moeder en de boer begrijpen	De moeder en de boer begrijpt	singular	1	5	De moeder en de boer begrijpen de persoon.
De moeder en de leraar observeren	De moeder en de leraar observeert	singular	1	5	De moeder en de leraar observeren de persoon.
De moeder en de leraar bemoedigen	De moeder en de leraar bemoedigt	singular	1	5	De moeder en de leraar bemoedigen de persoon.
De moeder en de leraar groeten	De moeder en de leraar groet	singular	1	5	De moeder en de leraar groeten de persoon.
De moeder en de leraar vermijden	De moeder en de leraar vermijdt	singular	1	5	De moeder en de leraar vermijden de persoon.
De moeder en de leraar ontmoedigen	De moeder en de leraar ontmoedigt	singular	1	5	De moeder en de leraar ontmoedigen de persoon.
De moeder en de leraar kennen	De moeder en de leraar kent	singular	1	5	De moeder en de leraar kennen de persoon.
De moeder en de leraar stimuleren	De moeder en de leraar stimuleert	singular	1	5	De moeder en de leraar stimuleren de persoon.
De moeder en de leraar begrijpen	De moeder en de leraar begrijpt	singular	1	5	De moeder en de leraar begrijpen de persoon.
De moeder en de jongen observeren	De moeder en de jongen observeert	singular	1	5	De moeder en de jongen observeren de persoon.
De moeder en de jongen bemoedigen	De moeder en de jongen bemoedigt	singular	1	5	De moeder en de jongen bemoedigen de persoon.
De moeder en de jongen groeten	De moeder en de jongen groet	singular	1	5	De moeder en de jongen groeten de persoon.
De moeder en de jongen vermijden	De moeder en de jongen vermijdt	singular	1	5	De moeder en de jongen vermijden de persoon.
De moeder en de jongen ontmoedigen	De moeder en de jongen ontmoedigt	singular	1	5	De moeder en de jongen ontmoedigen de persoon.
De moeder en de jongen kennen	De moeder en de jongen kent	singular	1	5	De moeder en de jongen kennen de persoon.
De moeder en de jongen stimuleren	De moeder en de jongen stimuleert	singular	1	5	De moeder en de jongen stimuleren de persoon.
De moeder en de jongen begrijpen	De moeder en de jongen begrijpt	singular	1	5	De moeder en de jongen begrijpen de persoon.
De advocaat en de dichter observeren	De advocaat en de dichter observeert	singular	1	5	De advocaat en de dichter observeren de persoon.
De advocaat en de dichter bemoedigen	De advocaat en de dichter bemoedigt	singular	1	5	De advocaat en de dichter bemoedigen de persoon.
De advocaat en de dichter groeten	De advocaat en de dichter groet	singular	1	5	De advocaat en de dichter groeten de persoon.
De advocaat en de dichter vermijden	De advocaat en de dichter vermijdt	singular	1	5	De advocaat en de dichter vermijden de persoon.
De advocaat en de dichter ontmoedigen	De advocaat en de dichter ontmoedigt	singular	1	5	De advocaat en de dichter ontmoedigen de persoon.
De advocaat en de dichter kennen	De advocaat en de dichter kent	singular	1	5	De advocaat en de dichter kennen de persoon.
De advocaat en de dichter stimuleren	De advocaat en de dichter stimuleert	singular	1	5	De advocaat en de dichter stimuleren de persoon.
De advocaat en de dichter begrijpen	De advocaat en de dichter begrijpt	singular	1	5	De advocaat en de dichter begrijpen de persoon.
De advocaat en de moeder observeren	De advocaat en de moeder observeert	singular	1	5	De advocaat en de moeder observeren de persoon.
De advocaat en de moeder bemoedigen	De advocaat en de moeder bemoedigt	singular	1	5	De advocaat en de moeder bemoedigen de persoon.
De advocaat en de moeder groeten	De advocaat en de moeder groet	singular	1	5	De advocaat en de moeder groeten de persoon.
De advocaat en de moeder vermijden	De advocaat en de moeder vermijdt	singular	1	5	De advocaat en de moeder vermijden de persoon.
De advocaat en de moeder ontmoedigen	De advocaat en de moeder ontmoedigt	singular	1	5	De advocaat en de moeder ontmoedigen de persoon.
De advocaat en de moeder kennen	De advocaat en de moeder kent	singular	1	5	De advocaat en de moeder kennen de persoon.
De advocaat en de moeder stimuleren	De advocaat en de moeder stimuleert	singular	1	5	De advocaat en de moeder stimuleren de persoon.
De advocaat en de moeder begrijpen	De advocaat en de moeder begrijpt	singular	1	5	De advocaat en de moeder begrijpen de persoon.
De advocaat en het meisje observeren	De advocaat en het meisje observeert	singular	1	5	De advocaat en het meisje observeren de persoon.
De advocaat en het meisje bemoedigen	De advocaat en het meisje bemoedigt	singular	1	5	De advocaat en het meisje bemoedigen de persoon.
De advocaat en het meisje groeten	De advocaat en het meisje groet	singular	1	5	De advocaat en het meisje groeten de persoon.
De advocaat en het meisje vermijden	De advocaat en het meisje vermijdt	singular	1	5	De advocaat en het meisje vermijden de persoon.
De advocaat en het meisje ontmoedigen	De advocaat en het meisje ontmoedigt	singular	1	5	De advocaat en het meisje ontmoedigen de persoon.
De advocaat en het meisje kennen	De advocaat en het meisje kent	singular	1	5	De advocaat en het meisje kennen de persoon.
De advocaat en het meisje stimuleren	De advocaat en het meisje stimuleert	singular	1	5	De advocaat en het meisje stimuleren de persoon.
De advocaat en het meisje begrijpen	De advocaat en het meisje begrijpt	singular	1	5	De advocaat en het meisje begrijpen de persoon.
De advocaat en de atleet observeren	De advocaat en de atleet observeert	singular	1	5	De advocaat en de atleet observeren de persoon.
De advocaat en de atleet bemoedigen	De advocaat en de atleet bemoedigt	singular	1	5	De advocaat en de atleet bemoedigen de persoon.
