agreement	disagreement	number	subject_index	verb_index	completed
De vriend onder de fiets inspireert	De vriend onder de fiets inspireren	singular	1	5	De vriend onder de fiets inspireert de persoon waarschijnlijk.
De vriend onder de fiets observeert	De vriend onder de fiets observeren	singular	1	5	De vriend onder de fiets observeert de persoon waarschijnlijk.
De vriend onder de fiets groet	De vriend onder de fiets groeten	singular	1	5	De vriend onder de fiets groet de persoon waarschijnlijk.
De vriend onder de fiets verwart	De vriend onder de fiets verwarren	singular	1	5	De vriend onder de fiets verwart de persoon openlijk.
De vriend onder de fiets stimuleert	De vriend onder de fiets stimuleren	singular	1	5	De vriend onder de fiets stimuleert de persoon openlijk.
De vriend onder de fiets bewondert	De vriend onder de fiets bewonderen	singular	1	5	De vriend onder de fiets bewondert de persoon openlijk.
De vriend onder de fiets kent	De vriend onder de fiets kennen	singular	1	5	De vriend onder de fiets kent de persoon openlijk.
De vriend onder de fiets ontmoedigt	De vriend onder de fiets ontmoedigen	singular	1	5	De vriend onder de fiets ontmoedigt de persoon openlijk.
De vriend onder de fiets inspireert	De vriend onder de fiets inspireren	singular	1	5	De vriend onder de fiets inspireert de persoon openlijk.
De vriend onder de fiets observeert	De vriend onder de fiets observeren	singular	1	5	De vriend onder de fiets observeert de persoon openlijk.
De vriend onder de fiets groet	De vriend onder de fiets groeten	singular	1	5	De vriend onder de fiets groet de persoon openlijk.
De vriend onder de fiets verwart	De vriend onder de fiets verwarren	singular	1	5	De vriend onder de fiets verwart de persoon zeker.
De vriend onder de fiets stimuleert	De vriend onder de fiets stimuleren	singular	1	5	De vriend onder de fiets stimuleert de persoon zeker.
De vriend onder de fiets bewondert	De vriend onder de fiets bewonderen	singular	1	5	De vriend onder de fiets bewondert de persoon zeker.
De vriend onder de fiets kent	De vriend onder de fiets kennen	singular	1	5	De vriend onder de fiets kent de persoon zeker.
De vriend onder de fiets ontmoedigt	De vriend onder de fiets ontmoedigen	singular	1	5	De vriend onder de fiets ontmoedigt de persoon zeker.
De vriend onder de fiets inspireert	De vriend onder de fiets inspireren	singular	1	5	De vriend onder de fiets inspireert de persoon zeker.
De vriend onder de fiets observeert	De vriend onder de fiets observeren	singular	1	5	De vriend onder de fiets observeert de persoon zeker.
De vriend onder de fiets groet	De vriend onder de fiets groeten	singular	1	5	De vriend onder de fiets groet de persoon zeker.
De vriend onder het bureau verwart	De vriend onder het bureau verwarren	singular	1	5	De vriend onder het bureau verwart de persoon voorzichtig.
De vriend onder het bureau stimuleert	De vriend onder het bureau stimuleren	singular	1	5	De vriend onder het bureau stimuleert de persoon voorzichtig.
De vriend onder het bureau bewondert	De vriend onder het bureau bewonderen	singular	1	5	De vriend onder het bureau bewondert de persoon voorzichtig.
De vriend onder het bureau kent	De vriend onder het bureau kennen	singular	1	5	De vriend onder het bureau kent de persoon voorzichtig.
De vriend onder het bureau ontmoedigt	De vriend onder het bureau ontmoedigen	singular	1	5	De vriend onder het bureau ontmoedigt de persoon voorzichtig.
De vriend onder het bureau inspireert	De vriend onder het bureau inspireren	singular	1	5	De vriend onder het bureau inspireert de persoon voorzichtig.
De vriend onder het bureau observeert	De vriend onder het bureau observeren	singular	1	5	De vriend onder het bureau observeert de persoon voorzichtig.
De vriend onder het bureau groet	De vriend onder het bureau groeten	singular	1	5	De vriend onder het bureau groet de persoon voorzichtig.
De vriend onder het bureau verwart	De vriend onder het bureau verwarren	singular	1	5	De vriend onder het bureau verwart de persoon waarschijnlijk.
De vriend onder het bureau stimuleert	De vriend onder het bureau stimuleren	singular	1	5	De vriend onder het bureau stimuleert de persoon waarschijnlijk.
De vriend onder het bureau bewondert	De vriend onder het bureau bewonderen	singular	1	5	De vriend onder het bureau bewondert de persoon waarschijnlijk.
De vriend onder het bureau kent	De vriend onder het bureau kennen	singular	1	5	De vriend onder het bureau kent de persoon waarschijnlijk.
De vriend onder het bureau ontmoedigt	De vriend onder het bureau ontmoedigen	singular	1	5	De vriend onder het bureau ontmoedigt de persoon waarschijnlijk.
De vriend onder het bureau inspireert	De vriend onder het bureau inspireren	singular	1	5	De vriend onder het bureau inspireert de persoon waarschijnlijk.
De vriend onder het bureau observeert	De vriend onder het bureau observeren	singular	1	5	De vriend onder het bureau observeert de persoon waarschijnlijk.
De vriend onder het bureau groet	De vriend onder het bureau groeten	singular	1	5	De vriend onder het bureau groet de persoon waarschijnlijk.
De vriend onder het bureau verwart	De vriend onder het bureau verwarren	singular	1	5	De vriend onder het bureau verwart de persoon openlijk.
De vriend onder het bureau stimuleert	De vriend onder het bureau stimuleren	singular	1	5	De vriend onder het bureau stimuleert de persoon openlijk.
De vriend onder het bureau bewondert	De vriend onder het bureau bewonderen	singular	1	5	De vriend onder het bureau bewondert de persoon openlijk.
De vriend onder het bureau kent	De vriend onder het bureau kennen	singular	1	5	De vriend onder het bureau kent de persoon openlijk.
De vriend onder het bureau ontmoedigt	De vriend onder het bureau ontmoedigen	singular	1	5	De vriend onder het bureau ontmoedigt de persoon openlijk.
De vriend onder het bureau inspireert	De vriend onder het bureau inspireren	singular	1	5	De vriend onder het bureau inspireert de persoon openlijk.
De vriend onder het bureau observeert	De vriend onder het bureau observeren	singular	1	5	De vriend onder het bureau observeert de persoon openlijk.
De vriend onder het bureau groet	De vriend onder het bureau groeten	singular	1	5	De vriend onder het bureau groet de persoon openlijk.
De vriend onder het bureau verwart	De vriend onder het bureau verwarren	singular	1	5	De vriend onder het bureau verwart de persoon zeker.
De vriend onder het bureau stimuleert	De vriend onder het bureau stimuleren	singular	1	5	De vriend onder het bureau stimuleert de persoon zeker.
De vriend onder het bureau bewondert	De vriend onder het bureau bewonderen	singular	1	5	De vriend onder het bureau bewondert de persoon zeker.
De vriend onder het bureau kent	De vriend onder het bureau kennen	singular	1	5	De vriend onder het bureau kent de persoon zeker.
De vriend onder het bureau ontmoedigt	De vriend onder het bureau ontmoedigen	singular	1	5	De vriend onder het bureau ontmoedigt de persoon zeker.
De vriend onder het bureau inspireert	De vriend onder het bureau inspireren	singular	1	5	De vriend onder het bureau inspireert de persoon zeker.
De vriend onder het bureau observeert	De vriend onder het bureau observeren	singular	1	5	De vriend onder het bureau observeert de persoon zeker.
De vriend onder het bureau groet	De vriend onder het bureau groeten	singular	1	5	De vriend onder het bureau groet de persoon zeker.
De vriend achter de kat verwart	De vriend achter de kat verwarren	singular	1	5	De vriend achter de kat verwart de persoon voorzichtig.
De vriend achter de kat stimuleert	De vriend achter de kat stimuleren	singular	1	5	De vriend achter de kat stimuleert de persoon voorzichtig.
De vriend achter de kat bewondert	De vriend achter de kat bewonderen	singular	1	5	De vriend achter de kat bewondert de persoon voorzichtig.
De vriend achter de kat kent	De vriend achter de kat kennen	singular	1	5	De vriend achter de kat kent de persoon voorzichtig.
De vriend achter de kat ontmoedigt	De vriend achter de kat ontmoedigen	singular	1	5	De vriend achter de kat ontmoedigt de persoon voorzichtig.
De vriend achter de kat inspireert	De vriend achter de kat inspireren	singular	1	5	De vriend achter de kat inspireert de persoon voorzichtig.
De vriend achter de kat observeert	De vriend achter de kat observeren	singular	1	5	De vriend achter de kat observeert de persoon voorzichtig.
De vriend achter de kat groet	De vriend achter de kat groeten	singular	1	5	De vriend achter de kat groet de persoon voorzichtig.
De vriend achter de kat verwart	De vriend achter de kat verwarren	singular	1	5	De vriend achter de kat verwart de persoon waarschijnlijk.
De vriend achter de kat stimuleert	De vriend achter de kat stimuleren	singular	1	5	De vriend achter de kat stimuleert de persoon waarschijnlijk.
De vriend achter de kat bewondert	De vriend achter de kat bewonderen	singular	1	5	De vriend achter de kat bewondert de persoon waarschijnlijk.
De vriend achter de kat kent	De vriend achter de kat kennen	singular	1	5	De vriend achter de kat kent de persoon waarschijnlijk.
De vriend achter de kat ontmoedigt	De vriend achter de kat ontmoedigen	singular	1	5	De vriend achter de kat ontmoedigt de persoon waarschijnlijk.
De vriend achter de kat inspireert	De vriend achter de kat inspireren	singular	1	5	De vriend achter de kat inspireert de persoon waarschijnlijk.
De vriend achter de kat observeert	De vriend achter de kat observeren	singular	1	5	De vriend achter de kat observeert de persoon waarschijnlijk.
De vriend achter de kat groet	De vriend achter de kat groeten	singular	1	5	De vriend achter de kat groet de persoon waarschijnlijk.
De vriend achter de kat verwart	De vriend achter de kat verwarren	singular	1	5	De vriend achter de kat verwart de persoon openlijk.
De vriend achter de kat stimuleert	De vriend achter de kat stimuleren	singular	1	5	De vriend achter de kat stimuleert de persoon openlijk.
De vriend achter de kat bewondert	De vriend achter de kat bewonderen	singular	1	5	De vriend achter de kat bewondert de persoon openlijk.
De vriend achter de kat kent	De vriend achter de kat kennen	singular	1	5	De vriend achter de kat kent de persoon openlijk.
De vriend achter de kat ontmoedigt	De vriend achter de kat ontmoedigen	singular	1	5	De vriend achter de kat ontmoedigt de persoon openlijk.
De vriend achter de kat inspireert	De vriend achter de kat inspireren	singular	1	5	De vriend achter de kat inspireert de persoon openlijk.
De vriend achter de kat observeert	De vriend achter de kat observeren	singular	1	5	De vriend achter de kat observeert de persoon openlijk.
De vriend achter de kat groet	De vriend achter de kat groeten	singular	1	5	De vriend achter de kat groet de persoon openlijk.
De vriend achter de kat verwart	De vriend achter de kat verwarren	singular	1	5	De vriend achter de kat verwart de persoon zeker.
De vriend achter de kat stimuleert	De vriend achter de kat stimuleren	singular	1	5	De vriend achter de kat stimuleert de persoon zeker.
De vriend achter de kat bewondert	De vriend achter de kat bewonderen	singular	1	5	De vriend achter de kat bewondert de persoon zeker.
De vriend achter de kat kent	De vriend achter de kat kennen	singular	1	5	De vriend achter de kat kent de persoon zeker.
De vriend achter de kat ontmoedigt	De vriend achter de kat ontmoedigen	singular	1	5	De vriend achter de kat ontmoedigt de persoon zeker.
De vriend achter de kat inspireert	De vriend achter de kat inspireren	singular	1	5	De vriend achter de kat inspireert de persoon zeker.
De vriend achter de kat observeert	De vriend achter de kat observeren	singular	1	5	De vriend achter de kat observeert de persoon zeker.
De vriend achter de kat groet	De vriend achter de kat groeten	singular	1	5	De vriend achter de kat groet de persoon zeker.
De vriend achter de boom verwart	De vriend achter de boom verwarren	singular	1	5	De vriend achter de boom verwart de persoon voorzichtig.
De vriend achter de boom stimuleert	De vriend achter de boom stimuleren	singular	1	5	De vriend achter de boom stimuleert de persoon voorzichtig.
De vriend achter de boom bewondert	De vriend achter de boom bewonderen	singular	1	5	De vriend achter de boom bewondert de persoon voorzichtig.
De vriend achter de boom kent	De vriend achter de boom kennen	singular	1	5	De vriend achter de boom kent de persoon voorzichtig.
De vriend achter de boom ontmoedigt	De vriend achter de boom ontmoedigen	singular	1	5	De vriend achter de boom ontmoedigt de persoon voorzichtig.
De vriend achter de boom inspireert	De vriend achter de boom inspireren	singular	1	5	De vriend achter de boom inspireert de persoon voorzichtig.
De vriend achter de boom observeert	De vriend achter de boom observeren	singular	1	5	De vriend achter de boom observeert de persoon voorzichtig.
De vriend achter de boom groet	De vriend achter de boom groeten	singular	1	5	De vriend achter de boom groet de persoon voorzichtig.
De vriend achter de boom verwart	De vriend achter de boom verwarren	singular	1	5	De vriend achter de boom verwart de persoon waarschijnlijk.
De vriend achter de boom stimuleert	De vriend achter de boom stimuleren	singular	1	5	De vriend achter de boom stimuleert de persoon waarschijnlijk.
De vriend achter de boom bewondert	De vriend achter de boom bewonderen	singular	1	5	De vriend achter de boom bewondert de persoon waarschijnlijk.
De vriend achter de boom kent	De vriend achter de boom kennen	singular	1	5	De vriend achter de boom kent de persoon waarschijnlijk.
De vriend achter de boom ontmoedigt	De vriend achter de boom ontmoedigen	singular	1	5	De vriend achter de boom ontmoedigt de persoon waarschijnlijk.
De vriend achter de boom inspireert	De vriend achter de boom inspireren	singular	1	5	De vriend achter de boom inspireert de persoon waarschijnlijk.
De vriend achter de boom observeert	De vriend achter de boom observeren	singular	1	5	De vriend achter de boom observeert de persoon waarschijnlijk.
De vriend achter de boom groet	De vriend achter de boom groeten	singular	1	5	De vriend achter de boom groet de persoon waarschijnlijk.
De vriend achter de boom verwart	De vriend achter de boom verwarren	singular	1	5	De vriend achter de boom verwart de persoon openlijk.
De vriend achter de boom stimuleert	De vriend achter de boom stimuleren	singular	1	5	De vriend achter de boom stimuleert de persoon openlijk.
De vriend achter de boom bewondert	De vriend achter de boom bewonderen	singular	1	5	De vriend achter de boom bewondert de persoon openlijk.
De vriend achter de boom kent	De vriend achter de boom kennen	singular	1	5	De vriend achter de boom kent de persoon openlijk.
De vriend achter de boom ontmoedigt	De vriend achter de boom ontmoedigen	singular	1	5	De vriend achter de boom ontmoedigt de persoon openlijk.
De vriend achter de boom inspireert	De vriend achter de boom inspireren	singular	1	5	De vriend achter de boom inspireert de persoon openlijk.
De vriend achter de boom observeert	De vriend achter de boom observeren	singular	1	5	De vriend achter de boom observeert de persoon openlijk.
De vriend achter de boom groet	De vriend achter de boom groeten	singular	1	5	De vriend achter de boom groet de persoon openlijk.
De vriend achter de boom verwart	De vriend achter de boom verwarren	singular	1	5	De vriend achter de boom verwart de persoon zeker.
De vriend achter de boom stimuleert	De vriend achter de boom stimuleren	singular	1	5	De vriend achter de boom stimuleert de persoon zeker.
De vriend achter de boom bewondert	De vriend achter de boom bewonderen	singular	1	5	De vriend achter de boom bewondert de persoon zeker.
De vriend achter de boom kent	De vriend achter de boom kennen	singular	1	5	De vriend achter de boom kent de persoon zeker.
De vriend achter de boom ontmoedigt	De vriend achter de boom ontmoedigen	singular	1	5	De vriend achter de boom ontmoedigt de persoon zeker.
De vriend achter de boom inspireert	De vriend achter de boom inspireren	singular	1	5	De vriend achter de boom inspireert de persoon zeker.
De vriend achter de boom observeert	De vriend achter de boom observeren	singular	1	5	De vriend achter de boom observeert de persoon zeker.
De vriend achter de boom groet	De vriend achter de boom groeten	singular	1	5	De vriend achter de boom groet de persoon zeker.
De vriend achter het raam verwart	De vriend achter het raam verwarren	singular	1	5	De vriend achter het raam verwart de persoon voorzichtig.
De vriend achter het raam stimuleert	De vriend achter het raam stimuleren	singular	1	5	De vriend achter het raam stimuleert de persoon voorzichtig.
De vriend achter het raam bewondert	De vriend achter het raam bewonderen	singular	1	5	De vriend achter het raam bewondert de persoon voorzichtig.
De vriend achter het raam kent	De vriend achter het raam kennen	singular	1	5	De vriend achter het raam kent de persoon voorzichtig.
De vriend achter het raam ontmoedigt	De vriend achter het raam ontmoedigen	singular	1	5	De vriend achter het raam ontmoedigt de persoon voorzichtig.
De vriend achter het raam inspireert	De vriend achter het raam inspireren	singular	1	5	De vriend achter het raam inspireert de persoon voorzichtig.
De vriend achter het raam observeert	De vriend achter het raam observeren	singular	1	5	De vriend achter het raam observeert de persoon voorzichtig.
De vriend achter het raam groet	De vriend achter het raam groeten	singular	1	5	De vriend achter het raam groet de persoon voorzichtig.
De vriend achter het raam verwart	De vriend achter het raam verwarren	singular	1	5	De vriend achter het raam verwart de persoon waarschijnlijk.
