agreement	disagreement	number	subject_index	verb_index	completed
Het kind onthoudt	Het kind onthouden	singular	1	2	Het kind onthoudt de persoon inderdaad openlijk.
Het kind kent	Het kind kennen	singular	1	2	Het kind kent de persoon inderdaad openlijk.
Het kind begrijpt	Het kind begrijpen	singular	1	2	Het kind begrijpt de persoon inderdaad openlijk.
Het kind ontmoedigt	Het kind ontmoedigen	singular	1	2	Het kind ontmoedigt de persoon inderdaad openlijk.
Het kind vermijdt	Het kind vermijden	singular	1	2	Het kind vermijdt de persoon inderdaad openlijk.
Het kind bekritiseert	Het kind bekritiseren	singular	1	2	Het kind bekritiseert de persoon inderdaad openlijk.
Het kind observeert	Het kind observeren	singular	1	2	Het kind observeert de persoon inderdaad openlijk.
Het kind groet	Het kind groeten	singular	1	2	Het kind groet de persoon inderdaad openlijk.
Het kind bewondert	Het kind bewonderen	singular	1	2	Het kind bewondert de persoon inderdaad openlijk.
Het kind stimuleert	Het kind stimuleren	singular	1	2	Het kind stimuleert de persoon nu zeker.
Het kind inspireert	Het kind inspireren	singular	1	2	Het kind inspireert de persoon nu zeker.
Het kind bemoedigt	Het kind bemoedigen	singular	1	2	Het kind bemoedigt de persoon nu zeker.
Het kind verwart	Het kind verwarren	singular	1	2	Het kind verwart de persoon nu zeker.
Het kind onthoudt	Het kind onthouden	singular	1	2	Het kind onthoudt de persoon nu zeker.
Het kind kent	Het kind kennen	singular	1	2	Het kind kent de persoon nu zeker.
Het kind begrijpt	Het kind begrijpen	singular	1	2	Het kind begrijpt de persoon nu zeker.
Het kind ontmoedigt	Het kind ontmoedigen	singular	1	2	Het kind ontmoedigt de persoon nu zeker.
Het kind vermijdt	Het kind vermijden	singular	1	2	Het kind vermijdt de persoon nu zeker.
Het kind bekritiseert	Het kind bekritiseren	singular	1	2	Het kind bekritiseert de persoon nu zeker.
Het kind observeert	Het kind observeren	singular	1	2	Het kind observeert de persoon nu zeker.
Het kind groet	Het kind groeten	singular	1	2	Het kind groet de persoon nu zeker.
Het kind bewondert	Het kind bewonderen	singular	1	2	Het kind bewondert de persoon nu zeker.
Het kind stimuleert	Het kind stimuleren	singular	1	2	Het kind stimuleert de persoon nu voorzichtig.
Het kind inspireert	Het kind inspireren	singular	1	2	Het kind inspireert de persoon nu voorzichtig.
Het kind bemoedigt	Het kind bemoedigen	singular	1	2	Het kind bemoedigt de persoon nu voorzichtig.
Het kind verwart	Het kind verwarren	singular	1	2	Het kind verwart de persoon nu voorzichtig.
Het kind onthoudt	Het kind onthouden	singular	1	2	Het kind onthoudt de persoon nu voorzichtig.
Het kind kent	Het kind kennen	singular	1	2	Het kind kent de persoon nu voorzichtig.
Het kind begrijpt	Het kind begrijpen	singular	1	2	Het kind begrijpt de persoon nu voorzichtig.
Het kind ontmoedigt	Het kind ontmoedigen	singular	1	2	Het kind ontmoedigt de persoon nu voorzichtig.
Het kind vermijdt	Het kind vermijden	singular	1	2	Het kind vermijdt de persoon nu voorzichtig.
Het kind bekritiseert	Het kind bekritiseren	singular	1	2	Het kind bekritiseert de persoon nu voorzichtig.
Het kind observeert	Het kind observeren	singular	1	2	Het kind observeert de persoon nu voorzichtig.
Het kind groet	Het kind groeten	singular	1	2	Het kind groet de persoon nu voorzichtig.
Het kind bewondert	Het kind bewonderen	singular	1	2	Het kind bewondert de persoon nu voorzichtig.
Het kind stimuleert	Het kind stimuleren	singular	1	2	Het kind stimuleert de persoon nu publiekelijk.
Het kind inspireert	Het kind inspireren	singular	1	2	Het kind inspireert de persoon nu publiekelijk.
Het kind bemoedigt	Het kind bemoedigen	singular	1	2	Het kind bemoedigt de persoon nu publiekelijk.
Het kind verwart	Het kind verwarren	singular	1	2	Het kind verwart de persoon nu publiekelijk.
Het kind onthoudt	Het kind onthouden	singular	1	2	Het kind onthoudt de persoon nu publiekelijk.
Het kind kent	Het kind kennen	singular	1	2	Het kind kent de persoon nu publiekelijk.
Het kind begrijpt	Het kind begrijpen	singular	1	2	Het kind begrijpt de persoon nu publiekelijk.
Het kind ontmoedigt	Het kind ontmoedigen	singular	1	2	Het kind ontmoedigt de persoon nu publiekelijk.
Het kind vermijdt	Het kind vermijden	singular	1	2	Het kind vermijdt de persoon nu publiekelijk.
Het kind bekritiseert	Het kind bekritiseren	singular	1	2	Het kind bekritiseert de persoon nu publiekelijk.
Het kind observeert	Het kind observeren	singular	1	2	Het kind observeert de persoon nu publiekelijk.
Het kind groet	Het kind groeten	singular	1	2	Het kind groet de persoon nu publiekelijk.
Het kind bewondert	Het kind bewonderen	singular	1	2	Het kind bewondert de persoon nu publiekelijk.
Het kind stimuleert	Het kind stimuleren	singular	1	2	Het kind stimuleert de persoon nu waarschijnlijk.
Het kind inspireert	Het kind inspireren	singular	1	2	Het kind inspireert de persoon nu waarschijnlijk.
Het kind bemoedigt	Het kind bemoedigen	singular	1	2	Het kind bemoedigt de persoon nu waarschijnlijk.
Het kind verwart	Het kind verwarren	singular	1	2	Het kind verwart de persoon nu waarschijnlijk.
Het kind onthoudt	Het kind onthouden	singular	1	2	Het kind onthoudt de persoon nu waarschijnlijk.
Het kind kent	Het kind kennen	singular	1	2	Het kind kent de persoon nu waarschijnlijk.
Het kind begrijpt	Het kind begrijpen	singular	1	2	Het kind begrijpt de persoon nu waarschijnlijk.
Het kind ontmoedigt	Het kind ontmoedigen	singular	1	2	Het kind ontmoedigt de persoon nu waarschijnlijk.
Het kind vermijdt	Het kind vermijden	singular	1	2	Het kind vermijdt de persoon nu waarschijnlijk.
Het kind bekritiseert	Het kind bekritiseren	singular	1	2	Het kind bekritiseert de persoon nu waarschijnlijk.
Het kind observeert	Het kind observeren	singular	1	2	Het kind observeert de persoon nu waarschijnlijk.
Het kind groet	Het kind groeten	singular	1	2	Het kind groet de persoon nu waarschijnlijk.
Het kind bewondert	Het kind bewonderen	singular	1	2	Het kind bewondert de persoon nu waarschijnlijk.
Het kind stimuleert	Het kind stimuleren	singular	1	2	Het kind stimuleert de persoon nu bewust.
Het kind inspireert	Het kind inspireren	singular	1	2	Het kind inspireert de persoon nu bewust.
Het kind bemoedigt	Het kind bemoedigen	singular	1	2	Het kind bemoedigt de persoon nu bewust.
Het kind verwart	Het kind verwarren	singular	1	2	Het kind verwart de persoon nu bewust.
Het kind onthoudt	Het kind onthouden	singular	1	2	Het kind onthoudt de persoon nu bewust.
Het kind kent	Het kind kennen	singular	1	2	Het kind kent de persoon nu bewust.
Het kind begrijpt	Het kind begrijpen	singular	1	2	Het kind begrijpt de persoon nu bewust.
Het kind ontmoedigt	Het kind ontmoedigen	singular	1	2	Het kind ontmoedigt de persoon nu bewust.
Het kind vermijdt	Het kind vermijden	singular	1	2	Het kind vermijdt de persoon nu bewust.
Het kind bekritiseert	Het kind bekritiseren	singular	1	2	Het kind bekritiseert de persoon nu bewust.
Het kind observeert	Het kind observeren	singular	1	2	Het kind observeert de persoon nu bewust.
Het kind groet	Het kind groeten	singular	1	2	Het kind groet de persoon nu bewust.
Het kind bewondert	Het kind bewonderen	singular	1	2	Het kind bewondert de persoon nu bewust.
Het kind stimuleert	Het kind stimuleren	singular	1	2	Het kind stimuleert de persoon nu openlijk.
Het kind inspireert	Het kind inspireren	singular	1	2	Het kind inspireert de persoon nu openlijk.
Het kind bemoedigt	Het kind bemoedigen	singular	1	2	Het kind bemoedigt de persoon nu openlijk.
Het kind verwart	Het kind verwarren	singular	1	2	Het kind verwart de persoon nu openlijk.
Het kind onthoudt	Het kind onthouden	singular	1	2	Het kind onthoudt de persoon nu openlijk.
Het kind kent	Het kind kennen	singular	1	2	Het kind kent de persoon nu openlijk.
Het kind begrijpt	Het kind begrijpen	singular	1	2	Het kind begrijpt de persoon nu openlijk.
Het kind ontmoedigt	Het kind ontmoedigen	singular	1	2	Het kind ontmoedigt de persoon nu openlijk.
Het kind vermijdt	Het kind vermijden	singular	1	2	Het kind vermijdt de persoon nu openlijk.
Het kind bekritiseert	Het kind bekritiseren	singular	1	2	Het kind bekritiseert de persoon nu openlijk.
Het kind observeert	Het kind observeren	singular	1	2	Het kind observeert de persoon nu openlijk.
Het kind groet	Het kind groeten	singular	1	2	Het kind groet de persoon nu openlijk.
Het kind bewondert	Het kind bewonderen	singular	1	2	Het kind bewondert de persoon nu openlijk.
Het kind stimuleert	Het kind stimuleren	singular	1	2	Het kind stimuleert de persoon heel zeker.
Het kind inspireert	Het kind inspireren	singular	1	2	Het kind inspireert de persoon heel zeker.
Het kind bemoedigt	Het kind bemoedigen	singular	1	2	Het kind bemoedigt de persoon heel zeker.
Het kind verwart	Het kind verwarren	singular	1	2	Het kind verwart de persoon heel zeker.
Het kind onthoudt	Het kind onthouden	singular	1	2	Het kind onthoudt de persoon heel zeker.
Het kind kent	Het kind kennen	singular	1	2	Het kind kent de persoon heel zeker.
Het kind begrijpt	Het kind begrijpen	singular	1	2	Het kind begrijpt de persoon heel zeker.
Het kind ontmoedigt	Het kind ontmoedigen	singular	1	2	Het kind ontmoedigt de persoon heel zeker.
Het kind vermijdt	Het kind vermijden	singular	1	2	Het kind vermijdt de persoon heel zeker.
Het kind bekritiseert	Het kind bekritiseren	singular	1	2	Het kind bekritiseert de persoon heel zeker.
Het kind observeert	Het kind observeren	singular	1	2	Het kind observeert de persoon heel zeker.
Het kind groet	Het kind groeten	singular	1	2	Het kind groet de persoon heel zeker.
Het kind bewondert	Het kind bewonderen	singular	1	2	Het kind bewondert de persoon heel zeker.
Het kind stimuleert	Het kind stimuleren	singular	1	2	Het kind stimuleert de persoon heel voorzichtig.
Het kind inspireert	Het kind inspireren	singular	1	2	Het kind inspireert de persoon heel voorzichtig.
Het kind bemoedigt	Het kind bemoedigen	singular	1	2	Het kind bemoedigt de persoon heel voorzichtig.
Het kind verwart	Het kind verwarren	singular	1	2	Het kind verwart de persoon heel voorzichtig.
Het kind onthoudt	Het kind onthouden	singular	1	2	Het kind onthoudt de persoon heel voorzichtig.
Het kind kent	Het kind kennen	singular	1	2	Het kind kent de persoon heel voorzichtig.
Het kind begrijpt	Het kind begrijpen	singular	1	2	Het kind begrijpt de persoon heel voorzichtig.
Het kind ontmoedigt	Het kind ontmoedigen	singular	1	2	Het kind ontmoedigt de persoon heel voorzichtig.
Het kind vermijdt	Het kind vermijden	singular	1	2	Het kind vermijdt de persoon heel voorzichtig.
Het kind bekritiseert	Het kind bekritiseren	singular	1	2	Het kind bekritiseert de persoon heel voorzichtig.
Het kind observeert	Het kind observeren	singular	1	2	Het kind observeert de persoon heel voorzichtig.
Het kind groet	Het kind groeten	singular	1	2	Het kind groet de persoon heel voorzichtig.
Het kind bewondert	Het kind bewonderen	singular	1	2	Het kind bewondert de persoon heel voorzichtig.
Het kind stimuleert	Het kind stimuleren	singular	1	2	Het kind stimuleert de persoon heel publiekelijk.
Het kind inspireert	Het kind inspireren	singular	1	2	Het kind inspireert de persoon heel publiekelijk.
Het kind bemoedigt	Het kind bemoedigen	singular	1	2	Het kind bemoedigt de persoon heel publiekelijk.
Het kind verwart	Het kind verwarren	singular	1	2	Het kind verwart de persoon heel publiekelijk.
Het kind onthoudt	Het kind onthouden	singular	1	2	Het kind onthoudt de persoon heel publiekelijk.
Het kind kent	Het kind kennen	singular	1	2	Het kind kent de persoon heel publiekelijk.
Het kind begrijpt	Het kind begrijpen	singular	1	2	Het kind begrijpt de persoon heel publiekelijk.
Het kind ontmoedigt	Het kind ontmoedigen	singular	1	2	Het kind ontmoedigt de persoon heel publiekelijk.
Het kind vermijdt	Het kind vermijden	singular	1	2	Het kind vermijdt de persoon heel publiekelijk.
Het kind bekritiseert	Het kind bekritiseren	singular	1	2	Het kind bekritiseert de persoon heel publiekelijk.
Het kind observeert	Het kind observeren	singular	1	2	Het kind observeert de persoon heel publiekelijk.
Het kind groet	Het kind groeten	singular	1	2	Het kind groet de persoon heel publiekelijk.
Het kind bewondert	Het kind bewonderen	singular	1	2	Het kind bewondert de persoon heel publiekelijk.
Het kind stimuleert	Het kind stimuleren	singular	1	2	Het kind stimuleert de persoon heel waarschijnlijk.
Het kind inspireert	Het kind inspireren	singular	1	2	Het kind inspireert de persoon heel waarschijnlijk.
Het kind bemoedigt	Het kind bemoedigen	singular	1	2	Het kind bemoedigt de persoon heel waarschijnlijk.
Het kind verwart	Het kind verwarren	singular	1	2	Het kind verwart de persoon heel waarschijnlijk.
Het kind onthoudt	Het kind onthouden	singular	1	2	Het kind onthoudt de persoon heel waarschijnlijk.
Het kind kent	Het kind kennen	singular	1	2	Het kind kent de persoon heel waarschijnlijk.
Het kind begrijpt	Het kind begrijpen	singular	1	2	Het kind begrijpt de persoon heel waarschijnlijk.
Het kind ontmoedigt	Het kind ontmoedigen	singular	1	2	Het kind ontmoedigt de persoon heel waarschijnlijk.
Het kind vermijdt	Het kind vermijden	singular	1	2	Het kind vermijdt de persoon heel waarschijnlijk.
Het kind bekritiseert	Het kind bekritiseren	singular	1	2	Het kind bekritiseert de persoon heel waarschijnlijk.
Het kind observeert	Het kind observeren	singular	1	2	Het kind observeert de persoon heel waarschijnlijk.
Het kind groet	Het kind groeten	singular	1	2	Het kind groet de persoon heel waarschijnlijk.
Het kind bewondert	Het kind bewonderen	singular	1	2	Het kind bewondert de persoon heel waarschijnlijk.
Het kind stimuleert	Het kind stimuleren	singular	1	2	Het kind stimuleert de persoon heel bewust.
Het kind inspireert	Het kind inspireren	singular	1	2	Het kind inspireert de persoon heel bewust.
Het kind bemoedigt	Het kind bemoedigen	singular	1	2	Het kind bemoedigt de persoon heel bewust.
Het kind verwart	Het kind verwarren	singular	1	2	Het kind verwart de persoon heel bewust.
Het kind onthoudt	Het kind onthouden	singular	1	2	Het kind onthoudt de persoon heel bewust.
Het kind kent	Het kind kennen	singular	1	2	Het kind kent de persoon heel bewust.
Het kind begrijpt	Het kind begrijpen	singular	1	2	Het kind begrijpt de persoon heel bewust.
Het kind ontmoedigt	Het kind ontmoedigen	singular	1	2	Het kind ontmoedigt de persoon heel bewust.
Het kind vermijdt	Het kind vermijden	singular	1	2	Het kind vermijdt de persoon heel bewust.
Het kind bekritiseert	Het kind bekritiseren	singular	1	2	Het kind bekritiseert de persoon heel bewust.
Het kind observeert	Het kind observeren	singular	1	2	Het kind observeert de persoon heel bewust.
Het kind groet	Het kind groeten	singular	1	2	Het kind groet de persoon heel bewust.
Het kind bewondert	Het kind bewonderen	singular	1	2	Het kind bewondert de persoon heel bewust.
Het kind stimuleert	Het kind stimuleren	singular	1	2	Het kind stimuleert de persoon heel openlijk.
Het kind inspireert	Het kind inspireren	singular	1	2	Het kind inspireert de persoon heel openlijk.
Het kind bemoedigt	Het kind bemoedigen	singular	1	2	Het kind bemoedigt de persoon heel openlijk.
Het kind verwart	Het kind verwarren	singular	1	2	Het kind verwart de persoon heel openlijk.
Het kind onthoudt	Het kind onthouden	singular	1	2	Het kind onthoudt de persoon heel openlijk.
Het kind kent	Het kind kennen	singular	1	2	Het kind kent de persoon heel openlijk.
Het kind begrijpt	Het kind begrijpen	singular	1	2	Het kind begrijpt de persoon heel openlijk.
Het kind ontmoedigt	Het kind ontmoedigen	singular	1	2	Het kind ontmoedigt de persoon heel openlijk.
Het kind vermijdt	Het kind vermijden	singular	1	2	Het kind vermijdt de persoon heel openlijk.
Het kind bekritiseert	Het kind bekritiseren	singular	1	2	Het kind bekritiseert de persoon heel openlijk.
Het kind observeert	Het kind observeren	singular	1	2	Het kind observeert de persoon heel openlijk.
Het kind groet	Het kind groeten	singular	1	2	Het kind groet de persoon heel openlijk.
Het kind bewondert	Het kind bewonderen	singular	1	2	Het kind bewondert de persoon heel openlijk.
De jongen stimuleert	De jongen stimuleren	singular	1	2	De jongen stimuleert de persoon inderdaad zeker.
De jongen inspireert	De jongen inspireren	singular	1	2	De jongen inspireert de persoon inderdaad zeker.
De jongen bemoedigt	De jongen bemoedigen	singular	1	2	De jongen bemoedigt de persoon inderdaad zeker.
De jongen verwart	De jongen verwarren	singular	1	2	De jongen verwart de persoon inderdaad zeker.
De jongen onthoudt	De jongen onthouden	singular	1	2	De jongen onthoudt de persoon inderdaad zeker.
De jongen kent	De jongen kennen	singular	1	2	De jongen kent de persoon inderdaad zeker.
De jongen begrijpt	De jongen begrijpen	singular	1	2	De jongen begrijpt de persoon inderdaad zeker.
De jongen ontmoedigt	De jongen ontmoedigen	singular	1	2	De jongen ontmoedigt de persoon inderdaad zeker.
De jongen vermijdt	De jongen vermijden	singular	1	2	De jongen vermijdt de persoon inderdaad zeker.
De jongen bekritiseert	De jongen bekritiseren	singular	1	2	De jongen bekritiseert de persoon inderdaad zeker.
De jongen observeert	De jongen observeren	singular	1	2	De jongen observeert de persoon inderdaad zeker.
De jongen groet	De jongen groeten	singular	1	2	De jongen groet de persoon inderdaad zeker.
De jongen bewondert	De jongen bewonderen	singular	1	2	De jongen bewondert de persoon inderdaad zeker.
De jongen stimuleert	De jongen stimuleren	singular	1	2	De jongen stimuleert de persoon inderdaad voorzichtig.
De jongen inspireert	De jongen inspireren	singular	1	2	De jongen inspireert de persoon inderdaad voorzichtig.
De jongen bemoedigt	De jongen bemoedigen	singular	1	2	De jongen bemoedigt de persoon inderdaad voorzichtig.
De jongen verwart	De jongen verwarren	singular	1	2	De jongen verwart de persoon inderdaad voorzichtig.
De jongen onthoudt	De jongen onthouden	singular	1	2	De jongen onthoudt de persoon inderdaad voorzichtig.
De jongen kent	De jongen kennen	singular	1	2	De jongen kent de persoon inderdaad voorzichtig.
De jongen begrijpt	De jongen begrijpen	singular	1	2	De jongen begrijpt de persoon inderdaad voorzichtig.
De jongen ontmoedigt	De jongen ontmoedigen	singular	1	2	De jongen ontmoedigt de persoon inderdaad voorzichtig.
De jongen vermijdt	De jongen vermijden	singular	1	2	De jongen vermijdt de persoon inderdaad voorzichtig.
De jongen bekritiseert	De jongen bekritiseren	singular	1	2	De jongen bekritiseert de persoon inderdaad voorzichtig.
De jongen observeert	De jongen observeren	singular	1	2	De jongen observeert de persoon inderdaad voorzichtig.
De jongen groet	De jongen groeten	singular	1	2	De jongen groet de persoon inderdaad voorzichtig.
De jongen bewondert	De jongen bewonderen	singular	1	2	De jongen bewondert de persoon inderdaad voorzichtig.
De jongen stimuleert	De jongen stimuleren	singular	1	2	De jongen stimuleert de persoon inderdaad publiekelijk.
De jongen inspireert	De jongen inspireren	singular	1	2	De jongen inspireert de persoon inderdaad publiekelijk.
De jongen bemoedigt	De jongen bemoedigen	singular	1	2	De jongen bemoedigt de persoon inderdaad publiekelijk.
De jongen verwart	De jongen verwarren	singular	1	2	De jongen verwart de persoon inderdaad publiekelijk.
De jongen onthoudt	De jongen onthouden	singular	1	2	De jongen onthoudt de persoon inderdaad publiekelijk.
De jongen kent	De jongen kennen	singular	1	2	De jongen kent de persoon inderdaad publiekelijk.
De jongen begrijpt	De jongen begrijpen	singular	1	2	De jongen begrijpt de persoon inderdaad publiekelijk.
De jongen ontmoedigt	De jongen ontmoedigen	singular	1	2	De jongen ontmoedigt de persoon inderdaad publiekelijk.
De jongen vermijdt	De jongen vermijden	singular	1	2	De jongen vermijdt de persoon inderdaad publiekelijk.
De jongen bekritiseert	De jongen bekritiseren	singular	1	2	De jongen bekritiseert de persoon inderdaad publiekelijk.
De jongen observeert	De jongen observeren	singular	1	2	De jongen observeert de persoon inderdaad publiekelijk.
De jongen groet	De jongen groeten	singular	1	2	De jongen groet de persoon inderdaad publiekelijk.
De jongen bewondert	De jongen bewonderen	singular	1	2	De jongen bewondert de persoon inderdaad publiekelijk.
De jongen stimuleert	De jongen stimuleren	singular	1	2	De jongen stimuleert de persoon inderdaad waarschijnlijk.
De jongen inspireert	De jongen inspireren	singular	1	2	De jongen inspireert de persoon inderdaad waarschijnlijk.
De jongen bemoedigt	De jongen bemoedigen	singular	1	2	De jongen bemoedigt de persoon inderdaad waarschijnlijk.
De jongen verwart	De jongen verwarren	singular	1	2	De jongen verwart de persoon inderdaad waarschijnlijk.
De jongen onthoudt	De jongen onthouden	singular	1	2	De jongen onthoudt de persoon inderdaad waarschijnlijk.
De jongen kent	De jongen kennen	singular	1	2	De jongen kent de persoon inderdaad waarschijnlijk.
De jongen begrijpt	De jongen begrijpen	singular	1	2	De jongen begrijpt de persoon inderdaad waarschijnlijk.
De jongen ontmoedigt	De jongen ontmoedigen	singular	1	2	De jongen ontmoedigt de persoon inderdaad waarschijnlijk.
De jongen vermijdt	De jongen vermijden	singular	1	2	De jongen vermijdt de persoon inderdaad waarschijnlijk.
De jongen bekritiseert	De jongen bekritiseren	singular	1	2	De jongen bekritiseert de persoon inderdaad waarschijnlijk.
De jongen observeert	De jongen observeren	singular	1	2	De jongen observeert de persoon inderdaad waarschijnlijk.
De jongen groet	De jongen groeten	singular	1	2	De jongen groet de persoon inderdaad waarschijnlijk.
