agreement	disagreement	number	subject_index	verb_index	completed
The child behind Bob greets	The child behind Bob greet	singular	1	4	The child behind Bob greets the person .
The child behind Bob admires	The child behind Bob admire	singular	1	4	The child behind Bob admires the person .
The child behind Bob confuses	The child behind Bob confuse	singular	1	4	The child behind Bob confuses the person .
The child behind Bob observes	The child behind Bob observe	singular	1	4	The child behind Bob observes the person .
The child behind Bob knows	The child behind Bob know	singular	1	4	The child behind Bob knows the person .
The child behind Bob inspires	The child behind Bob inspire	singular	1	4	The child behind Bob inspires the person .
The child behind Pat stimulates	The child behind Pat stimulate	singular	1	4	The child behind Pat stimulates the person .
The child behind Pat avoids	The child behind Pat avoid	singular	1	4	The child behind Pat avoids the person .
The child behind Pat discourages	The child behind Pat discourage	singular	1	4	The child behind Pat discourages the person .
The child behind Pat criticizes	The child behind Pat criticize	singular	1	4	The child behind Pat criticizes the person .
The child behind Pat encourages	The child behind Pat encourage	singular	1	4	The child behind Pat encourages the person .
The child behind Pat understands	The child behind Pat understand	singular	1	4	The child behind Pat understands the person .
The child behind Pat greets	The child behind Pat greet	singular	1	4	The child behind Pat greets the person .
The child behind Pat admires	The child behind Pat admire	singular	1	4	The child behind Pat admires the person .
The child behind Pat confuses	The child behind Pat confuse	singular	1	4	The child behind Pat confuses the person .
The child behind Pat observes	The child behind Pat observe	singular	1	4	The child behind Pat observes the person .
The child behind Pat knows	The child behind Pat know	singular	1	4	The child behind Pat knows the person .
The child behind Pat inspires	The child behind Pat inspire	singular	1	4	The child behind Pat inspires the person .
The child behind Mary stimulates	The child behind Mary stimulate	singular	1	4	The child behind Mary stimulates the person .
The child behind Mary avoids	The child behind Mary avoid	singular	1	4	The child behind Mary avoids the person .
The child behind Mary discourages	The child behind Mary discourage	singular	1	4	The child behind Mary discourages the person .
The child behind Mary criticizes	The child behind Mary criticize	singular	1	4	The child behind Mary criticizes the person .
The child behind Mary encourages	The child behind Mary encourage	singular	1	4	The child behind Mary encourages the person .
The child behind Mary understands	The child behind Mary understand	singular	1	4	The child behind Mary understands the person .
The child behind Mary greets	The child behind Mary greet	singular	1	4	The child behind Mary greets the person .
The child behind Mary admires	The child behind Mary admire	singular	1	4	The child behind Mary admires the person .
The child behind Mary confuses	The child behind Mary confuse	singular	1	4	The child behind Mary confuses the person .
The child behind Mary observes	The child behind Mary observe	singular	1	4	The child behind Mary observes the person .
The child behind Mary knows	The child behind Mary know	singular	1	4	The child behind Mary knows the person .
The child behind Mary inspires	The child behind Mary inspire	singular	1	4	The child behind Mary inspires the person .
The child beside Jim stimulates	The child beside Jim stimulate	singular	1	4	The child beside Jim stimulates the person .
The child beside Jim avoids	The child beside Jim avoid	singular	1	4	The child beside Jim avoids the person .
The child beside Jim discourages	The child beside Jim discourage	singular	1	4	The child beside Jim discourages the person .
The child beside Jim criticizes	The child beside Jim criticize	singular	1	4	The child beside Jim criticizes the person .
The child beside Jim encourages	The child beside Jim encourage	singular	1	4	The child beside Jim encourages the person .
The child beside Jim understands	The child beside Jim understand	singular	1	4	The child beside Jim understands the person .
The child beside Jim greets	The child beside Jim greet	singular	1	4	The child beside Jim greets the person .
The child beside Jim admires	The child beside Jim admire	singular	1	4	The child beside Jim admires the person .
The child beside Jim confuses	The child beside Jim confuse	singular	1	4	The child beside Jim confuses the person .
The child beside Jim observes	The child beside Jim observe	singular	1	4	The child beside Jim observes the person .
The child beside Jim knows	The child beside Jim know	singular	1	4	The child beside Jim knows the person .
The child beside Jim inspires	The child beside Jim inspire	singular	1	4	The child beside Jim inspires the person .
The child beside Bill stimulates	The child beside Bill stimulate	singular	1	4	The child beside Bill stimulates the person .
The child beside Bill avoids	The child beside Bill avoid	singular	1	4	The child beside Bill avoids the person .
The child beside Bill discourages	The child beside Bill discourage	singular	1	4	The child beside Bill discourages the person .
The child beside Bill criticizes	The child beside Bill criticize	singular	1	4	The child beside Bill criticizes the person .
The child beside Bill encourages	The child beside Bill encourage	singular	1	4	The child beside Bill encourages the person .
The child beside Bill understands	The child beside Bill understand	singular	1	4	The child beside Bill understands the person .
The child beside Bill greets	The child beside Bill greet	singular	1	4	The child beside Bill greets the person .
The child beside Bill admires	The child beside Bill admire	singular	1	4	The child beside Bill admires the person .
The child beside Bill confuses	The child beside Bill confuse	singular	1	4	The child beside Bill confuses the person .
The child beside Bill observes	The child beside Bill observe	singular	1	4	The child beside Bill observes the person .
The child beside Bill knows	The child beside Bill know	singular	1	4	The child beside Bill knows the person .
The child beside Bill inspires	The child beside Bill inspire	singular	1	4	The child beside Bill inspires the person .
The child beside Linda stimulates	The child beside Linda stimulate	singular	1	4	The child beside Linda stimulates the person .
The child beside Linda avoids	The child beside Linda avoid	singular	1	4	The child beside Linda avoids the person .
The child beside Linda discourages	The child beside Linda discourage	singular	1	4	The child beside Linda discourages the person .
The child beside Linda criticizes	The child beside Linda criticize	singular	1	4	The child beside Linda criticizes the person .
The child beside Linda encourages	The child beside Linda encourage	singular	1	4	The child beside Linda encourages the person .
The child beside Linda understands	The child beside Linda understand	singular	1	4	The child beside Linda understands the person .
The child beside Linda greets	The child beside Linda greet	singular	1	4	The child beside Linda greets the person .
The child beside Linda admires	The child beside Linda admire	singular	1	4	The child beside Linda admires the person .
The child beside Linda confuses	The child beside Linda confuse	singular	1	4	The child beside Linda confuses the person .
The child beside Linda observes	The child beside Linda observe	singular	1	4	The child beside Linda observes the person .
The child beside Linda knows	The child beside Linda know	singular	1	4	The child beside Linda knows the person .
The child beside Linda inspires	The child beside Linda inspire	singular	1	4	The child beside Linda inspires the person .
The child beside John stimulates	The child beside John stimulate	singular	1	4	The child beside John stimulates the person .
The child beside John avoids	The child beside John avoid	singular	1	4	The child beside John avoids the person .
The child beside John discourages	The child beside John discourage	singular	1	4	The child beside John discourages the person .
The child beside John criticizes	The child beside John criticize	singular	1	4	The child beside John criticizes the person .
The child beside John encourages	The child beside John encourage	singular	1	4	The child beside John encourages the person .
The child beside John understands	The child beside John understand	singular	1	4	The child beside John understands the person .
The child beside John greets	The child beside John greet	singular	1	4	The child beside John greets the person .
The child beside John admires	The child beside John admire	singular	1	4	The child beside John admires the person .
The child beside John confuses	The child beside John confuse	singular	1	4	The child beside John confuses the person .
The child beside John observes	The child beside John observe	singular	1	4	The child beside John observes the person .
The child beside John knows	The child beside John know	singular	1	4	The child beside John knows the person .
The child beside John inspires	The child beside John inspire	singular	1	4	The child beside John inspires the person .
The child beside Barbara stimulates	The child beside Barbara stimulate	singular	1	4	The child beside Barbara stimulates the person .
The child beside Barbara avoids	The child beside Barbara avoid	singular	1	4	The child beside Barbara avoids the person .
The child beside Barbara discourages	The child beside Barbara discourage	singular	1	4	The child beside Barbara discourages the person .
The child beside Barbara criticizes	The child beside Barbara criticize	singular	1	4	The child beside Barbara criticizes the person .
The child beside Barbara encourages	The child beside Barbara encourage	singular	1	4	The child beside Barbara encourages the person .
The child beside Barbara understands	The child beside Barbara understand	singular	1	4	The child beside Barbara understands the person .
The child beside Barbara greets	The child beside Barbara greet	singular	1	4	The child beside Barbara greets the person .
The child beside Barbara admires	The child beside Barbara admire	singular	1	4	The child beside Barbara admires the person .
The child beside Barbara confuses	The child beside Barbara confuse	singular	1	4	The child beside Barbara confuses the person .
The child beside Barbara observes	The child beside Barbara observe	singular	1	4	The child beside Barbara observes the person .
The child beside Barbara knows	The child beside Barbara know	singular	1	4	The child beside Barbara knows the person .
The child beside Barbara inspires	The child beside Barbara inspire	singular	1	4	The child beside Barbara inspires the person .
The child beside Sue stimulates	The child beside Sue stimulate	singular	1	4	The child beside Sue stimulates the person .
The child beside Sue avoids	The child beside Sue avoid	singular	1	4	The child beside Sue avoids the person .
The child beside Sue discourages	The child beside Sue discourage	singular	1	4	The child beside Sue discourages the person .
The child beside Sue criticizes	The child beside Sue criticize	singular	1	4	The child beside Sue criticizes the person .
The child beside Sue encourages	The child beside Sue encourage	singular	1	4	The child beside Sue encourages the person .
The child beside Sue understands	The child beside Sue understand	singular	1	4	The child beside Sue understands the person .
The child beside Sue greets	The child beside Sue greet	singular	1	4	The child beside Sue greets the person .
The child beside Sue admires	The child beside Sue admire	singular	1	4	The child beside Sue admires the person .
The child beside Sue confuses	The child beside Sue confuse	singular	1	4	The child beside Sue confuses the person .
The child beside Sue observes	The child beside Sue observe	singular	1	4	The child beside Sue observes the person .
The child beside Sue knows	The child beside Sue know	singular	1	4	The child beside Sue knows the person .
The child beside Sue inspires	The child beside Sue inspire	singular	1	4	The child beside Sue inspires the person .
The child beside Mike stimulates	The child beside Mike stimulate	singular	1	4	The child beside Mike stimulates the person .
The child beside Mike avoids	The child beside Mike avoid	singular	1	4	The child beside Mike avoids the person .
The child beside Mike discourages	The child beside Mike discourage	singular	1	4	The child beside Mike discourages the person .
The child beside Mike criticizes	The child beside Mike criticize	singular	1	4	The child beside Mike criticizes the person .
The child beside Mike encourages	The child beside Mike encourage	singular	1	4	The child beside Mike encourages the person .
The child beside Mike understands	The child beside Mike understand	singular	1	4	The child beside Mike understands the person .
The child beside Mike greets	The child beside Mike greet	singular	1	4	The child beside Mike greets the person .
The child beside Mike admires	The child beside Mike admire	singular	1	4	The child beside Mike admires the person .
The child beside Mike confuses	The child beside Mike confuse	singular	1	4	The child beside Mike confuses the person .
The child beside Mike observes	The child beside Mike observe	singular	1	4	The child beside Mike observes the person .
The child beside Mike knows	The child beside Mike know	singular	1	4	The child beside Mike knows the person .
The child beside Mike inspires	The child beside Mike inspire	singular	1	4	The child beside Mike inspires the person .
The child beside Bob stimulates	The child beside Bob stimulate	singular	1	4	The child beside Bob stimulates the person .
The child beside Bob avoids	The child beside Bob avoid	singular	1	4	The child beside Bob avoids the person .
The child beside Bob discourages	The child beside Bob discourage	singular	1	4	The child beside Bob discourages the person .
The child beside Bob criticizes	The child beside Bob criticize	singular	1	4	The child beside Bob criticizes the person .
The child beside Bob encourages	The child beside Bob encourage	singular	1	4	The child beside Bob encourages the person .
The child beside Bob understands	The child beside Bob understand	singular	1	4	The child beside Bob understands the person .
The child beside Bob greets	The child beside Bob greet	singular	1	4	The child beside Bob greets the person .
The child beside Bob admires	The child beside Bob admire	singular	1	4	The child beside Bob admires the person .
The child beside Bob confuses	The child beside Bob confuse	singular	1	4	The child beside Bob confuses the person .
The child beside Bob observes	The child beside Bob observe	singular	1	4	The child beside Bob observes the person .
The child beside Bob knows	The child beside Bob know	singular	1	4	The child beside Bob knows the person .
The child beside Bob inspires	The child beside Bob inspire	singular	1	4	The child beside Bob inspires the person .
The child beside Pat stimulates	The child beside Pat stimulate	singular	1	4	The child beside Pat stimulates the person .
The child beside Pat avoids	The child beside Pat avoid	singular	1	4	The child beside Pat avoids the person .
The child beside Pat discourages	The child beside Pat discourage	singular	1	4	The child beside Pat discourages the person .
The child beside Pat criticizes	The child beside Pat criticize	singular	1	4	The child beside Pat criticizes the person .
The child beside Pat encourages	The child beside Pat encourage	singular	1	4	The child beside Pat encourages the person .
The child beside Pat understands	The child beside Pat understand	singular	1	4	The child beside Pat understands the person .
The child beside Pat greets	The child beside Pat greet	singular	1	4	The child beside Pat greets the person .
The child beside Pat admires	The child beside Pat admire	singular	1	4	The child beside Pat admires the person .
The child beside Pat confuses	The child beside Pat confuse	singular	1	4	The child beside Pat confuses the person .
The child beside Pat observes	The child beside Pat observe	singular	1	4	The child beside Pat observes the person .
The child beside Pat knows	The child beside Pat know	singular	1	4	The child beside Pat knows the person .
The child beside Pat inspires	The child beside Pat inspire	singular	1	4	The child beside Pat inspires the person .
The child beside Mary stimulates	The child beside Mary stimulate	singular	1	4	The child beside Mary stimulates the person .
The child beside Mary avoids	The child beside Mary avoid	singular	1	4	The child beside Mary avoids the person .
The child beside Mary discourages	The child beside Mary discourage	singular	1	4	The child beside Mary discourages the person .
The child beside Mary criticizes	The child beside Mary criticize	singular	1	4	The child beside Mary criticizes the person .
The child beside Mary encourages	The child beside Mary encourage	singular	1	4	The child beside Mary encourages the person .
The child beside Mary understands	The child beside Mary understand	singular	1	4	The child beside Mary understands the person .
The child beside Mary greets	The child beside Mary greet	singular	1	4	The child beside Mary greets the person .
The child beside Mary admires	The child beside Mary admire	singular	1	4	The child beside Mary admires the person .
The child beside Mary confuses	The child beside Mary confuse	singular	1	4	The child beside Mary confuses the person .
The child beside Mary observes	The child beside Mary observe	singular	1	4	The child beside Mary observes the person .
The child beside Mary knows	The child beside Mary know	singular	1	4	The child beside Mary knows the person .
The child beside Mary inspires	The child beside Mary inspire	singular	1	4	The child beside Mary inspires the person .
The child under Jim stimulates	The child under Jim stimulate	singular	1	4	The child under Jim stimulates the person .
The child under Jim avoids	The child under Jim avoid	singular	1	4	The child under Jim avoids the person .
The child under Jim discourages	The child under Jim discourage	singular	1	4	The child under Jim discourages the person .
The child under Jim criticizes	The child under Jim criticize	singular	1	4	The child under Jim criticizes the person .
The child under Jim encourages	The child under Jim encourage	singular	1	4	The child under Jim encourages the person .
The child under Jim understands	The child under Jim understand	singular	1	4	The child under Jim understands the person .
The child under Jim greets	The child under Jim greet	singular	1	4	The child under Jim greets the person .
The child under Jim admires	The child under Jim admire	singular	1	4	The child under Jim admires the person .
The child under Jim confuses	The child under Jim confuse	singular	1	4	The child under Jim confuses the person .
The child under Jim observes	The child under Jim observe	singular	1	4	The child under Jim observes the person .
The child under Jim knows	The child under Jim know	singular	1	4	The child under Jim knows the person .
The child under Jim inspires	The child under Jim inspire	singular	1	4	The child under Jim inspires the person .
The child under Bill stimulates	The child under Bill stimulate	singular	1	4	The child under Bill stimulates the person .
The child under Bill avoids	The child under Bill avoid	singular	1	4	The child under Bill avoids the person .
The child under Bill discourages	The child under Bill discourage	singular	1	4	The child under Bill discourages the person .
The child under Bill criticizes	The child under Bill criticize	singular	1	4	The child under Bill criticizes the person .
The child under Bill encourages	The child under Bill encourage	singular	1	4	The child under Bill encourages the person .
The child under Bill understands	The child under Bill understand	singular	1	4	The child under Bill understands the person .
The child under Bill greets	The child under Bill greet	singular	1	4	The child under Bill greets the person .
The child under Bill admires	The child under Bill admire	singular	1	4	The child under Bill admires the person .
The child under Bill confuses	The child under Bill confuse	singular	1	4	The child under Bill confuses the person .
The child under Bill observes	The child under Bill observe	singular	1	4	The child under Bill observes the person .
The child under Bill knows	The child under Bill know	singular	1	4	The child under Bill knows the person .
The child under Bill inspires	The child under Bill inspire	singular	1	4	The child under Bill inspires the person .
The child under Linda stimulates	The child under Linda stimulate	singular	1	4	The child under Linda stimulates the person .
The child under Linda avoids	The child under Linda avoid	singular	1	4	The child under Linda avoids the person .
The child under Linda discourages	The child under Linda discourage	singular	1	4	The child under Linda discourages the person .
The child under Linda criticizes	The child under Linda criticize	singular	1	4	The child under Linda criticizes the person .
The child under Linda encourages	The child under Linda encourage	singular	1	4	The child under Linda encourages the person .
The child under Linda understands	The child under Linda understand	singular	1	4	The child under Linda understands the person .
The child under Linda greets	The child under Linda greet	singular	1	4	The child under Linda greets the person .
The child under Linda admires	The child under Linda admire	singular	1	4	The child under Linda admires the person .
The child under Linda confuses	The child under Linda confuse	singular	1	4	The child under Linda confuses the person .
The child under Linda observes	The child under Linda observe	singular	1	4	The child under Linda observes the person .
The child under Linda knows	The child under Linda know	singular	1	4	The child under Linda knows the person .
The child under Linda inspires	The child under Linda inspire	singular	1	4	The child under Linda inspires the person .
The child under John stimulates	The child under John stimulate	singular	1	4	The child under John stimulates the person .
The child under John avoids	The child under John avoid	singular	1	4	The child under John avoids the person .
The child under John discourages	The child under John discourage	singular	1	4	The child under John discourages the person .
The child under John criticizes	The child under John criticize	singular	1	4	The child under John criticizes the person .
The child under John encourages	The child under John encourage	singular	1	4	The child under John encourages the person .
The child under John understands	The child under John understand	singular	1	4	The child under John understands the person .
The child under John greets	The child under John greet	singular	1	4	The child under John greets the person .
The child under John admires	The child under John admire	singular	1	4	The child under John admires the person .
The child under John confuses	The child under John confuse	singular	1	4	The child under John confuses the person .
The child under John observes	The child under John observe	singular	1	4	The child under John observes the person .
The child under John knows	The child under John know	singular	1	4	The child under John knows the person .
The child under John inspires	The child under John inspire	singular	1	4	The child under John inspires the person .
The child under Barbara stimulates	The child under Barbara stimulate	singular	1	4	The child under Barbara stimulates the person .
The child under Barbara avoids	The child under Barbara avoid	singular	1	4	The child under Barbara avoids the person .
The child under Barbara discourages	The child under Barbara discourage	singular	1	4	The child under Barbara discourages the person .
The child under Barbara criticizes	The child under Barbara criticize	singular	1	4	The child under Barbara criticizes the person .
The child under Barbara encourages	The child under Barbara encourage	singular	1	4	The child under Barbara encourages the person .
The child under Barbara understands	The child under Barbara understand	singular	1	4	The child under Barbara understands the person .
The child under Barbara greets	The child under Barbara greet	singular	1	4	The child under Barbara greets the person .
The child under Barbara admires	The child under Barbara admire	singular	1	4	The child under Barbara admires the person .
The child under Barbara confuses	The child under Barbara confuse	singular	1	4	The child under Barbara confuses the person .
The child under Barbara observes	The child under Barbara observe	singular	1	4	The child under Barbara observes the person .
The child under Barbara knows	The child under Barbara know	singular	1	4	The child under Barbara knows the person .
The child under Barbara inspires	The child under Barbara inspire	singular	1	4	The child under Barbara inspires the person .
The child under Sue stimulates	The child under Sue stimulate	singular	1	4	The child under Sue stimulates the person .
The child under Sue avoids	The child under Sue avoid	singular	1	4	The child under Sue avoids the person .
The child under Sue discourages	The child under Sue discourage	singular	1	4	The child under Sue discourages the person .
The child under Sue criticizes	The child under Sue criticize	singular	1	4	The child under Sue criticizes the person .
The child under Sue encourages	The child under Sue encourage	singular	1	4	The child under Sue encourages the person .
The child under Sue understands	The child under Sue understand	singular	1	4	The child under Sue understands the person .
The child under Sue greets	The child under Sue greet	singular	1	4	The child under Sue greets the person .
The child under Sue admires	The child under Sue admire	singular	1	4	The child under Sue admires the person .
The child under Sue confuses	The child under Sue confuse	singular	1	4	The child under Sue confuses the person .
The child under Sue observes	The child under Sue observe	singular	1	4	The child under Sue observes the person .
The child under Sue knows	The child under Sue know	singular	1	4	The child under Sue knows the person .
The child under Sue inspires	The child under Sue inspire	singular	1	4	The child under Sue inspires the person .
The child under Mike stimulates	The child under Mike stimulate	singular	1	4	The child under Mike stimulates the person .
The child under Mike avoids	The child under Mike avoid	singular	1	4	The child under Mike avoids the person .
The child under Mike discourages	The child under Mike discourage	singular	1	4	The child under Mike discourages the person .
The child under Mike criticizes	The child under Mike criticize	singular	1	4	The child under Mike criticizes the person .
The child under Mike encourages	The child under Mike encourage	singular	1	4	The child under Mike encourages the person .
The child under Mike understands	The child under Mike understand	singular	1	4	The child under Mike understands the person .
The child under Mike greets	The child under Mike greet	singular	1	4	The child under Mike greets the person .
The child under Mike admires	The child under Mike admire	singular	1	4	The child under Mike admires the person .
The child under Mike confuses	The child under Mike confuse	singular	1	4	The child under Mike confuses the person .
The child under Mike observes	The child under Mike observe	singular	1	4	The child under Mike observes the person .
The child under Mike knows	The child under Mike know	singular	1	4	The child under Mike knows the person .
The child under Mike inspires	The child under Mike inspire	singular	1	4	The child under Mike inspires the person .
The child under Bob stimulates	The child under Bob stimulate	singular	1	4	The child under Bob stimulates the person .
The child under Bob avoids	The child under Bob avoid	singular	1	4	The child under Bob avoids the person .
The child under Bob discourages	The child under Bob discourage	singular	1	4	The child under Bob discourages the person .
The child under Bob criticizes	The child under Bob criticize	singular	1	4	The child under Bob criticizes the person .
The child under Bob encourages	The child under Bob encourage	singular	1	4	The child under Bob encourages the person .
The child under Bob understands	The child under Bob understand	singular	1	4	The child under Bob understands the person .
The child under Bob greets	The child under Bob greet	singular	1	4	The child under Bob greets the person .
The child under Bob admires	The child under Bob admire	singular	1	4	The child under Bob admires the person .
The child under Bob confuses	The child under Bob confuse	singular	1	4	The child under Bob confuses the person .
The child under Bob observes	The child under Bob observe	singular	1	4	The child under Bob observes the person .
The child under Bob knows	The child under Bob know	singular	1	4	The child under Bob knows the person .
The child under Bob inspires	The child under Bob inspire	singular	1	4	The child under Bob inspires the person .
The child under Pat stimulates	The child under Pat stimulate	singular	1	4	The child under Pat stimulates the person .
The child under Pat avoids	The child under Pat avoid	singular	1	4	The child under Pat avoids the person .
The child under Pat discourages	The child under Pat discourage	singular	1	4	The child under Pat discourages the person .
The child under Pat criticizes	The child under Pat criticize	singular	1	4	The child under Pat criticizes the person .
The child under Pat encourages	The child under Pat encourage	singular	1	4	The child under Pat encourages the person .
