agreement	disagreement	number	subject_index	verb_index	completed
The boy beside the tree encourages	The boy beside the tree encourage	singular	1	5	The boy beside the tree encourages the person .
The boy beside the tree stimulates	The boy beside the tree stimulate	singular	1	5	The boy beside the tree stimulates the person .
The boy beside the tree discourages	The boy beside the tree discourage	singular	1	5	The boy beside the tree discourages the person .
The boy beside the tree criticizes	The boy beside the tree criticize	singular	1	5	The boy beside the tree criticizes the person .
The boy beside the table greets	The boy beside the table greet	singular	1	5	The boy beside the table greets the person .
The boy beside the table observes	The boy beside the table observe	singular	1	5	The boy beside the table observes the person .
The boy beside the table inspires	The boy beside the table inspire	singular	1	5	The boy beside the table inspires the person .
The boy beside the table confuses	The boy beside the table confuse	singular	1	5	The boy beside the table confuses the person .
The boy beside the table understands	The boy beside the table understand	singular	1	5	The boy beside the table understands the person .
The boy beside the table remembers	The boy beside the table remember	singular	1	5	The boy beside the table remembers the person .
The boy beside the table admires	The boy beside the table admire	singular	1	5	The boy beside the table admires the person .
The boy beside the table avoids	The boy beside the table avoid	singular	1	5	The boy beside the table avoids the person .
The boy beside the table knows	The boy beside the table know	singular	1	5	The boy beside the table knows the person .
The boy beside the table encourages	The boy beside the table encourage	singular	1	5	The boy beside the table encourages the person .
The boy beside the table stimulates	The boy beside the table stimulate	singular	1	5	The boy beside the table stimulates the person .
The boy beside the table discourages	The boy beside the table discourage	singular	1	5	The boy beside the table discourages the person .
The boy beside the table criticizes	The boy beside the table criticize	singular	1	5	The boy beside the table criticizes the person .
The boy beside the truck greets	The boy beside the truck greet	singular	1	5	The boy beside the truck greets the person .
The boy beside the truck observes	The boy beside the truck observe	singular	1	5	The boy beside the truck observes the person .
The boy beside the truck inspires	The boy beside the truck inspire	singular	1	5	The boy beside the truck inspires the person .
The boy beside the truck confuses	The boy beside the truck confuse	singular	1	5	The boy beside the truck confuses the person .
The boy beside the truck understands	The boy beside the truck understand	singular	1	5	The boy beside the truck understands the person .
The boy beside the truck remembers	The boy beside the truck remember	singular	1	5	The boy beside the truck remembers the person .
The boy beside the truck admires	The boy beside the truck admire	singular	1	5	The boy beside the truck admires the person .
The boy beside the truck avoids	The boy beside the truck avoid	singular	1	5	The boy beside the truck avoids the person .
The boy beside the truck knows	The boy beside the truck know	singular	1	5	The boy beside the truck knows the person .
The boy beside the truck encourages	The boy beside the truck encourage	singular	1	5	The boy beside the truck encourages the person .
The boy beside the truck stimulates	The boy beside the truck stimulate	singular	1	5	The boy beside the truck stimulates the person .
The boy beside the truck discourages	The boy beside the truck discourage	singular	1	5	The boy beside the truck discourages the person .
The boy beside the truck criticizes	The boy beside the truck criticize	singular	1	5	The boy beside the truck criticizes the person .
The boy beside the chair greets	The boy beside the chair greet	singular	1	5	The boy beside the chair greets the person .
The boy beside the chair observes	The boy beside the chair observe	singular	1	5	The boy beside the chair observes the person .
The boy beside the chair inspires	The boy beside the chair inspire	singular	1	5	The boy beside the chair inspires the person .
The boy beside the chair confuses	The boy beside the chair confuse	singular	1	5	The boy beside the chair confuses the person .
The boy beside the chair understands	The boy beside the chair understand	singular	1	5	The boy beside the chair understands the person .
The boy beside the chair remembers	The boy beside the chair remember	singular	1	5	The boy beside the chair remembers the person .
The boy beside the chair admires	The boy beside the chair admire	singular	1	5	The boy beside the chair admires the person .
The boy beside the chair avoids	The boy beside the chair avoid	singular	1	5	The boy beside the chair avoids the person .
The boy beside the chair knows	The boy beside the chair know	singular	1	5	The boy beside the chair knows the person .
The boy beside the chair encourages	The boy beside the chair encourage	singular	1	5	The boy beside the chair encourages the person .
The boy beside the chair stimulates	The boy beside the chair stimulate	singular	1	5	The boy beside the chair stimulates the person .
The boy beside the chair discourages	The boy beside the chair discourage	singular	1	5	The boy beside the chair discourages the person .
The boy beside the chair criticizes	The boy beside the chair criticize	singular	1	5	The boy beside the chair criticizes the person .
The boy beside the cat greets	The boy beside the cat greet	singular	1	5	The boy beside the cat greets the person .
The boy beside the cat observes	The boy beside the cat observe	singular	1	5	The boy beside the cat observes the person .
The boy beside the cat inspires	The boy beside the cat inspire	singular	1	5	The boy beside the cat inspires the person .
The boy beside the cat confuses	The boy beside the cat confuse	singular	1	5	The boy beside the cat confuses the person .
The boy beside the cat understands	The boy beside the cat understand	singular	1	5	The boy beside the cat understands the person .
The boy beside the cat remembers	The boy beside the cat remember	singular	1	5	The boy beside the cat remembers the person .
The boy beside the cat admires	The boy beside the cat admire	singular	1	5	The boy beside the cat admires the person .
The boy beside the cat avoids	The boy beside the cat avoid	singular	1	5	The boy beside the cat avoids the person .
The boy beside the cat knows	The boy beside the cat know	singular	1	5	The boy beside the cat knows the person .
The boy beside the cat encourages	The boy beside the cat encourage	singular	1	5	The boy beside the cat encourages the person .
The boy beside the cat stimulates	The boy beside the cat stimulate	singular	1	5	The boy beside the cat stimulates the person .
The boy beside the cat discourages	The boy beside the cat discourage	singular	1	5	The boy beside the cat discourages the person .
The boy beside the cat criticizes	The boy beside the cat criticize	singular	1	5	The boy beside the cat criticizes the person .
The boy beside the bike greets	The boy beside the bike greet	singular	1	5	The boy beside the bike greets the person .
The boy beside the bike observes	The boy beside the bike observe	singular	1	5	The boy beside the bike observes the person .
The boy beside the bike inspires	The boy beside the bike inspire	singular	1	5	The boy beside the bike inspires the person .
The boy beside the bike confuses	The boy beside the bike confuse	singular	1	5	The boy beside the bike confuses the person .
The boy beside the bike understands	The boy beside the bike understand	singular	1	5	The boy beside the bike understands the person .
The boy beside the bike remembers	The boy beside the bike remember	singular	1	5	The boy beside the bike remembers the person .
The boy beside the bike admires	The boy beside the bike admire	singular	1	5	The boy beside the bike admires the person .
The boy beside the bike avoids	The boy beside the bike avoid	singular	1	5	The boy beside the bike avoids the person .
The boy beside the bike knows	The boy beside the bike know	singular	1	5	The boy beside the bike knows the person .
The boy beside the bike encourages	The boy beside the bike encourage	singular	1	5	The boy beside the bike encourages the person .
The boy beside the bike stimulates	The boy beside the bike stimulate	singular	1	5	The boy beside the bike stimulates the person .
The boy beside the bike discourages	The boy beside the bike discourage	singular	1	5	The boy beside the bike discourages the person .
The boy beside the bike criticizes	The boy beside the bike criticize	singular	1	5	The boy beside the bike criticizes the person .
The boy under the window greets	The boy under the window greet	singular	1	5	The boy under the window greets the person .
The boy under the window observes	The boy under the window observe	singular	1	5	The boy under the window observes the person .
The boy under the window inspires	The boy under the window inspire	singular	1	5	The boy under the window inspires the person .
The boy under the window confuses	The boy under the window confuse	singular	1	5	The boy under the window confuses the person .
The boy under the window understands	The boy under the window understand	singular	1	5	The boy under the window understands the person .
The boy under the window remembers	The boy under the window remember	singular	1	5	The boy under the window remembers the person .
The boy under the window admires	The boy under the window admire	singular	1	5	The boy under the window admires the person .
The boy under the window avoids	The boy under the window avoid	singular	1	5	The boy under the window avoids the person .
The boy under the window knows	The boy under the window know	singular	1	5	The boy under the window knows the person .
The boy under the window encourages	The boy under the window encourage	singular	1	5	The boy under the window encourages the person .
The boy under the window stimulates	The boy under the window stimulate	singular	1	5	The boy under the window stimulates the person .
The boy under the window discourages	The boy under the window discourage	singular	1	5	The boy under the window discourages the person .
The boy under the window criticizes	The boy under the window criticize	singular	1	5	The boy under the window criticizes the person .
The boy under the desk greets	The boy under the desk greet	singular	1	5	The boy under the desk greets the person .
The boy under the desk observes	The boy under the desk observe	singular	1	5	The boy under the desk observes the person .
The boy under the desk inspires	The boy under the desk inspire	singular	1	5	The boy under the desk inspires the person .
The boy under the desk confuses	The boy under the desk confuse	singular	1	5	The boy under the desk confuses the person .
The boy under the desk understands	The boy under the desk understand	singular	1	5	The boy under the desk understands the person .
The boy under the desk remembers	The boy under the desk remember	singular	1	5	The boy under the desk remembers the person .
The boy under the desk admires	The boy under the desk admire	singular	1	5	The boy under the desk admires the person .
The boy under the desk avoids	The boy under the desk avoid	singular	1	5	The boy under the desk avoids the person .
The boy under the desk knows	The boy under the desk know	singular	1	5	The boy under the desk knows the person .
The boy under the desk encourages	The boy under the desk encourage	singular	1	5	The boy under the desk encourages the person .
The boy under the desk stimulates	The boy under the desk stimulate	singular	1	5	The boy under the desk stimulates the person .
The boy under the desk discourages	The boy under the desk discourage	singular	1	5	The boy under the desk discourages the person .
The boy under the desk criticizes	The boy under the desk criticize	singular	1	5	The boy under the desk criticizes the person .
The boy under the car greets	The boy under the car greet	singular	1	5	The boy under the car greets the person .
The boy under the car observes	The boy under the car observe	singular	1	5	The boy under the car observes the person .
The boy under the car inspires	The boy under the car inspire	singular	1	5	The boy under the car inspires the person .
The boy under the car confuses	The boy under the car confuse	singular	1	5	The boy under the car confuses the person .
The boy under the car understands	The boy under the car understand	singular	1	5	The boy under the car understands the person .
The boy under the car remembers	The boy under the car remember	singular	1	5	The boy under the car remembers the person .
The boy under the car admires	The boy under the car admire	singular	1	5	The boy under the car admires the person .
The boy under the car avoids	The boy under the car avoid	singular	1	5	The boy under the car avoids the person .
The boy under the car knows	The boy under the car know	singular	1	5	The boy under the car knows the person .
The boy under the car encourages	The boy under the car encourage	singular	1	5	The boy under the car encourages the person .
The boy under the car stimulates	The boy under the car stimulate	singular	1	5	The boy under the car stimulates the person .
The boy under the car discourages	The boy under the car discourage	singular	1	5	The boy under the car discourages the person .
The boy under the car criticizes	The boy under the car criticize	singular	1	5	The boy under the car criticizes the person .
The boy under the dog greets	The boy under the dog greet	singular	1	5	The boy under the dog greets the person .
The boy under the dog observes	The boy under the dog observe	singular	1	5	The boy under the dog observes the person .
The boy under the dog inspires	The boy under the dog inspire	singular	1	5	The boy under the dog inspires the person .
The boy under the dog confuses	The boy under the dog confuse	singular	1	5	The boy under the dog confuses the person .
The boy under the dog understands	The boy under the dog understand	singular	1	5	The boy under the dog understands the person .
The boy under the dog remembers	The boy under the dog remember	singular	1	5	The boy under the dog remembers the person .
The boy under the dog admires	The boy under the dog admire	singular	1	5	The boy under the dog admires the person .
The boy under the dog avoids	The boy under the dog avoid	singular	1	5	The boy under the dog avoids the person .
The boy under the dog knows	The boy under the dog know	singular	1	5	The boy under the dog knows the person .
The boy under the dog encourages	The boy under the dog encourage	singular	1	5	The boy under the dog encourages the person .
The boy under the dog stimulates	The boy under the dog stimulate	singular	1	5	The boy under the dog stimulates the person .
The boy under the dog discourages	The boy under the dog discourage	singular	1	5	The boy under the dog discourages the person .
The boy under the dog criticizes	The boy under the dog criticize	singular	1	5	The boy under the dog criticizes the person .
The boy under the tree greets	The boy under the tree greet	singular	1	5	The boy under the tree greets the person .
The boy under the tree observes	The boy under the tree observe	singular	1	5	The boy under the tree observes the person .
The boy under the tree inspires	The boy under the tree inspire	singular	1	5	The boy under the tree inspires the person .
The boy under the tree confuses	The boy under the tree confuse	singular	1	5	The boy under the tree confuses the person .
The boy under the tree understands	The boy under the tree understand	singular	1	5	The boy under the tree understands the person .
The boy under the tree remembers	The boy under the tree remember	singular	1	5	The boy under the tree remembers the person .
The boy under the tree admires	The boy under the tree admire	singular	1	5	The boy under the tree admires the person .
The boy under the tree avoids	The boy under the tree avoid	singular	1	5	The boy under the tree avoids the person .
The boy under the tree knows	The boy under the tree know	singular	1	5	The boy under the tree knows the person .
The boy under the tree encourages	The boy under the tree encourage	singular	1	5	The boy under the tree encourages the person .
The boy under the tree stimulates	The boy under the tree stimulate	singular	1	5	The boy under the tree stimulates the person .
The boy under the tree discourages	The boy under the tree discourage	singular	1	5	The boy under the tree discourages the person .
The boy under the tree criticizes	The boy under the tree criticize	singular	1	5	The boy under the tree criticizes the person .
The boy under the table greets	The boy under the table greet	singular	1	5	The boy under the table greets the person .
The boy under the table observes	The boy under the table observe	singular	1	5	The boy under the table observes the person .
The boy under the table inspires	The boy under the table inspire	singular	1	5	The boy under the table inspires the person .
The boy under the table confuses	The boy under the table confuse	singular	1	5	The boy under the table confuses the person .
The boy under the table understands	The boy under the table understand	singular	1	5	The boy under the table understands the person .
The boy under the table remembers	The boy under the table remember	singular	1	5	The boy under the table remembers the person .
The boy under the table admires	The boy under the table admire	singular	1	5	The boy under the table admires the person .
The boy under the table avoids	The boy under the table avoid	singular	1	5	The boy under the table avoids the person .
The boy under the table knows	The boy under the table know	singular	1	5	The boy under the table knows the person .
The boy under the table encourages	The boy under the table encourage	singular	1	5	The boy under the table encourages the person .
The boy under the table stimulates	The boy under the table stimulate	singular	1	5	The boy under the table stimulates the person .
The boy under the table discourages	The boy under the table discourage	singular	1	5	The boy under the table discourages the person .
The boy under the table criticizes	The boy under the table criticize	singular	1	5	The boy under the table criticizes the person .
The boy under the truck greets	The boy under the truck greet	singular	1	5	The boy under the truck greets the person .
The boy under the truck observes	The boy under the truck observe	singular	1	5	The boy under the truck observes the person .
The boy under the truck inspires	The boy under the truck inspire	singular	1	5	The boy under the truck inspires the person .
The boy under the truck confuses	The boy under the truck confuse	singular	1	5	The boy under the truck confuses the person .
The boy under the truck understands	The boy under the truck understand	singular	1	5	The boy under the truck understands the person .
The boy under the truck remembers	The boy under the truck remember	singular	1	5	The boy under the truck remembers the person .
The boy under the truck admires	The boy under the truck admire	singular	1	5	The boy under the truck admires the person .
The boy under the truck avoids	The boy under the truck avoid	singular	1	5	The boy under the truck avoids the person .
The boy under the truck knows	The boy under the truck know	singular	1	5	The boy under the truck knows the person .
The boy under the truck encourages	The boy under the truck encourage	singular	1	5	The boy under the truck encourages the person .
The boy under the truck stimulates	The boy under the truck stimulate	singular	1	5	The boy under the truck stimulates the person .
The boy under the truck discourages	The boy under the truck discourage	singular	1	5	The boy under the truck discourages the person .
The boy under the truck criticizes	The boy under the truck criticize	singular	1	5	The boy under the truck criticizes the person .
The boy under the chair greets	The boy under the chair greet	singular	1	5	The boy under the chair greets the person .
The boy under the chair observes	The boy under the chair observe	singular	1	5	The boy under the chair observes the person .
The boy under the chair inspires	The boy under the chair inspire	singular	1	5	The boy under the chair inspires the person .
The boy under the chair confuses	The boy under the chair confuse	singular	1	5	The boy under the chair confuses the person .
The boy under the chair understands	The boy under the chair understand	singular	1	5	The boy under the chair understands the person .
The boy under the chair remembers	The boy under the chair remember	singular	1	5	The boy under the chair remembers the person .
The boy under the chair admires	The boy under the chair admire	singular	1	5	The boy under the chair admires the person .
The boy under the chair avoids	The boy under the chair avoid	singular	1	5	The boy under the chair avoids the person .
The boy under the chair knows	The boy under the chair know	singular	1	5	The boy under the chair knows the person .
The boy under the chair encourages	The boy under the chair encourage	singular	1	5	The boy under the chair encourages the person .
The boy under the chair stimulates	The boy under the chair stimulate	singular	1	5	The boy under the chair stimulates the person .
The boy under the chair discourages	The boy under the chair discourage	singular	1	5	The boy under the chair discourages the person .
The boy under the chair criticizes	The boy under the chair criticize	singular	1	5	The boy under the chair criticizes the person .
The boy under the cat greets	The boy under the cat greet	singular	1	5	The boy under the cat greets the person .
The boy under the cat observes	The boy under the cat observe	singular	1	5	The boy under the cat observes the person .
The boy under the cat inspires	The boy under the cat inspire	singular	1	5	The boy under the cat inspires the person .
The boy under the cat confuses	The boy under the cat confuse	singular	1	5	The boy under the cat confuses the person .
The boy under the cat understands	The boy under the cat understand	singular	1	5	The boy under the cat understands the person .
The boy under the cat remembers	The boy under the cat remember	singular	1	5	The boy under the cat remembers the person .
The boy under the cat admires	The boy under the cat admire	singular	1	5	The boy under the cat admires the person .
The boy under the cat avoids	The boy under the cat avoid	singular	1	5	The boy under the cat avoids the person .
The boy under the cat knows	The boy under the cat know	singular	1	5	The boy under the cat knows the person .
The boy under the cat encourages	The boy under the cat encourage	singular	1	5	The boy under the cat encourages the person .
The boy under the cat stimulates	The boy under the cat stimulate	singular	1	5	The boy under the cat stimulates the person .
The boy under the cat discourages	The boy under the cat discourage	singular	1	5	The boy under the cat discourages the person .
The boy under the cat criticizes	The boy under the cat criticize	singular	1	5	The boy under the cat criticizes the person .
The boy under the bike greets	The boy under the bike greet	singular	1	5	The boy under the bike greets the person .
The boy under the bike observes	The boy under the bike observe	singular	1	5	The boy under the bike observes the person .
The boy under the bike inspires	The boy under the bike inspire	singular	1	5	The boy under the bike inspires the person .
The boy under the bike confuses	The boy under the bike confuse	singular	1	5	The boy under the bike confuses the person .
The boy under the bike understands	The boy under the bike understand	singular	1	5	The boy under the bike understands the person .
The boy under the bike remembers	The boy under the bike remember	singular	1	5	The boy under the bike remembers the person .
The boy under the bike admires	The boy under the bike admire	singular	1	5	The boy under the bike admires the person .
The boy under the bike avoids	The boy under the bike avoid	singular	1	5	The boy under the bike avoids the person .
The boy under the bike knows	The boy under the bike know	singular	1	5	The boy under the bike knows the person .
The boy under the bike encourages	The boy under the bike encourage	singular	1	5	The boy under the bike encourages the person .
The boy under the bike stimulates	The boy under the bike stimulate	singular	1	5	The boy under the bike stimulates the person .
The boy under the bike discourages	The boy under the bike discourage	singular	1	5	The boy under the bike discourages the person .
The boy under the bike criticizes	The boy under the bike criticize	singular	1	5	The boy under the bike criticizes the person .
The boy behind the window greets	The boy behind the window greet	singular	1	5	The boy behind the window greets the person .
The boy behind the window observes	The boy behind the window observe	singular	1	5	The boy behind the window observes the person .
The boy behind the window inspires	The boy behind the window inspire	singular	1	5	The boy behind the window inspires the person .
The boy behind the window confuses	The boy behind the window confuse	singular	1	5	The boy behind the window confuses the person .
The boy behind the window understands	The boy behind the window understand	singular	1	5	The boy behind the window understands the person .
The boy behind the window remembers	The boy behind the window remember	singular	1	5	The boy behind the window remembers the person .
The boy behind the window admires	The boy behind the window admire	singular	1	5	The boy behind the window admires the person .
The boy behind the window avoids	The boy behind the window avoid	singular	1	5	The boy behind the window avoids the person .
The boy behind the window knows	The boy behind the window know	singular	1	5	The boy behind the window knows the person .
The boy behind the window encourages	The boy behind the window encourage	singular	1	5	The boy behind the window encourages the person .
The boy behind the window stimulates	The boy behind the window stimulate	singular	1	5	The boy behind the window stimulates the person .
The boy behind the window discourages	The boy behind the window discourage	singular	1	5	The boy behind the window discourages the person .
The boy behind the window criticizes	The boy behind the window criticize	singular	1	5	The boy behind the window criticizes the person .
The boy behind the desk greets	The boy behind the desk greet	singular	1	5	The boy behind the desk greets the person .
The boy behind the desk observes	The boy behind the desk observe	singular	1	5	The boy behind the desk observes the person .
The boy behind the desk inspires	The boy behind the desk inspire	singular	1	5	The boy behind the desk inspires the person .
The boy behind the desk confuses	The boy behind the desk confuse	singular	1	5	The boy behind the desk confuses the person .
The boy behind the desk understands	The boy behind the desk understand	singular	1	5	The boy behind the desk understands the person .
The boy behind the desk remembers	The boy behind the desk remember	singular	1	5	The boy behind the desk remembers the person .
The boy behind the desk admires	The boy behind the desk admire	singular	1	5	The boy behind the desk admires the person .
The boy behind the desk avoids	The boy behind the desk avoid	singular	1	5	The boy behind the desk avoids the person .
The boy behind the desk knows	The boy behind the desk know	singular	1	5	The boy behind the desk knows the person .
The boy behind the desk encourages	The boy behind the desk encourage	singular	1	5	The boy behind the desk encourages the person .
The boy behind the desk stimulates	The boy behind the desk stimulate	singular	1	5	The boy behind the desk stimulates the person .
The boy behind the desk discourages	The boy behind the desk discourage	singular	1	5	The boy behind the desk discourages the person .
The boy behind the desk criticizes	The boy behind the desk criticize	singular	1	5	The boy behind the desk criticizes the person .
The boy behind the car greets	The boy behind the car greet	singular	1	5	The boy behind the car greets the person .
The boy behind the car observes	The boy behind the car observe	singular	1	5	The boy behind the car observes the person .
The boy behind the car inspires	The boy behind the car inspire	singular	1	5	The boy behind the car inspires the person .
The boy behind the car confuses	The boy behind the car confuse	singular	1	5	The boy behind the car confuses the person .
The boy behind the car understands	The boy behind the car understand	singular	1	5	The boy behind the car understands the person .
The boy behind the car remembers	The boy behind the car remember	singular	1	5	The boy behind the car remembers the person .
The boy behind the car admires	The boy behind the car admire	singular	1	5	The boy behind the car admires the person .
The boy behind the car avoids	The boy behind the car avoid	singular	1	5	The boy behind the car avoids the person .
The boy behind the car knows	The boy behind the car know	singular	1	5	The boy behind the car knows the person .
The boy behind the car encourages	The boy behind the car encourage	singular	1	5	The boy behind the car encourages the person .
The boy behind the car stimulates	The boy behind the car stimulate	singular	1	5	The boy behind the car stimulates the person .
The boy behind the car discourages	The boy behind the car discourage	singular	1	5	The boy behind the car discourages the person .
The boy behind the car criticizes	The boy behind the car criticize	singular	1	5	The boy behind the car criticizes the person .
The boy behind the dog greets	The boy behind the dog greet	singular	1	5	The boy behind the dog greets the person .
The boy behind the dog observes	The boy behind the dog observe	singular	1	5	The boy behind the dog observes the person .
The boy behind the dog inspires	The boy behind the dog inspire	singular	1	5	The boy behind the dog inspires the person .
The boy behind the dog confuses	The boy behind the dog confuse	singular	1	5	The boy behind the dog confuses the person .
The boy behind the dog understands	The boy behind the dog understand	singular	1	5	The boy behind the dog understands the person .
The boy behind the dog remembers	The boy behind the dog remember	singular	1	5	The boy behind the dog remembers the person .
The boy behind the dog admires	The boy behind the dog admire	singular	1	5	The boy behind the dog admires the person .
The boy behind the dog avoids	The boy behind the dog avoid	singular	1	5	The boy behind the dog avoids the person .
The boy behind the dog knows	The boy behind the dog know	singular	1	5	The boy behind the dog knows the person .
The boy behind the dog encourages	The boy behind the dog encourage	singular	1	5	The boy behind the dog encourages the person .
The boy behind the dog stimulates	The boy behind the dog stimulate	singular	1	5	The boy behind the dog stimulates the person .
The boy behind the dog discourages	The boy behind the dog discourage	singular	1	5	The boy behind the dog discourages the person .
The boy behind the dog criticizes	The boy behind the dog criticize	singular	1	5	The boy behind the dog criticizes the person .
The boy behind the tree greets	The boy behind the tree greet	singular	1	5	The boy behind the tree greets the person .
The boy behind the tree observes	The boy behind the tree observe	singular	1	5	The boy behind the tree observes the person .
The boy behind the tree inspires	The boy behind the tree inspire	singular	1	5	The boy behind the tree inspires the person .
The boy behind the tree confuses	The boy behind the tree confuse	singular	1	5	The boy behind the tree confuses the person .
The boy behind the tree understands	The boy behind the tree understand	singular	1	5	The boy behind the tree understands the person .
The boy behind the tree remembers	The boy behind the tree remember	singular	1	5	The boy behind the tree remembers the person .
The boy behind the tree admires	The boy behind the tree admire	singular	1	5	The boy behind the tree admires the person .
The boy behind the tree avoids	The boy behind the tree avoid	singular	1	5	The boy behind the tree avoids the person .
The boy behind the tree knows	The boy behind the tree know	singular	1	5	The boy behind the tree knows the person .
The boy behind the tree encourages	The boy behind the tree encourage	singular	1	5	The boy behind the tree encourages the person .
The boy behind the tree stimulates	The boy behind the tree stimulate	singular	1	5	The boy behind the tree stimulates the person .
The boy behind the tree discourages	The boy behind the tree discourage	singular	1	5	The boy behind the tree discourages the person .
The boy behind the tree criticizes	The boy behind the tree criticize	singular	1	5	The boy behind the tree criticizes the person .
