agreement	disagreement	number	subject_index	verb_index	completed
De dichter verwart	De dichter verwarren	singular	1	2	De dichter verwart de persoon bewust.
De dichter stimuleert	De dichter stimuleren	singular	1	2	De dichter stimuleert de persoon openlijk.
De dichter stimuleert	De dichter stimuleren	singular	1	2	De dichter stimuleert de persoon voorzichtig.
De dichter stimuleert	De dichter stimuleren	singular	1	2	De dichter stimuleert de persoon waarschijnlijk.
De dichter stimuleert	De dichter stimuleren	singular	1	2	De dichter stimuleert de persoon publiekelijk.
De dichter stimuleert	De dichter stimuleren	singular	1	2	De dichter stimuleert de persoon zeker.
De dichter stimuleert	De dichter stimuleren	singular	1	2	De dichter stimuleert de persoon bewust.
De dichter onthoudt	De dichter onthouden	singular	1	2	De dichter onthoudt de persoon openlijk.
De dichter onthoudt	De dichter onthouden	singular	1	2	De dichter onthoudt de persoon voorzichtig.
De dichter onthoudt	De dichter onthouden	singular	1	2	De dichter onthoudt de persoon waarschijnlijk.
De dichter onthoudt	De dichter onthouden	singular	1	2	De dichter onthoudt de persoon publiekelijk.
De dichter onthoudt	De dichter onthouden	singular	1	2	De dichter onthoudt de persoon zeker.
De dichter onthoudt	De dichter onthouden	singular	1	2	De dichter onthoudt de persoon bewust.
De dichter bemoedigt	De dichter bemoedigen	singular	1	2	De dichter bemoedigt de persoon openlijk.
De dichter bemoedigt	De dichter bemoedigen	singular	1	2	De dichter bemoedigt de persoon voorzichtig.
De dichter bemoedigt	De dichter bemoedigen	singular	1	2	De dichter bemoedigt de persoon waarschijnlijk.
De dichter bemoedigt	De dichter bemoedigen	singular	1	2	De dichter bemoedigt de persoon publiekelijk.
De dichter bemoedigt	De dichter bemoedigen	singular	1	2	De dichter bemoedigt de persoon zeker.
De dichter bemoedigt	De dichter bemoedigen	singular	1	2	De dichter bemoedigt de persoon bewust.
De dichter observeert	De dichter observeren	singular	1	2	De dichter observeert de persoon openlijk.
De dichter observeert	De dichter observeren	singular	1	2	De dichter observeert de persoon voorzichtig.
De dichter observeert	De dichter observeren	singular	1	2	De dichter observeert de persoon waarschijnlijk.
De dichter observeert	De dichter observeren	singular	1	2	De dichter observeert de persoon publiekelijk.
De dichter observeert	De dichter observeren	singular	1	2	De dichter observeert de persoon zeker.
De dichter observeert	De dichter observeren	singular	1	2	De dichter observeert de persoon bewust.
De dichter begrijpt	De dichter begrijpen	singular	1	2	De dichter begrijpt de persoon openlijk.
De dichter begrijpt	De dichter begrijpen	singular	1	2	De dichter begrijpt de persoon voorzichtig.
De dichter begrijpt	De dichter begrijpen	singular	1	2	De dichter begrijpt de persoon waarschijnlijk.
De dichter begrijpt	De dichter begrijpen	singular	1	2	De dichter begrijpt de persoon publiekelijk.
De dichter begrijpt	De dichter begrijpen	singular	1	2	De dichter begrijpt de persoon zeker.
De dichter begrijpt	De dichter begrijpen	singular	1	2	De dichter begrijpt de persoon bewust.
De dichter groet	De dichter groeten	singular	1	2	De dichter groet de persoon openlijk.
De dichter groet	De dichter groeten	singular	1	2	De dichter groet de persoon voorzichtig.
De dichter groet	De dichter groeten	singular	1	2	De dichter groet de persoon waarschijnlijk.
De dichter groet	De dichter groeten	singular	1	2	De dichter groet de persoon publiekelijk.
De dichter groet	De dichter groeten	singular	1	2	De dichter groet de persoon zeker.
De dichter groet	De dichter groeten	singular	1	2	De dichter groet de persoon bewust.
De dichter bekritiseert	De dichter bekritiseren	singular	1	2	De dichter bekritiseert de persoon openlijk.
De dichter bekritiseert	De dichter bekritiseren	singular	1	2	De dichter bekritiseert de persoon voorzichtig.
De dichter bekritiseert	De dichter bekritiseren	singular	1	2	De dichter bekritiseert de persoon waarschijnlijk.
De dichter bekritiseert	De dichter bekritiseren	singular	1	2	De dichter bekritiseert de persoon publiekelijk.
De dichter bekritiseert	De dichter bekritiseren	singular	1	2	De dichter bekritiseert de persoon zeker.
De dichter bekritiseert	De dichter bekritiseren	singular	1	2	De dichter bekritiseert de persoon bewust.
De dichter ontmoedigt	De dichter ontmoedigen	singular	1	2	De dichter ontmoedigt de persoon openlijk.
De dichter ontmoedigt	De dichter ontmoedigen	singular	1	2	De dichter ontmoedigt de persoon voorzichtig.
De dichter ontmoedigt	De dichter ontmoedigen	singular	1	2	De dichter ontmoedigt de persoon waarschijnlijk.
De dichter ontmoedigt	De dichter ontmoedigen	singular	1	2	De dichter ontmoedigt de persoon publiekelijk.
De dichter ontmoedigt	De dichter ontmoedigen	singular	1	2	De dichter ontmoedigt de persoon zeker.
De dichter ontmoedigt	De dichter ontmoedigen	singular	1	2	De dichter ontmoedigt de persoon bewust.
Het slachtoffer bewondert	Het slachtoffer bewonderen	singular	1	2	Het slachtoffer bewondert de persoon openlijk.
Het slachtoffer bewondert	Het slachtoffer bewonderen	singular	1	2	Het slachtoffer bewondert de persoon voorzichtig.
Het slachtoffer bewondert	Het slachtoffer bewonderen	singular	1	2	Het slachtoffer bewondert de persoon waarschijnlijk.
Het slachtoffer bewondert	Het slachtoffer bewonderen	singular	1	2	Het slachtoffer bewondert de persoon publiekelijk.
Het slachtoffer bewondert	Het slachtoffer bewonderen	singular	1	2	Het slachtoffer bewondert de persoon zeker.
Het slachtoffer bewondert	Het slachtoffer bewonderen	singular	1	2	Het slachtoffer bewondert de persoon bewust.
Het slachtoffer vermijdt	Het slachtoffer vermijden	singular	1	2	Het slachtoffer vermijdt de persoon openlijk.
Het slachtoffer vermijdt	Het slachtoffer vermijden	singular	1	2	Het slachtoffer vermijdt de persoon voorzichtig.
Het slachtoffer vermijdt	Het slachtoffer vermijden	singular	1	2	Het slachtoffer vermijdt de persoon waarschijnlijk.
Het slachtoffer vermijdt	Het slachtoffer vermijden	singular	1	2	Het slachtoffer vermijdt de persoon publiekelijk.
Het slachtoffer vermijdt	Het slachtoffer vermijden	singular	1	2	Het slachtoffer vermijdt de persoon zeker.
Het slachtoffer vermijdt	Het slachtoffer vermijden	singular	1	2	Het slachtoffer vermijdt de persoon bewust.
Het slachtoffer inspireert	Het slachtoffer inspireren	singular	1	2	Het slachtoffer inspireert de persoon openlijk.
Het slachtoffer inspireert	Het slachtoffer inspireren	singular	1	2	Het slachtoffer inspireert de persoon voorzichtig.
Het slachtoffer inspireert	Het slachtoffer inspireren	singular	1	2	Het slachtoffer inspireert de persoon waarschijnlijk.
Het slachtoffer inspireert	Het slachtoffer inspireren	singular	1	2	Het slachtoffer inspireert de persoon publiekelijk.
Het slachtoffer inspireert	Het slachtoffer inspireren	singular	1	2	Het slachtoffer inspireert de persoon zeker.
Het slachtoffer inspireert	Het slachtoffer inspireren	singular	1	2	Het slachtoffer inspireert de persoon bewust.
Het slachtoffer kent	Het slachtoffer kennen	singular	1	2	Het slachtoffer kent de persoon openlijk.
Het slachtoffer kent	Het slachtoffer kennen	singular	1	2	Het slachtoffer kent de persoon voorzichtig.
Het slachtoffer kent	Het slachtoffer kennen	singular	1	2	Het slachtoffer kent de persoon waarschijnlijk.
Het slachtoffer kent	Het slachtoffer kennen	singular	1	2	Het slachtoffer kent de persoon publiekelijk.
Het slachtoffer kent	Het slachtoffer kennen	singular	1	2	Het slachtoffer kent de persoon zeker.
Het slachtoffer kent	Het slachtoffer kennen	singular	1	2	Het slachtoffer kent de persoon bewust.
Het slachtoffer verwart	Het slachtoffer verwarren	singular	1	2	Het slachtoffer verwart de persoon openlijk.
Het slachtoffer verwart	Het slachtoffer verwarren	singular	1	2	Het slachtoffer verwart de persoon voorzichtig.
Het slachtoffer verwart	Het slachtoffer verwarren	singular	1	2	Het slachtoffer verwart de persoon waarschijnlijk.
Het slachtoffer verwart	Het slachtoffer verwarren	singular	1	2	Het slachtoffer verwart de persoon publiekelijk.
Het slachtoffer verwart	Het slachtoffer verwarren	singular	1	2	Het slachtoffer verwart de persoon zeker.
Het slachtoffer verwart	Het slachtoffer verwarren	singular	1	2	Het slachtoffer verwart de persoon bewust.
Het slachtoffer stimuleert	Het slachtoffer stimuleren	singular	1	2	Het slachtoffer stimuleert de persoon openlijk.
Het slachtoffer stimuleert	Het slachtoffer stimuleren	singular	1	2	Het slachtoffer stimuleert de persoon voorzichtig.
Het slachtoffer stimuleert	Het slachtoffer stimuleren	singular	1	2	Het slachtoffer stimuleert de persoon waarschijnlijk.
Het slachtoffer stimuleert	Het slachtoffer stimuleren	singular	1	2	Het slachtoffer stimuleert de persoon publiekelijk.
Het slachtoffer stimuleert	Het slachtoffer stimuleren	singular	1	2	Het slachtoffer stimuleert de persoon zeker.
Het slachtoffer stimuleert	Het slachtoffer stimuleren	singular	1	2	Het slachtoffer stimuleert de persoon bewust.
Het slachtoffer onthoudt	Het slachtoffer onthouden	singular	1	2	Het slachtoffer onthoudt de persoon openlijk.
Het slachtoffer onthoudt	Het slachtoffer onthouden	singular	1	2	Het slachtoffer onthoudt de persoon voorzichtig.
Het slachtoffer onthoudt	Het slachtoffer onthouden	singular	1	2	Het slachtoffer onthoudt de persoon waarschijnlijk.
Het slachtoffer onthoudt	Het slachtoffer onthouden	singular	1	2	Het slachtoffer onthoudt de persoon publiekelijk.
Het slachtoffer onthoudt	Het slachtoffer onthouden	singular	1	2	Het slachtoffer onthoudt de persoon zeker.
Het slachtoffer onthoudt	Het slachtoffer onthouden	singular	1	2	Het slachtoffer onthoudt de persoon bewust.
Het slachtoffer bemoedigt	Het slachtoffer bemoedigen	singular	1	2	Het slachtoffer bemoedigt de persoon openlijk.
Het slachtoffer bemoedigt	Het slachtoffer bemoedigen	singular	1	2	Het slachtoffer bemoedigt de persoon voorzichtig.
Het slachtoffer bemoedigt	Het slachtoffer bemoedigen	singular	1	2	Het slachtoffer bemoedigt de persoon waarschijnlijk.
Het slachtoffer bemoedigt	Het slachtoffer bemoedigen	singular	1	2	Het slachtoffer bemoedigt de persoon publiekelijk.
Het slachtoffer bemoedigt	Het slachtoffer bemoedigen	singular	1	2	Het slachtoffer bemoedigt de persoon zeker.
Het slachtoffer bemoedigt	Het slachtoffer bemoedigen	singular	1	2	Het slachtoffer bemoedigt de persoon bewust.
Het slachtoffer observeert	Het slachtoffer observeren	singular	1	2	Het slachtoffer observeert de persoon openlijk.
Het slachtoffer observeert	Het slachtoffer observeren	singular	1	2	Het slachtoffer observeert de persoon voorzichtig.
Het slachtoffer observeert	Het slachtoffer observeren	singular	1	2	Het slachtoffer observeert de persoon waarschijnlijk.
Het slachtoffer observeert	Het slachtoffer observeren	singular	1	2	Het slachtoffer observeert de persoon publiekelijk.
Het slachtoffer observeert	Het slachtoffer observeren	singular	1	2	Het slachtoffer observeert de persoon zeker.
Het slachtoffer observeert	Het slachtoffer observeren	singular	1	2	Het slachtoffer observeert de persoon bewust.
Het slachtoffer begrijpt	Het slachtoffer begrijpen	singular	1	2	Het slachtoffer begrijpt de persoon openlijk.
Het slachtoffer begrijpt	Het slachtoffer begrijpen	singular	1	2	Het slachtoffer begrijpt de persoon voorzichtig.
Het slachtoffer begrijpt	Het slachtoffer begrijpen	singular	1	2	Het slachtoffer begrijpt de persoon waarschijnlijk.
Het slachtoffer begrijpt	Het slachtoffer begrijpen	singular	1	2	Het slachtoffer begrijpt de persoon publiekelijk.
Het slachtoffer begrijpt	Het slachtoffer begrijpen	singular	1	2	Het slachtoffer begrijpt de persoon zeker.
Het slachtoffer begrijpt	Het slachtoffer begrijpen	singular	1	2	Het slachtoffer begrijpt de persoon bewust.
Het slachtoffer groet	Het slachtoffer groeten	singular	1	2	Het slachtoffer groet de persoon openlijk.
Het slachtoffer groet	Het slachtoffer groeten	singular	1	2	Het slachtoffer groet de persoon voorzichtig.
Het slachtoffer groet	Het slachtoffer groeten	singular	1	2	Het slachtoffer groet de persoon waarschijnlijk.
Het slachtoffer groet	Het slachtoffer groeten	singular	1	2	Het slachtoffer groet de persoon publiekelijk.
Het slachtoffer groet	Het slachtoffer groeten	singular	1	2	Het slachtoffer groet de persoon zeker.
Het slachtoffer groet	Het slachtoffer groeten	singular	1	2	Het slachtoffer groet de persoon bewust.
Het slachtoffer bekritiseert	Het slachtoffer bekritiseren	singular	1	2	Het slachtoffer bekritiseert de persoon openlijk.
Het slachtoffer bekritiseert	Het slachtoffer bekritiseren	singular	1	2	Het slachtoffer bekritiseert de persoon voorzichtig.
Het slachtoffer bekritiseert	Het slachtoffer bekritiseren	singular	1	2	Het slachtoffer bekritiseert de persoon waarschijnlijk.
Het slachtoffer bekritiseert	Het slachtoffer bekritiseren	singular	1	2	Het slachtoffer bekritiseert de persoon publiekelijk.
Het slachtoffer bekritiseert	Het slachtoffer bekritiseren	singular	1	2	Het slachtoffer bekritiseert de persoon zeker.
Het slachtoffer bekritiseert	Het slachtoffer bekritiseren	singular	1	2	Het slachtoffer bekritiseert de persoon bewust.
Het slachtoffer ontmoedigt	Het slachtoffer ontmoedigen	singular	1	2	Het slachtoffer ontmoedigt de persoon openlijk.
Het slachtoffer ontmoedigt	Het slachtoffer ontmoedigen	singular	1	2	Het slachtoffer ontmoedigt de persoon voorzichtig.
Het slachtoffer ontmoedigt	Het slachtoffer ontmoedigen	singular	1	2	Het slachtoffer ontmoedigt de persoon waarschijnlijk.
Het slachtoffer ontmoedigt	Het slachtoffer ontmoedigen	singular	1	2	Het slachtoffer ontmoedigt de persoon publiekelijk.
Het slachtoffer ontmoedigt	Het slachtoffer ontmoedigen	singular	1	2	Het slachtoffer ontmoedigt de persoon zeker.
Het slachtoffer ontmoedigt	Het slachtoffer ontmoedigen	singular	1	2	Het slachtoffer ontmoedigt de persoon bewust.
De man bewondert	De man bewonderen	singular	1	2	De man bewondert de persoon openlijk.
De man bewondert	De man bewonderen	singular	1	2	De man bewondert de persoon voorzichtig.
De man bewondert	De man bewonderen	singular	1	2	De man bewondert de persoon waarschijnlijk.
De man bewondert	De man bewonderen	singular	1	2	De man bewondert de persoon publiekelijk.
De man bewondert	De man bewonderen	singular	1	2	De man bewondert de persoon zeker.
De man bewondert	De man bewonderen	singular	1	2	De man bewondert de persoon bewust.
De man vermijdt	De man vermijden	singular	1	2	De man vermijdt de persoon openlijk.
De man vermijdt	De man vermijden	singular	1	2	De man vermijdt de persoon voorzichtig.
De man vermijdt	De man vermijden	singular	1	2	De man vermijdt de persoon waarschijnlijk.
De man vermijdt	De man vermijden	singular	1	2	De man vermijdt de persoon publiekelijk.
De man vermijdt	De man vermijden	singular	1	2	De man vermijdt de persoon zeker.
De man vermijdt	De man vermijden	singular	1	2	De man vermijdt de persoon bewust.
De man inspireert	De man inspireren	singular	1	2	De man inspireert de persoon openlijk.
De man inspireert	De man inspireren	singular	1	2	De man inspireert de persoon voorzichtig.
De man inspireert	De man inspireren	singular	1	2	De man inspireert de persoon waarschijnlijk.
De man inspireert	De man inspireren	singular	1	2	De man inspireert de persoon publiekelijk.
De man inspireert	De man inspireren	singular	1	2	De man inspireert de persoon zeker.
De man inspireert	De man inspireren	singular	1	2	De man inspireert de persoon bewust.
De man kent	De man kennen	singular	1	2	De man kent de persoon openlijk.
De man kent	De man kennen	singular	1	2	De man kent de persoon voorzichtig.
De man kent	De man kennen	singular	1	2	De man kent de persoon waarschijnlijk.
De man kent	De man kennen	singular	1	2	De man kent de persoon publiekelijk.
De man kent	De man kennen	singular	1	2	De man kent de persoon zeker.
De man kent	De man kennen	singular	1	2	De man kent de persoon bewust.
De man verwart	De man verwarren	singular	1	2	De man verwart de persoon openlijk.
De man verwart	De man verwarren	singular	1	2	De man verwart de persoon voorzichtig.
De man verwart	De man verwarren	singular	1	2	De man verwart de persoon waarschijnlijk.
De man verwart	De man verwarren	singular	1	2	De man verwart de persoon publiekelijk.
De man verwart	De man verwarren	singular	1	2	De man verwart de persoon zeker.
De man verwart	De man verwarren	singular	1	2	De man verwart de persoon bewust.
De man stimuleert	De man stimuleren	singular	1	2	De man stimuleert de persoon openlijk.
De man stimuleert	De man stimuleren	singular	1	2	De man stimuleert de persoon voorzichtig.
De man stimuleert	De man stimuleren	singular	1	2	De man stimuleert de persoon waarschijnlijk.
De man stimuleert	De man stimuleren	singular	1	2	De man stimuleert de persoon publiekelijk.
De man stimuleert	De man stimuleren	singular	1	2	De man stimuleert de persoon zeker.
De man stimuleert	De man stimuleren	singular	1	2	De man stimuleert de persoon bewust.
De man onthoudt	De man onthouden	singular	1	2	De man onthoudt de persoon openlijk.
De man onthoudt	De man onthouden	singular	1	2	De man onthoudt de persoon voorzichtig.
De man onthoudt	De man onthouden	singular	1	2	De man onthoudt de persoon waarschijnlijk.
De man onthoudt	De man onthouden	singular	1	2	De man onthoudt de persoon publiekelijk.
De man onthoudt	De man onthouden	singular	1	2	De man onthoudt de persoon zeker.
De man onthoudt	De man onthouden	singular	1	2	De man onthoudt de persoon bewust.
De man bemoedigt	De man bemoedigen	singular	1	2	De man bemoedigt de persoon openlijk.
De man bemoedigt	De man bemoedigen	singular	1	2	De man bemoedigt de persoon voorzichtig.
De man bemoedigt	De man bemoedigen	singular	1	2	De man bemoedigt de persoon waarschijnlijk.
De man bemoedigt	De man bemoedigen	singular	1	2	De man bemoedigt de persoon publiekelijk.
De man bemoedigt	De man bemoedigen	singular	1	2	De man bemoedigt de persoon zeker.
De man bemoedigt	De man bemoedigen	singular	1	2	De man bemoedigt de persoon bewust.
De man observeert	De man observeren	singular	1	2	De man observeert de persoon openlijk.
De man observeert	De man observeren	singular	1	2	De man observeert de persoon voorzichtig.
De man observeert	De man observeren	singular	1	2	De man observeert de persoon waarschijnlijk.
De man observeert	De man observeren	singular	1	2	De man observeert de persoon publiekelijk.
De man observeert	De man observeren	singular	1	2	De man observeert de persoon zeker.
De man observeert	De man observeren	singular	1	2	De man observeert de persoon bewust.
De man begrijpt	De man begrijpen	singular	1	2	De man begrijpt de persoon openlijk.
De man begrijpt	De man begrijpen	singular	1	2	De man begrijpt de persoon voorzichtig.
De man begrijpt	De man begrijpen	singular	1	2	De man begrijpt de persoon waarschijnlijk.
De man begrijpt	De man begrijpen	singular	1	2	De man begrijpt de persoon publiekelijk.
De man begrijpt	De man begrijpen	singular	1	2	De man begrijpt de persoon zeker.
De man begrijpt	De man begrijpen	singular	1	2	De man begrijpt de persoon bewust.
De man groet	De man groeten	singular	1	2	De man groet de persoon openlijk.
De man groet	De man groeten	singular	1	2	De man groet de persoon voorzichtig.
De man groet	De man groeten	singular	1	2	De man groet de persoon waarschijnlijk.
De man groet	De man groeten	singular	1	2	De man groet de persoon publiekelijk.
De man groet	De man groeten	singular	1	2	De man groet de persoon zeker.
De man groet	De man groeten	singular	1	2	De man groet de persoon bewust.
De man bekritiseert	De man bekritiseren	singular	1	2	De man bekritiseert de persoon openlijk.
De man bekritiseert	De man bekritiseren	singular	1	2	De man bekritiseert de persoon voorzichtig.
De man bekritiseert	De man bekritiseren	singular	1	2	De man bekritiseert de persoon waarschijnlijk.
De man bekritiseert	De man bekritiseren	singular	1	2	De man bekritiseert de persoon publiekelijk.
De man bekritiseert	De man bekritiseren	singular	1	2	De man bekritiseert de persoon zeker.
De man bekritiseert	De man bekritiseren	singular	1	2	De man bekritiseert de persoon bewust.
De man ontmoedigt	De man ontmoedigen	singular	1	2	De man ontmoedigt de persoon openlijk.
De man ontmoedigt	De man ontmoedigen	singular	1	2	De man ontmoedigt de persoon voorzichtig.
De man ontmoedigt	De man ontmoedigen	singular	1	2	De man ontmoedigt de persoon waarschijnlijk.
De man ontmoedigt	De man ontmoedigen	singular	1	2	De man ontmoedigt de persoon publiekelijk.
De man ontmoedigt	De man ontmoedigen	singular	1	2	De man ontmoedigt de persoon zeker.
De man ontmoedigt	De man ontmoedigen	singular	1	2	De man ontmoedigt de persoon bewust.
De vent bewondert	De vent bewonderen	singular	1	2	De vent bewondert de persoon openlijk.
De vent bewondert	De vent bewonderen	singular	1	2	De vent bewondert de persoon voorzichtig.
De vent bewondert	De vent bewonderen	singular	1	2	De vent bewondert de persoon waarschijnlijk.
De vent bewondert	De vent bewonderen	singular	1	2	De vent bewondert de persoon publiekelijk.
De vent bewondert	De vent bewonderen	singular	1	2	De vent bewondert de persoon zeker.
De vent bewondert	De vent bewonderen	singular	1	2	De vent bewondert de persoon bewust.
De vent vermijdt	De vent vermijden	singular	1	2	De vent vermijdt de persoon openlijk.
De vent vermijdt	De vent vermijden	singular	1	2	De vent vermijdt de persoon voorzichtig.
De vent vermijdt	De vent vermijden	singular	1	2	De vent vermijdt de persoon waarschijnlijk.
De vent vermijdt	De vent vermijden	singular	1	2	De vent vermijdt de persoon publiekelijk.
De vent vermijdt	De vent vermijden	singular	1	2	De vent vermijdt de persoon zeker.
De vent vermijdt	De vent vermijden	singular	1	2	De vent vermijdt de persoon bewust.
De vent inspireert	De vent inspireren	singular	1	2	De vent inspireert de persoon openlijk.
De vent inspireert	De vent inspireren	singular	1	2	De vent inspireert de persoon voorzichtig.
De vent inspireert	De vent inspireren	singular	1	2	De vent inspireert de persoon waarschijnlijk.
De vent inspireert	De vent inspireren	singular	1	2	De vent inspireert de persoon publiekelijk.
De vent inspireert	De vent inspireren	singular	1	2	De vent inspireert de persoon zeker.
De vent inspireert	De vent inspireren	singular	1	2	De vent inspireert de persoon bewust.
De vent kent	De vent kennen	singular	1	2	De vent kent de persoon openlijk.
De vent kent	De vent kennen	singular	1	2	De vent kent de persoon voorzichtig.
De vent kent	De vent kennen	singular	1	2	De vent kent de persoon waarschijnlijk.
De vent kent	De vent kennen	singular	1	2	De vent kent de persoon publiekelijk.
De vent kent	De vent kennen	singular	1	2	De vent kent de persoon zeker.
De vent kent	De vent kennen	singular	1	2	De vent kent de persoon bewust.
De vent verwart	De vent verwarren	singular	1	2	De vent verwart de persoon openlijk.
De vent verwart	De vent verwarren	singular	1	2	De vent verwart de persoon voorzichtig.
De vent verwart	De vent verwarren	singular	1	2	De vent verwart de persoon waarschijnlijk.
De vent verwart	De vent verwarren	singular	1	2	De vent verwart de persoon publiekelijk.
De vent verwart	De vent verwarren	singular	1	2	De vent verwart de persoon zeker.
De vent verwart	De vent verwarren	singular	1	2	De vent verwart de persoon bewust.
De vent stimuleert	De vent stimuleren	singular	1	2	De vent stimuleert de persoon openlijk.
De vent stimuleert	De vent stimuleren	singular	1	2	De vent stimuleert de persoon voorzichtig.
De vent stimuleert	De vent stimuleren	singular	1	2	De vent stimuleert de persoon waarschijnlijk.
De vent stimuleert	De vent stimuleren	singular	1	2	De vent stimuleert de persoon publiekelijk.
De vent stimuleert	De vent stimuleren	singular	1	2	De vent stimuleert de persoon zeker.
De vent stimuleert	De vent stimuleren	singular	1	2	De vent stimuleert de persoon bewust.
De vent onthoudt	De vent onthouden	singular	1	2	De vent onthoudt de persoon openlijk.
De vent onthoudt	De vent onthouden	singular	1	2	De vent onthoudt de persoon voorzichtig.
De vent onthoudt	De vent onthouden	singular	1	2	De vent onthoudt de persoon waarschijnlijk.
De vent onthoudt	De vent onthouden	singular	1	2	De vent onthoudt de persoon publiekelijk.
De vent onthoudt	De vent onthouden	singular	1	2	De vent onthoudt de persoon zeker.
De vent onthoudt	De vent onthouden	singular	1	2	De vent onthoudt de persoon bewust.
De vent bemoedigt	De vent bemoedigen	singular	1	2	De vent bemoedigt de persoon openlijk.
De vent bemoedigt	De vent bemoedigen	singular	1	2	De vent bemoedigt de persoon voorzichtig.
De vent bemoedigt	De vent bemoedigen	singular	1	2	De vent bemoedigt de persoon waarschijnlijk.
De vent bemoedigt	De vent bemoedigen	singular	1	2	De vent bemoedigt de persoon publiekelijk.
De vent bemoedigt	De vent bemoedigen	singular	1	2	De vent bemoedigt de persoon zeker.
De vent bemoedigt	De vent bemoedigen	singular	1	2	De vent bemoedigt de persoon bewust.
De vent observeert	De vent observeren	singular	1	2	De vent observeert de persoon openlijk.
De vent observeert	De vent observeren	singular	1	2	De vent observeert de persoon voorzichtig.
De vent observeert	De vent observeren	singular	1	2	De vent observeert de persoon waarschijnlijk.
De vent observeert	De vent observeren	singular	1	2	De vent observeert de persoon publiekelijk.
De vent observeert	De vent observeren	singular	1	2	De vent observeert de persoon zeker.
De vent observeert	De vent observeren	singular	1	2	De vent observeert de persoon bewust.
De vent begrijpt	De vent begrijpen	singular	1	2	De vent begrijpt de persoon openlijk.
De vent begrijpt	De vent begrijpen	singular	1	2	De vent begrijpt de persoon voorzichtig.
De vent begrijpt	De vent begrijpen	singular	1	2	De vent begrijpt de persoon waarschijnlijk.
De vent begrijpt	De vent begrijpen	singular	1	2	De vent begrijpt de persoon publiekelijk.
De vent begrijpt	De vent begrijpen	singular	1	2	De vent begrijpt de persoon zeker.
De vent begrijpt	De vent begrijpen	singular	1	2	De vent begrijpt de persoon bewust.
De vent groet	De vent groeten	singular	1	2	De vent groet de persoon openlijk.
De vent groet	De vent groeten	singular	1	2	De vent groet de persoon voorzichtig.
De vent groet	De vent groeten	singular	1	2	De vent groet de persoon waarschijnlijk.
De vent groet	De vent groeten	singular	1	2	De vent groet de persoon publiekelijk.
De vent groet	De vent groeten	singular	1	2	De vent groet de persoon zeker.
De vent groet	De vent groeten	singular	1	2	De vent groet de persoon bewust.
De vent bekritiseert	De vent bekritiseren	singular	1	2	De vent bekritiseert de persoon openlijk.
De vent bekritiseert	De vent bekritiseren	singular	1	2	De vent bekritiseert de persoon voorzichtig.
De vent bekritiseert	De vent bekritiseren	singular	1	2	De vent bekritiseert de persoon waarschijnlijk.
